,SiO2_Cpx,TiO2_Cpx,Al2O3_Cpx,FeOt_Cpx,MnO_Cpx,MgO_Cpx,CaO_Cpx,Na2O_Cpx,K2O_Cpx,Cr2O3_Cpx,Sample_ID_Cpx
305,51.53,0.42,5.06,5.57,0.1,16.25,19.43,0.55,0.0,0.0,305
306,53.57,0.24,3.27,4.8,0.09,17.82,19.83,0.33,0.0,0.0,306
307,55.46,0.1,1.03,3.35,0.06,19.85,20.54,0.16,0.0,0.0,307
308,55.82,0.07,0.78,3.07,0.06,20.4,20.56,0.14,0.0,0.0,308
309,53.04,0.4,3.91,4.32,0.06,17.46,20.1,0.44,0.0,0.0,309
310,53.77,0.23,2.49,3.84,0.07,18.71,20.4,0.29,0.0,0.0,310
311,51.67,0.12,5.13,3.35,0.1,18.77,19.34,0.21,0.0,1.29,311
312,51.75,0.17,6.01,4.04,0.12,20.49,16.13,0.26,0.0,1.03,312
313,51.49,0.17,5.94,3.97,0.14,20.46,16.44,0.25,0.0,1.13,313
314,51.18,0.24,7.3,3.65,0.13,18.91,17.65,0.3,0.0,0.65,314
315,51.56,0.21,6.9,3.78,0.14,19.64,16.58,0.28,0.0,0.93,315
316,51.18,0.25,6.89,3.94,0.12,18.42,18.09,0.32,0.0,0.78,316
317,51.73,0.18,5.56,3.64,0.11,18.94,18.21,0.3,0.0,1.32,317
318,50.96,0.07,6.61,4.17,0.14,20.61,16.15,0.12,0.0,1.16,318
319,51.62,0.09,5.89,4.06,0.12,21.13,15.67,0.11,0.0,1.3,319
320,51.9,0.09,5.28,3.94,0.11,20.61,16.54,0.1,0.0,1.43,320
321,49.3,2.38,4.16,7.64,0.16,13.5,21.7,0.44,0.05,0.0,321
322,48.9,2.96,5.39,8.11,0.0,13.8,21.9,0.59,0.0,0.0,322
323,45.0,4.12,7.81,7.35,0.11,13.0,21.0,0.36,0.01,0.0,323
324,46.8,3.54,6.35,8.52,0.03,13.3,20.6,0.4,0.03,0.0,324
325,43.4,4.61,9.55,9.3,0.02,12.1,20.1,0.51,0.01,0.0,325
326,47.7,2.42,7.98,6.38,0.12,13.8,19.8,0.7,0.0,0.0,326
327,47.0,2.69,8.77,7.27,0.16,13.5,19.3,0.7,0.05,0.0,327
328,47.9,2.82,7.46,9.14,0.18,11.6,19.5,1.02,0.0,0.0,328
329,47.1,3.01,8.64,7.69,0.15,12.7,18.7,0.74,0.01,0.0,329
330,49.1,1.8,3.94,8.13,0.0,13.9,21.0,0.39,0.0,0.0,330
331,49.4,2.57,4.5,9.67,0.0,13.0,21.0,0.57,0.07,0.0,331
332,54.72,0.09,1.92,2.9,0.0,20.28,20.28,0.15,0.09,0.0,332
333,53.13,0.14,3.61,3.46,0.0,18.68,20.78,0.19,0.46,0.0,333
334,54.08,0.13,3.27,2.9,0.0,19.9,19.54,0.19,0.41,0.0,334
335,51.19,0.41,4.64,2.76,0.0,15.77,24.06,0.19,0.36,0.95,335
336,51.45,0.44,4.94,2.92,0.0,16.01,23.68,0.2,0.26,0.35,336
337,51.56,0.41,4.96,2.68,0.0,16.21,23.26,0.16,0.1,0.75,337
338,50.96,0.42,6.05,2.97,0.0,15.69,23.09,0.28,0.37,0.5,338
339,49.72,0.49,8.87,2.86,0.0,14.27,22.59,0.65,0.11,0.65,339
340,51.55,0.44,6.09,2.51,0.0,15.27,23.46,0.3,0.12,0.35,340
341,51.34,0.4,4.97,3.03,0.0,15.83,23.64,0.18,0.29,0.59,341
342,50.88,0.32,5.41,2.86,0.0,16.7,23.06,0.27,0.44,0.48,342
343,52.8,0.18,4.7,4.9,0.13,18.6,17.9,0.5,0.0,0.91,343
344,51.8,0.28,7.1,5.9,0.15,17.2,17.9,0.57,0.0,0.45,344
345,49.9,0.41,8.0,6.1,0.15,15.7,18.5,0.58,0.0,0.36,345
346,48.0,0.62,10.4,7.3,0.16,13.8,17.6,0.82,0.0,0.09,346
347,49.3,0.57,9.5,7.4,0.11,13.8,18.4,0.99,0.0,0.13,347
348,52.9,0.15,3.4,5.4,0.15,18.8,17.5,0.42,0.0,0.74,348
349,53.3,0.12,3.2,5.3,0.16,20.2,17.2,0.46,0.0,0.63,349
350,53.3,0.17,3.8,5.5,0.16,19.2,17.6,0.44,0.0,0.62,350
351,51.7,0.27,6.1,6.2,0.15,16.7,19.1,0.54,0.0,0.52,351
352,48.7,0.47,8.4,6.76,0.13,14.4,18.6,0.7,0.0,0.12,352
353,48.7,0.44,9.1,7.8,0.13,13.8,18.8,0.81,0.0,0.11,353
354,49.8,0.38,8.3,5.8,0.16,16.0,17.6,0.67,0.0,0.38,354
355,50.0,0.49,8.5,7.1,0.18,16.3,16.9,0.7,0.0,0.24,355
356,52.3,0.2,4.9,5.5,0.13,17.9,18.1,0.48,0.0,0.48,356
357,54.0,0.15,2.5,4.5,0.11,18.5,19.3,0.49,0.0,0.58,357
358,53.5,0.19,2.9,5.08,0.14,17.7,19.2,0.49,0.0,0.48,358
359,52.6,0.31,4.3,6.3,0.11,16.5,19.1,0.65,0.0,0.37,359
360,50.6,0.52,6.7,7.5,0.13,14.9,18.6,0.81,0.0,0.28,360
361,51.1,0.56,5.6,6.9,0.17,15.0,18.6,0.74,0.0,0.36,361
362,49.54,0.53,8.31,6.56,0.17,17.26,17.38,0.71,0.01,0.08,362
363,47.55,0.55,8.3,6.85,0.12,16.56,17.36,0.55,0.06,0.26,363
364,49.04,0.4,7.96,5.74,0.06,17.35,16.99,0.59,0.01,0.33,364
365,48.72,0.59,8.97,6.87,0.22,15.56,17.27,0.72,0.01,0.07,365
366,49.81,0.58,8.14,5.88,0.19,17.79,16.22,0.59,0.03,0.31,366
367,52.54,0.11,2.98,2.34,0.0,18.49,19.97,0.28,0.0,2.01,367
368,53.29,0.11,3.47,2.53,0.07,18.84,20.01,0.33,0.0,1.92,368
369,51.87,0.14,5.08,2.82,0.06,17.96,19.4,0.38,0.0,2.08,369
370,51.33,0.31,6.32,3.1,0.08,17.4,18.61,0.59,0.0,1.52,370
371,51.85,0.3,6.84,3.56,0.13,19.32,16.53,0.72,0.0,1.08,371
372,52.56,0.33,6.67,3.26,0.09,18.45,17.5,0.73,0.0,1.13,372
373,51.79,0.25,6.44,4.01,0.1,20.07,15.98,0.33,0.0,1.01,373
374,52.45,0.3,6.51,3.69,0.1,18.84,17.46,0.54,0.0,0.96,374
375,55.01,0.0,2.81,4.67,0.12,27.31,8.66,0.16,0.0,1.57,375
376,53.45,0.0,4.46,4.17,0.14,22.95,13.11,0.25,0.0,1.73,376
377,52.44,0.22,6.19,3.83,0.1,20.2,15.84,0.4,0.0,1.33,377
378,52.14,0.32,6.92,3.69,0.1,18.99,16.61,0.59,0.0,1.13,378
379,50.64,1.33,5.86,10.77,0.19,17.63,13.52,0.54,0.02,0.23,379
380,51.58,0.85,5.17,9.1,0.17,19.2,12.8,0.71,0.01,0.27,380
381,49.94,0.91,7.96,6.9,0.17,16.8,16.93,0.51,0.02,0.16,381
382,49.85,0.69,8.4,6.37,0.15,16.09,17.39,0.66,0.0,0.24,382
383,50.17,0.88,9.08,7.78,0.14,15.44,15.86,0.63,0.0,0.08,383
384,48.66,1.19,10.45,9.29,0.22,14.57,15.26,0.87,0.02,0.06,384
385,51.01,0.95,5.43,6.59,0.21,17.68,17.78,0.72,0.0,0.21,385
386,48.99,1.63,8.63,10.58,0.24,13.16,16.06,0.87,0.0,0.0,386
387,48.09,1.44,9.1,7.16,0.2,15.5,17.1,0.86,0.03,0.11,387
388,49.7,1.12,8.38,6.52,0.16,14.66,17.85,0.98,0.01,0.0,388
389,52.69,0.05,3.65,3.74,0.12,22.82,14.56,0.12,0.0,2.11,389
390,52.94,0.0,3.88,3.58,0.13,21.54,15.46,0.17,0.0,1.76,390
391,51.95,0.06,4.66,3.54,0.1,20.69,16.69,0.22,0.0,1.51,391
392,52.62,0.0,5.05,3.14,0.11,20.2,17.17,0.24,0.0,1.57,392
393,51.77,0.09,5.81,3.34,0.1,19.53,17.22,0.22,0.0,1.12,393
394,53.7,0.0,2.74,2.62,0.08,20.04,19.26,0.18,0.0,1.91,394
395,54.95,0.0,2.21,2.05,0.06,19.97,18.87,0.18,0.0,1.94,395
396,54.04,0.0,3.19,2.72,0.08,20.46,18.68,0.21,0.0,2.04,396
397,53.74,0.0,4.07,3.13,0.1,20.25,17.59,0.25,0.0,1.93,397
398,52.43,0.07,4.02,3.17,0.1,19.7,18.49,0.28,0.0,1.66,398
399,53.59,0.0,4.24,3.14,0.1,20.04,17.79,0.3,0.0,1.56,399
400,53.0,0.0,4.38,2.81,0.08,19.72,18.09,0.35,0.0,1.43,400
401,52.6,0.07,4.33,3.22,0.09,19.44,18.55,0.36,0.0,1.28,401
402,53.77,0.11,4.31,3.6,0.11,20.51,16.95,0.23,0.0,1.51,402
403,52.98,0.14,5.04,3.48,0.11,19.61,17.76,0.23,0.0,1.36,403
404,56.87,0.0,1.81,4.35,0.12,30.17,6.44,0.07,0.0,1.66,404
405,54.68,0.0,2.65,4.39,0.12,26.41,9.15,0.09,0.0,1.76,405
406,53.63,0.0,3.93,3.7,0.12,22.5,14.07,0.16,0.0,1.77,406
407,53.23,0.06,4.49,3.74,0.12,22.18,14.61,0.21,0.0,1.72,407
408,53.28,0.06,4.99,3.68,0.1,21.24,15.56,0.23,0.0,1.52,408
409,53.25,0.1,4.93,3.56,0.1,20.96,16.33,0.27,0.0,1.59,409
410,52.57,0.11,5.52,3.35,0.09,19.58,17.52,0.34,0.0,1.3,410
411,50.07,1.26,3.08,10.33,0.25,16.24,18.16,0.28,0.0,0.0,411
412,47.1,2.15,5.2,10.79,0.24,14.16,18.89,0.36,0.0,0.0,412
413,47.5,2.27,4.88,12.73,0.31,13.19,18.09,0.38,0.0,0.0,413
414,51.8,1.55,3.62,8.89,0.19,15.21,18.8,0.36,0.0,0.0,414
415,50.88,1.86,3.59,12.13,0.24,14.84,16.61,0.32,0.0,0.0,415
416,49.44,2.12,3.52,12.81,0.28,13.63,16.91,0.32,0.0,0.0,416
417,49.12,1.72,7.63,9.34,0.19,12.69,18.4,0.68,0.0,0.0,417
418,47.48,2.1,7.51,12.98,0.25,12.48,15.77,0.61,0.0,0.0,418
419,47.34,2.12,7.03,13.46,0.27,12.65,15.39,0.56,0.0,0.0,419
420,49.13,1.95,5.16,11.94,0.22,11.99,18.19,0.44,0.0,0.0,420
421,47.1,2.27,7.17,13.18,0.25,11.58,16.71,0.5,0.0,0.0,421
422,47.37,2.03,8.38,10.18,0.21,11.73,18.54,0.66,0.0,0.0,422
423,46.68,2.47,9.1,11.32,0.21,10.92,18.08,0.72,0.0,0.0,423
424,51.0,0.5,4.69,5.14,0.1,15.5,22.1,0.21,0.0,0.0,424
425,51.0,0.47,4.4,4.7,0.07,15.7,22.3,0.21,0.0,0.0,425
426,51.1,0.63,4.41,5.66,0.13,15.6,22.6,0.23,0.0,0.0,426
427,50.9,0.38,4.37,4.56,0.0,15.4,23.1,0.2,0.0,0.0,427
428,51.5,0.5,3.7,5.18,0.09,15.8,22.8,0.24,0.0,0.0,428
429,50.3,0.73,4.12,5.83,0.0,15.0,22.7,0.24,0.0,0.0,429
430,50.5,0.93,4.5,6.11,0.13,15.0,22.8,0.27,0.0,0.0,430
431,52.1,0.6,3.0,5.6,0.11,16.4,21.9,0.22,0.0,0.0,431
432,51.8,0.77,3.0,7.15,0.2,15.6,21.6,0.25,0.0,0.0,432
433,51.8,0.88,3.2,7.1,0.17,15.6,21.6,0.27,0.0,0.0,433
434,51.4,0.63,3.56,5.43,0.06,15.7,22.6,0.19,0.0,0.0,434
435,51.4,0.63,3.67,5.27,0.1,15.7,22.7,0.21,0.0,0.0,435
436,50.6,0.87,3.44,8.43,0.16,15.54,19.69,0.23,0.0,0.64,436
437,50.45,0.81,3.18,9.03,0.21,15.88,19.38,0.2,0.0,0.41,437
438,51.09,0.94,3.61,9.94,0.24,15.95,18.82,0.23,0.0,0.3,438
439,51.41,1.03,3.08,10.35,0.23,15.01,18.97,0.22,0.0,0.29,439
440,50.83,1.21,3.17,10.77,0.27,14.48,18.56,0.22,0.0,0.32,440
441,51.66,1.27,2.74,11.27,0.24,14.36,18.61,0.19,0.0,0.2,441
442,51.51,1.26,2.81,12.78,0.24,14.39,18.01,0.2,0.0,0.14,442
443,52.12,0.55,2.98,6.02,0.12,17.08,21.06,0.23,0.0,0.68,443
444,52.03,0.72,2.43,8.14,0.18,16.6,19.32,0.26,0.0,0.29,444
445,50.48,0.87,3.38,8.68,0.19,16.09,20.01,0.24,0.0,0.37,445
446,50.75,0.9,3.07,8.81,0.2,15.59,19.84,0.25,0.0,0.26,446
447,50.57,0.96,3.68,8.38,0.22,16.1,19.17,0.25,0.0,0.43,447
448,50.34,0.92,3.53,8.8,0.2,16.02,18.24,0.26,0.0,0.36,448
449,50.69,0.8,2.89,9.56,0.24,16.09,18.26,0.26,0.0,0.47,449
450,51.12,0.91,2.49,10.3,0.24,15.54,18.79,0.23,0.0,0.25,450
451,50.26,1.16,2.77,11.53,0.24,15.0,17.95,0.23,0.0,0.18,451
452,50.7,1.16,2.33,11.61,0.28,14.72,18.28,0.24,0.0,0.18,452
453,51.34,0.9,1.95,12.95,0.29,14.44,17.2,0.23,0.0,0.17,453
454,50.37,1.09,3.78,8.99,0.16,15.41,19.32,0.35,0.0,0.26,454
455,50.83,1.14,1.93,14.08,0.31,14.86,16.27,0.23,0.0,0.08,455
456,49.43,1.41,4.32,11.27,0.24,14.39,18.07,0.28,0.0,0.21,456
457,49.67,1.52,3.55,12.64,0.3,14.01,18.79,0.24,0.0,0.22,457
458,49.41,1.46,3.38,13.06,0.29,13.96,18.11,0.19,0.0,0.18,458
459,50.56,1.24,2.5,11.65,0.21,14.95,18.64,0.29,0.0,0.23,459
460,51.46,0.9,2.31,12.71,0.35,14.21,18.57,0.21,0.0,0.41,460
461,50.16,1.16,2.52,11.27,0.26,15.27,18.39,0.24,0.0,0.25,461
462,51.19,1.26,2.15,11.9,0.32,15.65,17.57,0.23,0.0,0.28,462
463,51.37,1.24,2.14,13.01,0.29,16.24,16.05,0.23,0.0,0.24,463
464,50.19,1.01,2.89,10.13,0.22,15.1,19.59,0.3,0.0,0.22,464
465,51.28,0.75,3.66,8.05,0.18,15.66,20.35,0.25,0.0,0.51,465
466,51.21,0.84,3.8,8.39,0.19,15.68,19.56,0.27,0.0,0.34,466
467,50.52,0.84,3.59,8.92,0.21,15.56,19.46,0.27,0.0,0.3,467
468,51.31,0.92,3.75,9.42,0.27,15.1,19.36,0.27,0.0,0.25,468
469,50.41,0.9,3.86,9.59,0.2,14.8,19.76,0.31,0.0,0.23,469
470,50.33,0.93,3.36,9.83,0.2,15.16,19.39,0.27,0.0,0.19,470
471,52.23,0.53,2.18,7.01,0.18,16.56,20.31,0.28,0.0,0.56,471
472,52.18,0.61,2.47,7.62,0.2,16.29,18.97,0.28,0.0,0.15,472
473,51.38,0.56,2.34,7.64,0.16,16.04,20.23,0.29,0.0,0.38,473
474,51.38,0.72,2.21,8.88,0.21,16.5,19.56,0.3,0.0,0.18,474
475,51.07,0.94,2.03,11.65,0.27,15.17,18.31,0.39,0.0,0.0,475
476,49.71,1.96,3.73,10.94,0.0,14.23,19.75,0.32,0.0,0.0,476
477,51.42,1.48,3.33,9.15,0.0,14.32,20.47,0.28,0.0,0.0,477
478,51.5,1.6,3.5,9.2,0.0,14.3,20.5,0.28,0.0,0.0,478
479,51.2,1.7,3.2,9.8,0.0,14.1,20.1,0.28,0.0,0.0,479
480,51.5,1.4,2.6,10.3,0.0,14.49,19.51,0.27,0.0,0.0,480
481,50.3,1.98,2.81,10.79,0.0,13.68,19.65,0.28,0.0,0.0,481
482,50.62,2.19,4.01,8.69,0.0,13.7,20.89,0.29,0.01,0.0,482
483,50.41,2.57,3.48,10.21,0.0,13.16,20.36,0.3,0.0,0.0,483
484,51.5,0.69,2.61,6.23,0.18,16.9,20.3,0.29,0.0,0.7,484
485,52.1,0.73,2.2,7.2,0.2,17.0,19.5,0.24,0.0,0.35,485
486,51.5,0.92,3.0,7.56,0.23,16.0,19.6,0.34,0.0,0.37,486
487,52.7,0.64,2.2,6.65,0.16,16.9,20.2,0.27,0.0,0.68,487
488,51.7,0.8,2.95,7.21,0.15,16.3,20.3,0.32,0.0,0.68,488
489,52.45,0.25,5.08,5.64,0.22,19.86,16.53,0.31,0.0,1.02,489
490,53.34,0.37,3.61,6.26,0.21,18.78,17.5,0.4,0.01,0.51,490
491,52.81,0.46,2.51,7.72,0.19,18.44,16.68,0.35,0.01,0.57,491
492,52.32,0.26,4.24,4.01,0.11,19.98,18.11,0.31,0.0,1.25,492
493,51.92,0.28,4.3,5.98,0.17,18.86,17.78,0.37,0.01,0.49,493
494,52.64,0.42,3.59,7.61,0.19,17.72,18.52,0.38,0.01,0.13,494
495,51.73,0.73,2.5,13.9,0.36,16.62,14.34,0.37,0.01,0.09,495
496,50.78,0.89,2.13,19.19,0.42,14.5,12.88,0.3,0.01,0.09,496
497,48.54,1.02,1.79,23.62,0.46,9.9,13.9,0.3,0.02,0.04,497
498,48.78,0.93,1.59,29.48,0.45,5.67,12.71,0.28,0.05,0.03,498
499,52.57,0.26,4.98,4.05,0.15,19.62,18.09,0.32,0.0,1.26,499
500,52.04,0.42,5.96,4.95,0.17,18.95,17.47,0.42,0.0,0.54,500
501,51.34,0.3,7.1,4.89,0.14,17.89,17.87,0.44,0.0,1.0,501
502,50.47,0.41,7.69,5.15,0.16,16.95,19.04,0.47,0.0,0.46,502
503,50.55,0.49,8.13,5.44,0.18,16.31,19.29,0.52,0.0,0.49,503
504,49.76,0.62,8.05,5.95,0.19,15.74,19.2,0.51,0.0,0.51,504
505,52.7,0.23,5.99,5.64,0.15,19.19,15.19,0.45,0.02,0.6,505
506,52.04,0.46,6.26,7.56,0.17,16.33,17.15,0.57,0.01,0.17,506
507,50.54,0.7,6.16,9.35,0.19,16.18,16.01,0.6,0.0,0.04,507
508,51.53,0.66,4.03,12.89,0.29,14.61,15.78,0.65,0.01,0.03,508
509,52.1,0.03,5.1,3.8,0.11,20.02,17.04,0.12,0.0,1.34,509
510,50.89,0.12,6.27,3.91,0.1,19.95,16.82,0.14,0.0,1.0,510
511,52.07,0.11,5.47,3.83,0.11,20.03,17.39,0.21,0.0,1.02,511
512,52.46,0.08,5.23,3.8,0.12,20.0,17.8,0.15,0.0,1.15,512
513,52.17,0.09,5.15,3.82,0.1,18.72,18.04,0.18,0.0,1.2,513
514,51.72,0.11,5.61,3.88,0.11,19.07,17.6,0.28,0.0,1.01,514
515,51.21,0.16,5.9,3.9,0.1,19.08,17.84,0.27,0.0,0.97,515
516,51.75,0.11,4.74,3.89,0.12,19.3,17.6,0.31,0.0,1.16,516
517,51.83,0.09,4.87,3.76,0.11,19.71,18.07,0.17,0.0,1.21,517
518,48.9,0.71,8.62,6.96,0.16,17.72,13.86,0.44,0.01,0.0,518
519,49.83,0.75,8.11,7.29,0.22,16.71,14.87,0.45,0.01,0.0,519
520,48.54,1.03,7.98,9.45,0.25,15.79,14.3,0.55,0.01,0.0,520
521,47.18,1.32,9.03,10.48,0.24,14.12,17.94,0.64,0.0,0.0,521
522,46.78,1.98,9.2,10.29,0.23,13.32,15.23,0.66,0.02,0.0,522
523,50.01,1.06,4.99,7.4,0.19,15.56,18.6,0.41,0.0,0.0,523
524,48.0,2.56,6.58,9.28,0.3,12.8,18.37,0.56,0.05,0.0,524
525,50.13,1.28,5.15,6.97,0.11,14.92,19.44,0.3,0.0,0.0,525
526,48.5,1.68,4.79,8.13,0.14,14.08,18.66,0.36,0.01,0.0,526
527,49.57,1.82,4.48,9.08,0.21,14.61,18.4,0.43,0.03,0.0,527
528,49.23,1.73,5.07,7.08,0.18,14.68,20.14,0.35,0.01,0.0,528
529,48.83,2.67,5.13,8.69,0.21,12.94,20.62,0.37,0.02,0.0,529
530,49.05,1.33,4.4,6.76,0.22,14.65,20.36,0.27,0.01,0.0,530
531,48.69,1.82,3.37,7.39,0.18,14.04,19.1,0.41,0.02,0.0,531
532,49.06,1.61,5.04,8.86,0.23,14.23,18.43,0.4,0.01,0.0,532
533,49.43,2.15,4.49,7.97,0.15,13.95,20.36,0.32,0.31,0.0,533
534,50.03,0.98,5.29,5.26,0.12,14.39,21.16,0.03,0.0,0.0,534
535,49.09,1.38,5.71,6.35,0.15,14.15,20.19,0.32,0.0,0.0,535
536,48.48,1.33,4.38,6.98,0.17,14.36,19.84,0.31,0.01,0.0,536
537,48.06,2.35,5.74,7.23,0.19,13.14,20.0,0.35,0.01,0.0,537
538,49.41,1.87,4.35,8.36,0.18,13.59,20.07,0.4,0.01,0.0,538
539,51.5,0.72,2.92,6.36,0.16,16.7,20.8,0.21,0.0,0.0,539
540,51.8,0.94,2.46,7.94,0.12,16.4,19.8,0.26,0.0,0.0,540
541,51.3,1.28,2.86,8.89,0.18,16.3,18.8,0.32,0.0,0.0,541
542,51.7,1.1,2.84,7.29,0.13,15.7,20.6,0.28,0.0,0.0,542
543,52.1,0.96,2.48,8.06,0.21,16.3,19.5,0.21,0.0,0.0,543
544,51.0,1.27,3.14,9.7,0.24,15.2,18.0,0.31,0.0,0.0,544
545,52.5,0.74,2.47,6.59,0.17,16.9,19.9,0.21,0.0,0.0,545
546,49.5,1.74,3.91,9.43,0.23,13.9,20.2,0.37,0.0,0.0,546
547,50.6,1.42,3.16,9.47,0.22,14.8,19.9,0.31,0.0,0.0,547
548,51.2,1.5,2.28,10.2,0.24,15.6,18.1,0.23,0.0,0.0,548
549,51.8,0.76,2.83,6.7,0.15,16.6,20.1,0.27,0.0,0.0,549
550,51.5,1.17,2.57,9.16,0.18,15.9,18.9,0.25,0.0,0.0,550
551,51.4,1.36,2.05,9.92,0.19,15.6,18.4,0.26,0.0,0.0,551
552,52.3,0.72,2.5,6.4,0.15,17.0,20.2,0.24,0.0,0.0,552
553,52.6,0.81,2.29,7.86,0.24,16.8,19.2,0.22,0.0,0.0,553
554,52.1,0.94,2.17,8.91,0.18,15.9,18.4,0.27,0.0,0.0,554
555,50.8,1.43,2.69,10.5,0.24,14.7,18.7,0.3,0.0,0.0,555
556,53.2,0.21,2.56,4.87,0.13,18.4,21.1,0.15,0.0,0.0,556
557,51.7,0.27,2.38,6.84,0.17,17.6,19.7,0.16,0.0,0.0,557
558,51.8,0.27,2.85,6.41,0.15,17.1,20.5,0.16,0.0,0.0,558
