,SiO2_Liq,TiO2_Liq,Al2O3_Liq,FeOt_Liq,MnO_Liq,MgO_Liq,CaO_Liq,Na2O_Liq,K2O_Liq,Cr2O3_Liq,P2O5_Liq,H2O_Liq,Fe3Fet_Liq,NiO_Liq,CoO_Liq,CO2_Liq,SiO2_Liq_mol_frac,MgO_Liq_mol_frac,MnO_Liq_mol_frac,FeOt_Liq_mol_frac,CaO_Liq_mol_frac,Al2O3_Liq_mol_frac,Na2O_Liq_mol_frac,K2O_Liq_mol_frac,TiO2_Liq_mol_frac,P2O5_Liq_mol_frac,Cr2O3_Liq_mol_frac,Si_Liq_cat_frac,Mg_Liq_cat_frac,Mn_Liq_cat_frac,Fet_Liq_cat_frac,Ca_Liq_cat_frac,Al_Liq_cat_frac,Na_Liq_cat_frac,K_Liq_cat_frac,Ti_Liq_cat_frac,P_Liq_cat_frac,Cr_Liq_cat_frac,Mg_Number_Liq_NoFe3,Mg_Number_Liq_Fe3,SiO2_Cpx,TiO2_Cpx,Al2O3_Cpx,FeOt_Cpx,MnO_Cpx,MgO_Cpx,CaO_Cpx,Na2O_Cpx,K2O_Cpx,Cr2O3_Cpx,Si_Cpx_cat_6ox,Mg_Cpx_cat_6ox,Fet_Cpx_cat_6ox,Ca_Cpx_cat_6ox,Al_Cpx_cat_6ox,Na_Cpx_cat_6ox,K_Cpx_cat_6ox,Mn_Cpx_cat_6ox,Ti_Cpx_cat_6ox,Cr_Cpx_cat_6ox,oxy_renorm_factor,Al_IV_cat_6ox,Al_VI_cat_6ox,En_Simple_MgFeCa_Cpx,Fs_Simple_MgFeCa_Cpx,Wo_Simple_MgFeCa_Cpx,Cation_Sum_Cpx,Ca_CaMgFe,Lindley_Fe3_Cpx,Lindley_Fe2_Cpx,Lindley_Fe3_Cpx_prop,CrCaTs,a_cpx_En,Mgno_Cpx,Jd,"Jd_from 0=Na, 1=Al",CaTs,CaTi,DiHd_1996,EnFs,DiHd_2003,Di_Cpx,FeIII_Wang21,FeII_Wang21,Kd_Fe_Mg_Fe2,Kd_Fe_Mg_Fe2_Lind,Kd_Fe_Mg_Fet,lnK_Jd_liq,lnK_Jd_DiHd_liq_1996,lnK_Jd_DiHd_liq_2003,Kd_Fe_Mg_IdealWB,Mgno_Liq_noFe3,Mgno_Liq_Fe2,DeltaFeMg_WB,Sample_ID_Liq,Sample_ID_Cpx,P_kbar,T_K,
20,61.45684114,0.484504123,17.44420204,3.652547768,0.122504865,1.378277228,3.761859043,4.806361785,6.517541157,0,0.375360846,4.57,0,0,0,0,0.680432557,0.022748878,0.001148824,0.033819466,0.044626262,0.113813264,0.051587971,0.046028538,0.004034984,0.001759257,0,0.560862767,0.018751305,0.000946945,0.027876502,0.036784261,0.187626596,0.085045232,0.075880241,0.003325932,0.002900219,0,0.402140523,0.402140523,51.14983333,0.424,2.588166667,7.534,0.205833333,14.35283333,21.5725,0.431833333,0.129166667,0,1.930187277,0.807423552,0.237758929,0.872225621,0.115107701,0.031595012,0.006218193,0.006578942,0.012035124,0,0,0.069812723,0.045294978,0.421101565,0.124000169,0.454898266,4.019130351,0.454898266,0.032042509,0.20571642,0.134768899,0,0.083082701,0.772513347,0.031595012,0,0.013699966,0.028056378,0.830469277,0.107356602,0.830469277,0.637540452,0.032042509,0.20571642,0.198074538,0.17138025,0.198074538,1.839675533,-5.499361593,-5.499361593,0.252687482,0.402140523,0.402140523,0.054612945,20,20,2,1273.15,
21,61.83040815,0.462721886,17.66923749,3.813611116,0.080432813,1.370598104,3.62031307,4.618113069,6.182362759,0,0.352201549,1.73,0,0,0,0,0.684419688,0.022617211,0.000754117,0.035303095,0.042937786,0.115256415,0.049556666,0.043651926,0.003852742,0.001650354,0,0.565582183,0.018690128,0.000623178,0.02917333,0.03548239,0.190488311,0.081904037,0.072145065,0.003183781,0.002727597,0,0.390480511,0.390480511,49.838,0.422,4.25025,10.16,0.267,12.635,21.27475,0.471,0.136,0,1.883978258,0.712031279,0.321192194,0.86169363,0.189359314,0.034520997,0.006558624,0.008548928,0.011999336,0,0,0.116021742,0.073337572,0.375758537,0.169501977,0.454739486,4.02988256,0.454739486,0.053206496,0.267985699,0.165653141,0,0.086024335,0.689128638,0.034520997,0,0.038816575,0.038602584,0.784274471,0.124474501,0.784274471,0.536036426,0.053206496,0.267985699,0.288996234,0.2411231,0.288996234,1.93398324,-5.340941552,-5.340941552,0.237177927,0.390480511,0.390480511,0.051818307,21,21,2,1273.15,
22,60.05,0.57,16.8,4.98,0.11,2.17,4.5,4.12,6.38,0,0.32,3.4,0,0,0,0,0.660672399,0.035591102,0.001025064,0.045820359,0.053046753,0.108920432,0.043942778,0.044773637,0.004717126,0.001490351,0,0.550961066,0.029680839,0.000854842,0.038211425,0.044237803,0.181666185,0.073291271,0.074677044,0.0039338,0.002485726,0,0.437167349,0.437167349,51.521,0.426333333,2.759333333,7.560666667,0.264,14.611,22.34033333,0.450666667,0.099,0,1.916155134,0.810092981,0.235159468,0.890244232,0.120950444,0.032497426,0.004697212,0.008316401,0.011926833,0,0,0.083844866,0.037105577,0.41854527,0.121498254,0.459956475,4.03004013,0.459956475,0.055383048,0.17977642,0.235512728,0,0.066823538,0.775015542,0.032497426,0,0.004608152,0.039618357,0.846017722,0.099617363,0.846017722,0.650506152,0.055383048,0.17977642,0.225481306,0.172377588,0.225481306,2.084486051,-4.748490008,-4.748490008,0.253152891,0.437167349,0.437167349,0.027671585,22,22,2,1273.15,
23,52.56761607,0.730412349,19.22425971,5.88,0.159386402,1.922183235,7.46005667,2.720143706,8.899594793,0,0.433470886,2,0,0,0,0,0.591618849,0.032249802,0.001519358,0.055342279,0.089957832,0.127497088,0.029677869,0.063888471,0.006183314,0.002065138,0,0.483693101,0.026366649,0.00124219,0.045246494,0.073547324,0.208477001,0.048527799,0.104467303,0.005055326,0.003376812,0,0.368173936,0.368173936,43.476375,1.324625,9.1845,11.3555,0.196125,9.9025,23.435375,0.303625,0.14925,0,1.681798327,0.571049804,0.36735237,0.971327386,0.418728985,0.022772214,0.007365351,0.00642597,0.038542778,0,0,0.318201673,0.100527312,0.299021294,0.19235832,0.508620386,4.085363185,0.508620386,0.163361019,0.203991351,0.444698421,0,-0.001136168,0.608526229,0.022772214,0,0.077755098,0.120223287,0.773349001,0.082526586,0.773349001,0.467408595,0.163361019,0.203991351,0.374868432,0.208165032,0.374868432,2.263940166,-4.177947196,-4.177947196,0.222185879,0.368173936,0.368173936,0.152682553,23,23,3,1273.15,
24,54.40419522,0.499450441,20.83318921,4.05,0.131446758,0.914458444,5.07693912,3.27943718,10.39728504,0,0.409339141,2.22,0,0,0,0,0.622884248,0.015608008,0.001274706,0.038778051,0.062280207,0.140558669,0.036399165,0.075931758,0.004301271,0.001983918,0,0.496372139,0.012437913,0.001015804,0.03090196,0.049630666,0.224020458,0.058012484,0.121018983,0.003427653,0.00316194,0,0.286978622,0.286978622,43.355,1.437571429,9.407,12.64657143,0.246714286,8.304857143,22.86885714,0.319714286,0.190857143,0,1.693518951,0.483605891,0.413123277,0.957124577,0.433070827,0.024213638,0.009510817,0.008162633,0.042238625,0,0,0.306481049,0.126589778,0.26086518,0.222845669,0.516289152,4.064569237,0.516289152,0.119627658,0.293495619,0.289568912,0,0.007015153,0.539291534,0.024213638,0,0.10237614,0.102052454,0.752695982,0.072016593,0.752695982,0.402267111,0.119627658,0.293495619,0.343834607,0.244270794,0.343834607,2.02313442,-5.235458999,-5.235458999,0.209308225,0.286978622,0.286978622,0.134526382,24,24,3,1223.15,
25,55.32133048,0.41342214,21.19669792,2.83,0.123065195,0.495251948,4.208145975,3.688751029,11.15972708,0,0.56490343,2.89,0,0,0,0,0.637527381,0.008508264,0.001201231,0.027273989,0.051960122,0.143946582,0.041210009,0.082032953,0.003583682,0.002755788,0,0.502011673,0.006699709,0.000945892,0.021476506,0.040915243,0.226697288,0.064900446,0.129191314,0.002821918,0.004340011,0,0.23777283,0.23777283,42.83642857,1.502142857,10.74842857,13.254,0.256714286,6.894428571,22.236,0.488857143,0.510571429,0,1.678342092,0.402692975,0.434280363,0.933462839,0.496328395,0.037136104,0.025520095,0.00851927,0.044269839,0,0,0.321657908,0.174670487,0.227454105,0.24529569,0.527250206,4.060551971,0.527250206,0.095583847,0.338696516,0.220097097,0,0.002796264,0.481121652,0.037136104,0,0.137534383,0.092061762,0.703866693,0.066553322,0.703866693,0.33523909,0.095583847,0.338696516,0.336425144,0.262378946,0.336425144,2.304138638,-5.488488573,-5.488488573,0.198488627,0.23777283,0.23777283,0.137936516,25,25,3,1173.15,
26,60.3393964,0.213392948,19.73376689,2.174575754,0.274362362,0.121938827,1.412458084,9.236866172,6.493242557,0,0,5.46,0,0,0,0,0.67819017,0.002043154,0.002611922,0.020440008,0.017009801,0.130703568,0.100645027,0.046552253,0.001804098,0,0,0.530706409,0.001598836,0.002043916,0.015994988,0.013310736,0.204559795,0.157516176,0.072857378,0.001411767,0,0,0.090872088,0.090872088,49.61,0.76,2.8,11.64,1.09,10.52,22.41,0.75,0.1,0,1.902516681,0.601427845,0.373308794,0.92081893,0.126553509,0.055765763,0.004892353,0.035405511,0.021923118,0,0,0.097483319,0.02907019,0.317283152,0.196938987,0.485777861,4.042612505,0.485777861,0.080332657,0.292976137,0.215190903,0,0.016789098,0.617007843,0.02907019,1,0,0.04874166,0.872077271,0.051329684,0.872077271,0.519225491,0.080332657,0.292976137,0.062044703,0.048693248,0.062044703,1.164172679,-8.325434411,-8.325434411,0.223763459,0.090872088,0.090872088,0.161718755,26,26,0.5,1083.15,
27,62.14849282,0.343920696,19.05725268,1.840987255,0.222536921,0.222536921,1.58810439,7.819138175,6.757030144,0,0,5.38,0,0,0,0,0.696037623,0.003715461,0.002111005,0.017242844,0.01905699,0.125773552,0.084894224,0.048271024,0.002897276,0,0,0.552876457,0.002951264,0.001676813,0.013696332,0.015137344,0.199808842,0.134866324,0.07668526,0.002301364,0,0,0.177273837,0.177273837,49.12,0.68,2.71,9.52,0.81,11.72,22.12,0.8,0.08,0,1.905103222,0.677635751,0.308782796,0.919217772,0.123875768,0.060158539,0.0039583,0.026609107,0.01983803,0,0,0.094896778,0.02897899,0.355595527,0.162036582,0.482367891,4.045179284,0.482367891,0.086400268,0.222382529,0.279809201,0,0.015098905,0.68695856,0.02897899,1,0,0.047448389,0.871769383,0.057324582,0.871769383,0.583145088,0.086400268,0.222382529,0.098188501,0.070714455,0.098188501,1.257922547,-8.076168432,-8.076168432,0.236774292,0.177273837,0.177273837,0.138585791,27,27,0.5,1113.15,
28,61.68233748,0.384187645,18.643211,2.446668689,0.222424426,0.192093823,1.395207765,8.492569002,6.541300172,0,0,4.04,0,0,0,0,0.690123202,0.003203965,0.002107819,0.022892697,0.016725451,0.122917421,0.092113234,0.046682965,0.003233245,0,0,0.546972935,0.002539376,0.001670601,0.018144131,0.013256139,0.194842029,0.146012903,0.073999304,0.002562583,0,0,0.12276938,0.12276938,45.78,1.86,4.99,12.42,1.13,8.74,21.3,1,0.1,0,1.814170564,0.516323992,0.411604313,0.904388575,0.233055732,0.076833296,0.005055462,0.03792852,0.055442748,0,0,0.185829436,0.047226295,0.281787499,0.224635988,0.493576512,4.054803202,0.493576512,0.104550942,0.307053372,0.254008372,0,0.011561728,0.556418355,0.047226295,1,0,0.092914718,0.811473857,0.058227224,0.811473857,0.433794544,0.104550942,0.307053372,0.111570248,0.083230471,0.111570248,1.713533915,-7.485988109,-7.485988109,0.212493814,0.12276938,0.12276938,0.100923566,28,28,0.5,1143.15,
29,64.3039006,0.20368673,20.5418067,2.444240758,0.336083104,0.101843365,1.201751706,5.275486302,5.591200733,0,0,7.01,0,0,0,0,0.722426578,0.00170568,0.003198072,0.022964467,0.014465861,0.135994691,0.057456086,0.040067295,0.001721268,0,0,0.585663554,0.001382777,0.002592643,0.01861705,0.01172732,0.220498904,0.093158078,0.064964262,0.001395414,0,0,0.069137302,0.069137302,46.48,0.9,3.26,16.73,1.98,5.85,20.72,1.04,0.18,0,1.887003893,0.354055291,0.56801344,0.901300401,0.155984409,0.081862905,0.009322614,0.06808587,0.027483919,0,0,0.112996107,0.042988302,0.19417642,0.311518622,0.494304957,4.053112743,0.494304957,0.096902872,0.471110568,0.17059961,0,0.006585452,0.383971382,0.042988302,1,0,0.056498053,0.844802347,0.038633192,0.844802347,0.302080847,0.096902872,0.471110568,0.119159544,0.098830972,0.119159544,1.808512377,-7.450720437,-7.450720437,0.180418677,0.069137302,0.069137302,0.061259133,29,29,1,1063.15,
30,62.44861125,0.090243658,19.16173669,0.631705605,0,0.05,0.952571944,9.936829439,6.778301414,0,0,1.32,0,0,0,0,0.69862072,0.000833868,0,0.005910026,0.011417988,0.126322428,0.107766469,0.04836911,0.00075939,0,0,0.544751341,0.000650211,0,0.004608358,0.008903206,0.19700049,0.168062375,0.075431882,0.000592136,0,0,0.123644209,0.123644209,48.7,0.66,2.26,15.26,2.2,7.47,21.7,0.85,0.05,0,1.919137875,0.438840158,0.502907072,0.916241767,0.104964531,0.064944635,0.002513656,0.073431944,0.019563683,0,0,0.080862125,0.024102406,0.236190935,0.270672793,0.493136272,4.042545321,0.493136272,0.082576987,0.420330086,0.164199295,0,0.014894701,0.465976767,0.024102406,1,0,0.040431062,0.875810705,0.032968263,0.875810705,0.378594162,0.082576987,0.420330086,0.16169225,0.135142497,0.16169225,0.897377238,-10.15410927,-10.15410927,0.195671679,0.123644209,0.123644209,0.033979428,30,30,1.5,1023.15,
31,63.75404531,0.161812298,20.01415858,1.96197411,0.182038835,0.07079288,1.152912621,6.887135922,5.81512945,0,0,9.15,0,0,0,0,0.714799505,0.001183245,0.001728724,0.0183961,0.013849881,0.132233274,0.074856978,0.041587655,0.001364638,0,0,0.572445064,0.000947598,0.001384444,0.014732462,0.011091636,0.211797252,0.119897978,0.0666107,0.001092866,0,0,0.060431425,0.060431425,45.2,1.71,4.74,19.99,1.86,3.54,21.02,0.88,0.11,0,1.827893581,0.213414675,0.676053804,0.910790141,0.225916385,0.068998918,0.005674972,0.063710431,0.052016132,0,0,0.172106419,0.053809965,0.118546676,0.375531491,0.505921833,4.04446904,0.505921833,0.083263108,0.592790697,0.123160475,0,0.012351284,0.239928971,0.053809965,1,0,0.08605321,0.824736931,0.032365774,0.824736931,0.184656797,0.083263108,0.592790697,0.203753859,0.178659437,0.203753859,1.866620315,-7.713295291,-7.713295291,0.153626789,0.060431425,0.060431425,0.05012707,31,31,1.5,1048.15,
32,62.26910265,0.222065206,19.05723226,1.93802362,0.232159079,0.111032603,1.483799334,7.964065812,6.722519431,0,0,5.45,0,0,0,0,0.69771082,0.00185465,0.0022033,0.018160086,0.017813578,0.125831565,0.086507713,0.048046689,0.001871599,0,0,0.553569175,0.001471494,0.001748115,0.014408353,0.014133431,0.199671479,0.137271781,0.076241231,0.001484941,0,0,0.092661406,0.092661406,46.53,1.22,4.52,15.86,1.62,6.15,20.73,0.97,0.3,0,1.86079209,0.366647274,0.530424988,0.888254133,0.213039507,0.0752114,0.015305397,0.054873788,0.036698989,0,0,0.13920791,0.073831597,0.205367083,0.29710253,0.497530387,4.041247566,0.497530387,0.067189735,0.463235254,0.126671511,0,0.018006961,0.408707355,0.073831597,1,0,0.069603955,0.818650178,0.039211042,0.818650178,0.315307633,0.067189735,0.463235254,0.14774729,0.129031918,0.14774729,2.173643,-7.210912461,-7.210912461,0.185019568,0.092661406,0.092661406,0.037272278,32,32,1.5,1073.15,
33,62.07592892,0.363489499,18.79038772,2.019386107,0.302907916,0.151453958,1.766962843,7.825121163,6.704361874,0,0,5.7,0,0,0,0,0.694757779,0.002526966,0.002871481,0.018901033,0.021189014,0.123928973,0.084902094,0.047862589,0.003060071,0,0,0.552845775,0.002010805,0.002284949,0.015040287,0.016860922,0.197230204,0.135119795,0.076172245,0.002435018,0,0,0.117924745,0.117924745,50.34,0.35,2.67,8.2,0.42,12.93,22.84,0.49,0.02,0,1.919233115,0.734888731,0.261447422,0.933004532,0.119972772,0.036220775,0.000972754,0.013562787,0.010037187,0,0,0.080766885,0.039205888,0.380901485,0.135511278,0.483587237,4.029340075,0.483587237,0.057707397,0.203740025,0.22072276,0,0.027460009,0.737584687,0.036220775,0,0.002985113,0.038890886,0.891128533,0.05260381,0.891128533,0.648461238,0.057707397,0.203740025,0.047563805,0.037065391,0.047563805,1.492207179,-7.732176292,-7.732176292,0.246190752,0.117924745,0.117924745,0.198626947,33,33,1.5,1098.15,
34,62.17041637,0.437748142,20.645424,1.761172758,0.183243408,0.040720757,0.794054769,8.94838644,5.01883335,0,0,8.29,0,0,0,0,0.697904857,0.000681454,0.001742312,0.016533713,0.009550718,0.136572472,0.09738102,0.035937161,0.003696292,0,0,0.549578702,0.000536625,0.001372017,0.013019793,0.007520898,0.215093279,0.153369142,0.056598827,0.002910716,0,0,0.039583268,0.039583268,47.29,0.72,4.36,16.71,1.74,5.12,19.42,1.2,0.71,0,1.905884978,0.307613846,0.563196331,0.838590107,0.207095555,0.093768238,0.03650432,0.059396622,0.021826764,0,0,0.094115022,0.112980533,0.17995425,0.329470128,0.490575622,4.03387676,0.490575622,0.031249201,0.53194713,0.055485449,0,0.025884963,0.353242541,0.093768238,0,0.019212294,0.037451364,0.781926449,0.044441864,0.781926449,0.258578418,0.031249201,0.53194713,0.075460621,0.071273655,0.075460621,2.24186855,-7.900308375,-7.900308375,0.174703113,0.039583268,0.039583268,0.099242491,34,34,2,998.15,
35,63.05887113,0.11126846,20.13959134,1.760064738,0.212421606,0.060691888,0.930608942,8.092251669,5.634230225,0,0,8.97,0,0,0,0,0.707027172,0.001014446,0.002017315,0.016503443,0.011179703,0.133066118,0.087958221,0.040295175,0.000938407,0,0,0.560545654,0.000804274,0.001599369,0.013084268,0.008863498,0.210995099,0.139470166,0.063893684,0.000743989,0,0,0.057907346,0.057907346,50.18,0.6,2.78,9.45,0.78,12.11,22.47,0.54,0.03,0,1.912685431,0.68812222,0.301231716,0.917675425,0.124886244,0.039907433,0.00145879,0.025182139,0.017202581,0,0,0.087314569,0.037571675,0.360834623,0.157958615,0.481206763,4.028351977,0.481206763,0.055245165,0.245986551,0.183397571,0,0.037553639,0.695519769,0.037571675,1,0,0.043657285,0.87401814,0.057667898,0.87401814,0.592814112,0.055245165,0.245986551,0.026908511,0.021973555,0.026908511,1.402009267,-8.623530626,-8.623530626,0.238366677,0.057907346,0.057907346,0.211458166,35,35,2,1018.15,
36,64.57448959,0.121285628,19.43602183,1.475641803,0.181928441,0.080857085,0.960177886,6.963816454,6.205781282,0,0,7.19,0,0,0,0,0.722584629,0.001348821,0.001724303,0.013809078,0.011512047,0.128162814,0.075542646,0.0442948,0.001020861,0,0,0.578993973,0.001080786,0.001381652,0.011064964,0.009224395,0.205389082,0.121061908,0.070985242,0.000817997,0,0,0.088981994,0.088981994,46.81,1.29,5.09,12.73,1.56,9.15,21.54,1.1,0.18,0,1.818722053,0.529977377,0.413630057,0.896698673,0.233078594,0.082864309,0.008921928,0.051337819,0.03770048,0,0,0.181277947,0.051800647,0.287983274,0.224761552,0.487255174,4.07293129,0.487255174,0.136940651,0.276689406,0.331070357,0,0.009644666,0.561642053,0.051800647,1,0,0.090638974,0.806059699,0.068773867,0.806059699,0.42936373,0.136940651,0.276689406,0.076233251,0.050994681,0.076233251,1.826876138,-8.147132446,-8.147132446,0.213465422,0.088981994,0.088981994,0.137232171,36,36,2,1033.15,
37,63.88189056,0.171319158,19.57069435,1.340320468,0.211629548,0.08062078,1.058147738,7.900836441,5.784540965,0,0,7.78,0,0,0,0,0.714189665,0.001343666,0.002003998,0.012531425,0.012675212,0.128934445,0.085630014,0.041250883,0.001440692,0,0,0.568705957,0.001069955,0.001595774,0.009978716,0.010093214,0.205339815,0.136373575,0.065695778,0.001147217,0,0,0.096837242,0.096837242,47.59,0.9,4.07,11.89,1.62,9.57,22.08,1.06,0.07,0,1.853658887,0.555692578,0.387303981,0.921480858,0.186838098,0.080051065,0.003478329,0.053445883,0.026368541,0,0,0.146341113,0.040496985,0.298042,0.207727902,0.494230099,4.068318221,0.494230099,0.133158112,0.254145869,0.343807754,0,-0.004332948,0.589275696,0.040496985,1,0,0.073170557,0.848310302,0.047343129,0.848310302,0.473082758,0.133158112,0.254145869,0.074732285,0.049038746,0.074732285,1.497702067,-8.567909778,-8.567909778,0.218605279,0.096837242,0.096837242,0.143872994,37,37,2,1048.15,
38,63.85614989,0.302206105,18.35398408,1.762868943,0.161176589,0.151103052,1.641986501,6.326181122,7.444343709,0,0,4.93,0,0,0,0,0.714467448,0.002520354,0.001527449,0.01649513,0.019684412,0.121014382,0.068618067,0.053129371,0.002543387,0,0,0.574902959,0.002028026,0.001229076,0.013272962,0.015839247,0.194750724,0.110428348,0.085502098,0.00204656,0,0,0.132538344,0.132538344,48.78,0.63,6.42,12.07,0.63,8.42,20.43,0.43,0.66,0,1.878985594,0.483506472,0.388816708,0.843185554,0.291456401,0.03211421,0.032432777,0.02055452,0.018253732,0,0,0.121014406,0.170441995,0.281844366,0.226648049,0.491507585,3.989305967,0.491507585,0,0.388816708,0,0,0.075843695,0.554266221,0.03211421,0,0.138327784,0,0.70485777,0.083732705,0.70485777,0.381690901,-0.053820843,0.44263755,0.122870716,0.122870716,0.122870716,1.508074666,-7.574376444,-7.574376444,0.212093517,0.132538344,0.132538344,0.089222801,38,38,1,1123.15,
39,65.61838524,0.181433323,18.35500454,1.471625844,0.171353694,0.120955549,1.390988812,6.138494103,6.551758895,0,0,6.74,0,0,0,0,0.73114243,0.002009143,0.001617168,0.013712917,0.016606313,0.120519651,0.066306398,0.046565353,0.001520628,0,0,0.592790276,0.001628958,0.001311155,0.011118058,0.013463944,0.19542807,0.107518826,0.075507828,0.001232884,0,0,0.127787594,0.127787594,49.26,0.62,3.89,10.58,0.58,11.48,22.61,0.41,0.02,0,1.877541484,0.65229728,0.337238226,0.923355271,0.17474375,0.030298849,0.000972487,0.018724415,0.017775274,0,0,0.122458516,0.052285234,0.341000797,0.17629769,0.482701512,4.032947035,0.482701512,0.064921583,0.272316643,0.192509562,0,0.040699592,0.659187922,0.030298849,0,0.021986385,0.050236065,0.85113282,0.069201343,0.85113282,0.550643353,0.064921583,0.272316643,0.075748174,0.061165926,0.075748174,1.411835873,-8.1430043,-8.1430043,0.231608954,0.127787594,0.127787594,0.155860779,39,39,1.5,1073.15,
40,64.86024532,0.241303036,18.93223406,1.669012668,0.150814398,0.180977277,1.749447014,5.479589785,6.736376433,0,0,6.59,0,0,0,0,0.724897827,0.003015302,0.001427664,0.015599613,0.020949427,0.124688671,0.059369501,0.048023422,0.002028572,0,0,0.588352127,0.002447323,0.001158742,0.012661185,0.017003279,0.202403269,0.096372678,0.077954938,0.001646459,0,0,0.161978578,0.161978578,44.79,0.98,6.48,16.15,0.6,6.46,22.56,0.4,0.05,0,1.782730668,0.383306105,0.537567734,0.962092668,0.303974109,0.030868235,0.002538828,0.020227446,0.029340008,0,0,0.217269332,0.086704777,0.203565015,0.285489802,0.510945184,4.052645801,0.510945184,0.102752775,0.43481496,0.191143866,0,0.003741116,0.416233597,0.030868235,0,0.055836542,0.080716395,0.825539731,0.047667055,0.825539731,0.33623843,0.102752775,0.43481496,0.271084337,0.219268229,0.271084337,1.519857436,-7.616130285,-7.616130285,0.186419449,0.161978578,0.161978578,0.084664888,40,40,1.5,1098.15,
41,68.96690474,0.080474801,16.92988633,1.22724072,0.120712202,0.181068303,1.096469168,6.528518258,4.86872548,0,0,7.67,0,0,0,0,0.757779348,0.002965876,0.00112341,0.011276849,0.012908376,0.109618282,0.069539857,0.034122894,0.000665107,0,0,0.62457034,0.002444509,0.000925927,0.009294507,0.01063923,0.180697265,0.114631079,0.056248954,0.000548189,0,0,0.208232453,0.208232453,49.52,0.56,3.8,8.26,0.43,12.01,22.8,0.36,0.07,0,1.897328698,0.68598322,0.264665895,0.935987229,0.17159414,0.026743089,0.003421516,0.01395454,0.016139105,0,0,0.102671302,0.068922837,0.36360119,0.140284531,0.496114279,4.01581743,0.496114279,0.028213345,0.23645255,0.106599852,0,0.030433585,0.721587839,0.026743089,0,0.042179748,0.030245777,0.863561703,0.043543706,0.863561703,0.614126678,0.028213345,0.23645255,0.101472816,0.090655829,0.101472816,1.196871998,-8.585865201,-8.585865201,0.243215338,0.208232453,0.208232453,0.141742522,41,41,2,1033.15,
42,67.04922984,0.090607067,17.67844559,1.14768952,0.130876875,0.080539615,1.45978053,6.624383369,5.738447599,0,0,7.67,0,0,0,0,0.741923944,0.001328568,0.00122663,0.010620525,0.017307179,0.115275387,0.071060489,0.040503127,0.000754149,0,0,0.604744341,0.001082919,0.00099983,0.008656821,0.014107132,0.187922599,0.115843218,0.066028431,0.000614709,0,0,0.11118235,0.11118235,45.33,1.31,6.94,11.93,0.53,9.81,22.72,0.61,0.02,0,1.755871493,0.566479975,0.386459019,0.942949582,0.316827882,0.045812499,0.000988315,0.017388736,0.038168736,0,0,0.244128507,0.072699376,0.298793918,0.203840576,0.497365507,4.070946237,0.497365507,0.140904158,0.245554861,0.364603105,0,0.008386079,0.594447603,0.045812499,0,0.026886877,0.108620815,0.80744189,0.072748552,0.80744189,0.471386778,0.140904158,0.245554861,0.085340773,0.054225262,0.085340773,1.749943328,-7.934687108,-7.934687108,0.219567254,0.11118235,0.11118235,0.134226481,42,42,2,1048.15,
43,64.30224369,0.171043365,19.1266727,1.46896066,0.171043365,0.120736493,1.72049502,6.388972734,6.529831975,0,0,6.17,0,0,0,0,0.718801422,0.002012009,0.001619475,0.01373248,0.020606743,0.125993792,0.069235842,0.046560041,0.001438197,0,0,0.57884313,0.001620249,0.001304146,0.01105862,0.016594391,0.202922918,0.111509772,0.07498861,0.001158165,0,0,0.127787594,0.127787594,46.39,0.87,5.15,15.48,0.86,7.15,22.41,0.56,0.03,0,1.829983878,0.420472385,0.510681166,0.9471917,0.23943467,0.042830984,0.001509742,0.028734687,0.02581497,0,0,0.170016122,0.069418547,0.223852556,0.271878221,0.504269223,4.046654181,0.504269223,0.09179862,0.418882546,0.179757208,0,0.007266129,0.451552465,0.042830984,0,0.026587563,0.07171428,0.848889858,0.041131847,0.848889858,0.371850314,0.09179862,0.418882546,0.177948079,0.145960629,0.177948079,1.731526174,-7.664604622,-7.664604622,0.192988759,0.127787594,0.127787594,0.015040679,43,43,2,1073.15,
44,59.65617774,0.301598472,17.92500251,1.749271137,0.050266412,0.311651754,2.633959988,9.168593546,8.203478436,0,0,3.3,0,0,0,0,0.667599153,0.005199223,0.000476457,0.016370935,0.031582221,0.118207899,0.099467274,0.058558095,0.002538744,0,0,0.523101199,0.004073882,0.00037333,0.012827541,0.024746433,0.185244973,0.155876322,0.091767072,0.001989248,0,0,0.241031684,0.241031684,46.91,0.8,5.54,10.28,0.36,11.66,23.3,0.49,0.03,0,1.797768803,0.666155324,0.329471244,0.956747782,0.250227529,0.036409241,0.001466723,0.011685735,0.023061517,0,0,0.202231197,0.047996332,0.341202661,0.168754135,0.490043204,4.072993898,0.490043204,0.144521072,0.184950172,0.43864548,0,0.004601795,0.66907411,0.036409241,0,0.011587091,0.095322053,0.849838638,0.072893965,0.849838638,0.56201491,0.144521072,0.184950172,0.157074979,0.088174749,0.157074979,1.527796549,-7.384886743,-7.384886743,0.233447784,0.241031684,0.241031684,0.076372806,44,44,2,1153.15,
