,SiO2_Cpx,TiO2_Cpx,Al2O3_Cpx,FeOt_Cpx,MnO_Cpx,MgO_Cpx,CaO_Cpx,Na2O_Cpx,K2O_Cpx,Cr2O3_Cpx,Sample_ID_Cpx
298,51.31,0.74,5.53,8.14,0.2,16.2,18.22,0.52,0.0,0.0,298
299,52.07,0.54,5.23,5.84,0.18,16.81,19.92,0.4,0.0,0.0,299
300,52.05,0.97,2.28,8.31,0.25,15.29,20.94,0.28,0.0,0.0,300
301,52.07,0.85,3.85,8.22,0.35,16.71,18.82,0.33,0.0,0.0,301
302,51.49,0.82,3.12,10.79,0.53,16.26,16.68,0.29,0.0,0.0,302
303,50.25,1.06,3.89,14.76,0.57,13.95,14.93,0.47,0.0,0.0,303
304,50.82,0.89,4.1,12.2,0.53,14.86,16.23,0.48,0.0,0.0,304
305,51.76,0.67,4.18,8.41,0.29,15.49,19.23,0.49,0.0,0.0,305
306,52.2,0.83,2.05,10.17,0.49,15.92,18.38,0.25,0.0,0.0,306
307,51.17,1.21,2.7,14.41,0.64,14.29,15.5,0.33,0.0,0.0,307
308,51.17,0.79,3.9,7.01,0.17,14.98,21.55,0.3,0.0,0.0,308
309,50.94,0.47,5.47,5.89,0.16,16.03,21.05,0.28,0.0,0.0,309
310,50.81,0.48,7.01,5.99,0.19,16.16,19.46,0.41,0.0,0.0,310
311,50.56,0.75,5.08,6.96,0.18,14.86,20.85,0.37,0.0,0.0,311
312,50.81,0.45,5.14,5.03,0.0,16.17,21.61,0.27,0.0,0.0,312
313,50.6,0.85,9.84,6.82,0.17,13.6,15.9,1.55,0.01,0.0,313
314,48.9,0.79,9.03,6.15,0.15,14.9,16.0,1.64,0.01,0.0,314
315,50.8,0.7,9.01,6.46,0.15,14.4,17.2,1.51,0.0,0.0,315
316,50.3,1.01,8.76,7.5,0.16,13.9,16.7,1.12,0.01,0.0,316
317,50.9,0.88,7.89,6.28,0.15,14.9,17.5,1.0,0.02,0.0,317
318,49.4,0.84,9.36,6.84,0.15,14.2,16.5,1.43,0.01,0.0,318
319,51.6,0.78,9.68,6.33,0.14,13.6,16.0,1.48,0.01,0.0,319
320,50.0,0.81,10.6,7.76,0.18,13.2,15.5,1.77,0.01,0.0,320
321,50.2,0.91,11.5,7.46,0.2,12.2,15.1,2.04,0.02,0.0,321
322,50.2,0.91,11.5,7.46,0.2,12.2,15.1,2.04,0.02,0.0,322
323,51.3,0.76,7.11,6.4,0.15,15.9,16.9,1.01,0.02,0.0,323
324,50.7,1.02,7.92,7.27,0.2,15.0,16.0,0.96,0.02,0.0,324
325,49.5,1.05,10.8,8.36,0.21,12.5,15.5,1.63,0.01,0.0,325
326,50.8,0.81,9.26,6.81,0.16,13.9,16.2,1.37,0.01,0.0,326
327,52.2,0.73,10.4,5.65,0.12,13.6,16.11,1.73,0.02,0.0,327
328,52.2,0.73,10.4,5.65,0.12,13.6,16.11,1.73,0.02,0.0,328
329,49.25,0.61,12.21,7.57,0.21,14.12,16.09,0.83,0.03,0.0,329
330,47.64,0.52,12.99,5.95,0.22,14.02,16.65,0.84,0.01,0.0,330
331,48.84,0.29,17.13,6.5,0.17,10.07,16.48,1.69,0.01,0.0,331
332,48.84,0.29,17.13,6.5,0.17,10.07,16.48,1.69,0.01,0.0,332
333,48.91,0.37,16.58,7.74,0.17,9.68,15.07,1.81,0.01,0.0,333
334,48.91,0.37,16.58,7.74,0.17,9.68,15.07,1.81,0.01,0.0,334
335,48.7,0.48,12.62,6.36,0.17,12.59,16.19,0.99,0.02,0.0,335
336,50.12,0.56,12.03,7.98,0.13,12.3,17.41,1.34,0.01,0.0,336
337,48.01,1.48,15.22,9.82,0.06,9.37,9.97,2.06,0.07,0.0,337
338,48.01,1.48,15.22,9.82,0.06,9.37,9.97,2.06,0.07,0.0,338
339,47.12,0.35,15.0,6.9,0.19,12.65,16.38,0.93,0.01,0.0,339
340,49.73,0.97,13.51,6.5,0.17,12.49,16.16,1.69,0.01,0.0,340
341,46.97,0.26,16.29,6.09,0.13,12.11,15.47,1.21,0.02,0.0,341
342,53.4,0.55,1.6,9.05,0.0,18.7,16.9,0.1,0.0,0.0,342
343,52.3,0.38,1.77,9.63,0.0,17.8,17.3,0.17,0.0,0.0,343
344,51.9,0.71,3.03,9.74,0.0,17.5,17.3,0.19,0.0,0.0,344
345,53.5,0.5,0.83,17.3,0.0,22.9,5.07,0.05,0.0,0.0,345
346,50.5,0.8,5.7,9.0,0.0,15.6,17.7,0.5,0.0,0.0,346
347,50.9,0.5,5.8,6.7,0.0,16.1,19.2,0.5,0.0,0.0,347
348,52.0,0.1,4.1,4.4,0.0,16.7,22.5,0.3,0.0,0.0,348
349,51.8,0.6,5.3,6.3,0.0,16.7,20.2,0.6,0.1,0.0,349
350,53.0,0.5,5.7,9.9,0.0,28.6,1.6,0.1,0.0,0.0,350
351,50.8,0.4,5.8,6.0,0.0,15.8,19.9,0.6,0.1,0.0,351
352,48.9,0.5,7.0,6.3,0.0,13.4,20.8,0.3,0.0,0.0,352
353,49.8,0.6,5.7,8.0,0.0,13.5,19.6,0.7,0.0,0.0,353
354,50.3,0.8,6.1,8.0,0.0,16.2,18.8,0.8,0.0,0.0,354
355,50.4,0.9,4.8,10.4,0.0,14.8,17.2,0.4,0.0,0.0,355
356,50.044,1.424,4.094,6.047,0.208,15.276,20.219,0.349,0.0,0.28,356
357,50.537,1.338,3.742,6.7,0.192,15.597,19.919,0.291,0.0,0.321,357
358,49.689,1.462,3.99,7.161,0.146,14.814,19.83,0.327,0.0,0.27,358
359,50.846,1.183,3.367,5.607,0.207,15.909,20.261,0.361,0.0,0.279,359
360,50.382,1.531,3.814,6.307,0.212,16.074,19.477,0.28,0.0,0.306,360
361,50.873,1.091,3.331,0.789,0.187,16.358,19.704,0.306,0.0,0.662,361
362,50.215,1.619,3.739,0.677,0.198,15.77,18.781,0.307,0.0,0.332,362
363,51.22,0.95,3.23,0.97,0.175,17.602,18.458,0.32,0.0,0.733,363
364,51.297,0.965,3.476,1.265,0.185,17.568,18.116,0.344,0.0,0.519,364
365,51.386,0.949,3.22,1.407,0.213,17.308,18.373,0.384,0.0,0.539,365
366,51.1,0.52,3.42,6.96,0.15,15.0,22.4,0.25,0.0,0.09,366
367,51.3,0.44,3.65,6.19,0.14,15.1,21.8,0.33,0.0,0.24,367
368,50.8,0.53,3.52,6.62,0.11,14.9,22.6,0.26,0.0,0.24,368
369,50.37,0.27,9.39,6.78,0.2,19.64,11.97,0.49,0.0,0.22,369
370,51.37,0.21,8.89,8.19,0.2,18.16,13.24,0.8,0.0,0.25,370
371,50.78,0.44,9.2,7.54,0.14,18.99,12.89,0.54,0.0,0.15,371
372,51.12,0.3,8.73,8.3,0.2,18.16,13.84,0.84,0.0,0.3,372
373,50.39,0.2,8.55,5.98,0.28,20.89,11.54,0.62,0.0,0.23,373
374,50.3,0.19,9.77,6.34,0.15,19.71,11.89,0.66,0.0,0.2,374
375,50.98,0.34,9.14,7.66,0.12,16.97,12.78,1.31,0.0,0.14,375
376,51.27,0.3,8.94,7.75,0.13,16.71,12.99,1.29,0.0,0.14,376
377,51.78,0.09,9.14,5.39,0.13,21.69,11.14,0.52,0.0,0.14,377
378,51.4,0.28,9.11,6.99,0.07,20.3,10.5,1.3,0.0,0.51,378
379,51.6,0.1,9.17,5.01,0.0,21.9,11.5,0.66,0.0,0.44,379
380,51.8,0.07,8.86,4.64,0.0,22.7,11.0,0.57,0.0,0.61,380
381,51.4,0.24,9.32,5.28,0.03,21.1,11.3,0.95,0.0,0.44,381
382,51.8,0.35,9.88,6.0,0.03,19.0,12.1,1.39,0.0,0.07,382
383,51.5,0.2,9.52,5.65,0.07,20.4,12.4,0.96,0.0,0.07,383
384,51.4,0.3,8.88,6.57,0.03,20.5,11.3,0.89,0.0,0.41,384
385,51.5,0.15,8.55,5.58,0.04,21.5,11.3,0.64,0.0,0.54,385
386,52.0,0.14,9.39,4.89,0.06,20.8,13.3,0.69,0.0,0.09,386
387,51.6,0.13,8.7,4.97,0.0,20.3,13.7,0.77,0.0,0.57,387
388,52.7,0.15,8.05,3.92,0.06,19.8,14.8,0.87,0.0,0.58,388
389,53.1,0.16,5.93,4.56,0.11,23.6,12.2,0.34,0.0,0.83,389
390,51.5,0.47,7.34,5.44,0.14,19.1,15.4,0.61,0.0,0.25,390
391,51.6,0.55,4.79,9.37,0.26,18.8,14.3,0.31,0.0,0.39,391
392,53.1,0.52,3.64,7.11,0.13,20.5,14.9,0.3,0.0,0.17,392
393,51.1,0.72,7.03,7.83,0.17,19.7,13.3,0.59,0.0,0.13,393
394,50.2,0.92,8.55,8.19,0.19,18.9,12.9,0.65,0.0,0.1,394
395,50.5,0.68,8.42,7.66,0.18,19.3,12.6,0.67,0.0,0.1,395
396,52.8,0.65,4.45,6.43,0.17,20.1,15.0,0.37,0.0,0.13,396
397,51.9,0.37,7.2,5.85,0.16,21.5,12.0,0.47,0.0,0.14,397
398,52.9,0.35,7.4,5.2,0.17,23.1,11.6,0.55,0.0,0.12,398
399,50.8,0.98,6.97,7.58,0.19,18.3,14.2,0.59,0.0,0.15,399
400,51.9,0.48,7.25,6.05,0.18,21.5,12.4,0.48,0.0,0.19,400
401,50.2,0.63,10.5,7.9,0.15,18.9,10.3,1.23,0.0,0.06,401
402,50.2,0.85,8.76,7.86,0.18,18.4,13.0,0.75,0.0,0.12,402
403,51.6,0.25,8.87,5.12,0.15,21.8,11.9,0.55,0.0,0.08,403
404,52.5,0.31,7.48,5.94,0.15,23.5,10.4,0.58,0.0,0.09,404
405,51.4,0.33,8.17,5.56,0.17,21.0,13.2,0.47,0.0,0.08,405
406,51.2,0.36,8.44,5.54,0.15,20.3,14.1,0.52,0.0,0.08,406
407,51.3,0.53,9.15,7.15,0.19,20.6,10.8,0.93,0.0,0.08,407
408,51.5,0.49,8.97,6.53,0.18,20.9,11.1,0.74,0.0,0.08,408
409,53.2,0.38,4.71,6.81,0.15,20.5,14.3,0.31,0.0,0.09,409
410,50.97,0.98,1.53,9.88,0.33,11.03,22.57,1.74,0.0,0.0,410
411,48.89,0.57,4.79,11.7,0.62,10.42,20.19,2.2,0.0,0.0,411
412,50.03,0.63,0.9,16.58,0.6,7.86,19.25,3.17,0.0,0.0,412
413,50.61,0.59,8.67,21.89,0.66,16.68,0.35,0.35,0.44,0.0,413
414,49.86,0.53,8.92,17.78,0.54,20.74,0.39,0.54,0.28,0.0,414
415,53.3,0.21,3.2,4.6,0.17,18.2,19.9,0.28,0.0,0.0,415
416,54.0,0.22,3.3,4.2,0.16,18.8,20.7,0.24,0.0,0.0,416
417,53.2,0.19,3.1,4.0,0.16,19.6,19.9,0.25,0.0,0.0,417
418,53.5,0.18,2.9,5.1,0.15,18.5,19.4,0.23,0.0,0.0,418
419,51.75,0.17,6.01,4.04,0.12,20.49,16.13,0.26,0.0,1.03,419
420,51.18,0.24,7.3,3.65,0.13,18.91,17.65,0.3,0.0,0.65,420
421,51.18,0.25,6.89,3.94,0.12,18.42,18.09,0.32,0.0,0.78,421
422,51.9,0.09,5.28,3.94,0.11,20.61,16.54,0.1,0.0,1.43,422
423,50.03,0.06,7.81,9.19,0.25,15.32,17.66,0.24,0.06,0.03,423
424,49.06,0.57,6.13,9.58,0.03,16.36,17.88,0.58,0.05,0.17,424
425,50.08,0.35,7.58,6.7,0.26,15.66,18.55,0.92,0.03,0.31,425
426,50.95,0.86,4.81,6.83,0.19,14.73,20.63,0.32,0.03,0.21,426
427,51.07,0.58,6.37,7.21,0.23,15.01,18.66,0.65,0.03,0.41,427
428,48.87,0.69,6.68,9.42,0.24,15.46,17.94,0.62,0.05,0.13,428
429,47.38,0.91,7.89,11.69,0.24,14.76,15.99,0.89,0.04,0.0,429
430,49.66,0.05,6.22,8.96,0.24,17.07,17.01,0.2,0.05,0.32,430
431,49.06,0.62,7.9,8.31,0.3,14.99,17.92,0.82,0.04,0.27,431
432,51.1,0.8,4.81,11.9,0.18,19.0,10.2,0.5,0.0,0.52,432
433,51.1,0.8,4.81,11.9,0.18,19.0,10.2,0.5,0.0,0.52,433
434,51.1,0.74,4.8,11.9,0.17,19.3,9.98,0.46,0.0,0.54,434
435,51.1,0.74,4.8,11.9,0.17,19.3,9.98,0.46,0.0,0.54,435
436,52.0,0.73,4.09,14.8,0.26,20.9,6.74,0.34,0.0,0.53,436
437,52.0,0.73,4.09,14.8,0.26,20.9,6.74,0.34,0.0,0.53,437
438,51.6,0.58,4.13,14.1,0.22,21.6,5.95,0.29,0.0,0.56,438
439,51.6,0.58,4.13,14.1,0.22,21.6,5.95,0.29,0.0,0.56,439
440,53.3,0.33,9.1,5.53,0.1,22.9,6.61,1.93,0.0,0.57,440
441,53.8,0.33,8.27,5.55,0.11,22.5,6.94,2.04,0.0,0.54,441
442,54.7,0.32,8.06,5.61,0.1,23.7,6.63,1.85,0.0,0.51,442
443,52.4,0.31,8.4,5.79,0.08,23.1,6.47,1.58,0.0,0.8,443
444,53.6,0.26,7.06,6.69,0.16,24.0,5.1,1.69,0.0,0.75,444
445,52.5,0.4,8.95,5.38,0.11,19.1,9.31,2.44,0.0,0.63,445
446,54.0,0.29,6.88,7.44,0.16,24.4,5.35,1.22,0.0,0.61,446
447,52.8,0.36,7.93,6.77,0.1,23.1,6.68,1.29,0.0,0.55,447
448,51.8,0.28,8.06,6.32,0.07,24.0,5.66,1.17,0.0,0.75,448
449,53.8,0.16,5.86,6.65,0.09,29.8,1.94,0.43,0.0,0.62,449
450,53.5,0.51,8.2,7.98,0.17,19.1,8.77,2.15,0.0,0.56,450
451,55.2,0.09,0.5,13.86,0.51,27.57,2.15,0.03,0.0,0.4,451
452,53.66,0.13,0.85,7.76,0.31,17.85,18.79,0.2,0.0,0.75,452
453,47.5,0.9,10.6,9.0,0.0,18.2,12.2,0.7,0.0,0.3,453
454,47.0,2.69,8.77,7.27,0.16,13.5,19.3,0.7,0.05,0.0,454
455,47.9,2.82,7.46,9.14,0.18,11.6,19.5,1.02,0.0,0.0,455
456,47.1,3.01,8.64,7.69,0.15,12.7,18.7,0.74,0.01,0.0,456
457,49.4,2.57,4.5,9.67,0.0,13.0,21.0,0.57,0.07,0.0,457
458,49.1,1.8,3.94,8.13,0.0,13.9,21.0,0.39,0.0,0.0,458
459,44.5,3.66,9.34,8.65,0.15,11.5,20.1,0.55,0.14,0.0,459
460,47.7,2.42,7.98,6.38,0.12,13.8,19.8,0.7,0.0,0.0,460
461,49.19,0.83,6.16,18.26,0.96,13.39,10.83,0.44,0.1,0.0,461
462,52.41,0.36,2.15,14.0,0.68,15.84,14.05,0.17,0.04,0.0,462
463,50.44,0.51,2.52,13.78,0.51,12.94,17.79,0.2,0.01,0.0,463
464,43.36,1.44,9.41,12.65,0.25,8.3,22.87,0.32,0.19,0.0,464
465,42.84,1.5,10.75,13.25,0.26,6.89,22.24,0.49,0.51,0.0,465
466,43.48,1.32,9.18,11.36,0.2,9.9,23.44,0.3,0.15,0.0,466
467,41.7,1.64,9.73,14.28,0.52,6.19,22.08,0.45,0.23,0.0,467
468,47.57,1.04,6.63,11.37,0.28,9.08,23.02,0.5,0.18,0.0,468
469,41.96,2.29,8.72,16.63,0.73,4.84,21.68,0.82,0.3,0.0,469
470,44.18,1.54,7.74,12.0,0.41,8.79,22.47,0.47,0.17,0.0,470
471,42.08,1.62,10.43,13.46,0.43,6.96,23.64,0.49,0.14,0.0,471
472,44.31,1.56,8.97,11.19,0.4,7.68,21.91,0.57,0.47,0.0,472
473,51.52,0.43,2.76,7.56,0.26,14.61,22.34,0.45,0.1,0.0,473
474,49.83,0.39,2.86,8.39,0.32,13.77,21.81,0.42,0.12,0.0,474
475,49.05,0.66,4.52,11.11,0.31,11.76,20.62,0.45,0.14,0.0,475
476,49.4,0.65,4.89,11.54,0.32,11.42,21.26,0.42,0.15,0.0,476
477,48.69,0.55,4.47,11.51,0.34,11.44,20.38,0.47,0.18,0.0,477
478,51.15,0.42,2.59,7.53,0.21,14.35,21.57,0.43,0.13,0.0,478
479,52.8,0.23,1.12,14.6,0.58,16.4,14.1,0.13,0.0,0.0,479
480,49.57,0.34,9.44,3.42,0.0,18.21,16.57,0.85,0.0,0.83,480
481,50.47,0.39,8.27,3.13,0.0,20.02,15.33,0.89,0.0,0.57,481
482,51.44,0.37,7.85,3.23,0.0,19.23,16.29,0.82,0.0,0.67,482
483,53.13,0.14,3.61,3.46,0.0,18.68,20.78,0.19,0.0,0.0,483
484,51.75,0.21,6.52,4.14,0.0,18.13,18.88,0.36,0.0,0.0,484
485,53.37,0.14,3.81,3.3,0.0,19.2,19.95,0.22,0.0,0.0,485
486,54.72,0.09,1.92,2.9,0.0,20.28,20.28,0.15,0.0,0.0,486
487,54.08,0.13,3.27,2.9,0.0,19.9,19.54,0.19,0.0,0.0,487
488,53.43,0.14,4.05,3.52,0.0,19.04,19.54,0.27,0.0,0.0,488
489,49.72,0.49,8.87,2.86,0.0,14.27,22.59,0.65,0.0,0.65,489
490,51.55,0.44,6.09,2.51,0.0,15.27,23.46,0.3,0.0,0.35,490
491,50.96,0.42,6.05,2.97,0.0,15.69,23.09,0.28,0.0,0.5,491
492,50.88,0.32,5.41,2.86,0.0,16.7,23.06,0.27,0.0,0.48,492
493,51.56,0.41,4.96,2.68,0.0,16.21,23.26,0.16,0.0,0.75,493
494,50.9,0.44,2.12,13.8,0.31,12.1,19.9,0.49,0.0,0.0,494
495,51.1,0.42,2.09,12.4,0.29,13.4,19.9,0.56,0.0,0.0,495
496,52.2,0.51,2.43,11.8,0.24,12.9,19.7,0.36,0.0,0.0,496
497,51.9,0.46,1.89,10.8,0.41,14.6,19.4,0.48,0.0,0.0,497
498,51.6,0.66,2.57,11.3,0.29,14.4,19.1,0.4,0.0,0.0,498
499,52.3,0.57,2.03,10.4,0.0,14.0,20.6,0.4,0.0,0.0,499
500,51.6,0.39,2.11,10.1,0.0,14.3,20.4,0.48,0.0,0.0,500
501,51.1,0.29,7.44,6.38,0.0,13.4,20.1,1.24,0.0,0.0,501
502,51.4,0.36,7.2,4.42,0.0,15.0,20.2,1.41,0.0,0.0,502
503,52.1,0.26,7.16,4.12,0.0,15.6,20.5,0.98,0.0,0.0,503
504,52.0,0.25,7.05,4.48,0.0,15.3,21.0,0.9,0.0,0.0,504
505,50.9,0.33,7.41,6.58,0.0,13.5,20.3,1.24,0.0,0.0,505
506,52.0,0.72,2.57,9.69,0.0,14.9,20.8,0.33,0.0,0.0,506
507,52.4,0.36,2.31,9.77,0.0,14.7,20.4,0.41,0.0,0.0,507
508,51.4,0.38,6.7,6.05,0.0,15.2,20.8,0.58,0.0,0.0,508
509,51.0,0.54,6.69,7.28,0.0,13.2,20.7,1.05,0.0,0.0,509
510,51.2,0.38,6.25,6.01,0.0,15.2,20.9,0.61,0.0,0.0,510
511,51.2,0.67,7.18,5.09,0.0,14.2,20.5,1.16,0.0,0.0,511
512,51.5,0.4,7.21,5.55,0.0,14.8,20.4,1.01,0.0,0.0,512
513,51.6,0.35,7.2,4.2,0.0,15.9,20.3,0.87,0.0,0.0,513
514,51.7,0.61,2.87,10.4,0.0,13.4,20.3,0.72,0.0,0.0,514
515,50.8,0.5,6.21,7.67,0.0,14.0,20.6,0.6,0.0,0.0,515
516,50.1,0.72,7.22,8.61,0.0,11.9,20.2,1.24,0.0,0.0,516
517,50.5,0.68,7.01,7.86,0.0,12.1,20.7,1.4,0.0,0.0,517
518,51.1,0.51,7.01,5.93,0.0,14.6,20.3,1.21,0.0,0.0,518
519,52.92,0.22,0.33,18.73,0.76,21.19,4.88,0.03,0.0,0.0,519
520,49.37,0.87,1.04,21.99,0.52,9.9,14.95,0.14,0.0,0.0,520
521,51.7,1.08,2.7,6.18,0.0,16.6,19.9,0.8,0.0,0.0,521
522,48.9,1.05,3.9,12.0,0.0,15.1,17.7,0.4,0.13,0.0,522
523,50.6,0.89,5.11,7.52,0.0,15.1,21.42,0.3,0.02,0.0,523
524,50.5,0.71,4.2,6.08,0.0,15.4,22.0,0.3,0.0,0.0,524
525,51.45,0.32,4.2,5.53,0.16,16.37,21.51,0.27,0.02,0.0,525
526,51.88,0.38,3.98,5.14,0.15,16.36,21.8,0.24,0.01,0.0,526
527,46.77,0.91,10.03,8.1,0.2,13.65,20.08,0.34,0.0,0.0,527
528,50.68,0.46,5.33,7.96,0.25,16.05,19.15,0.28,0.0,0.0,528
529,49.04,0.63,7.19,7.05,0.18,14.95,20.61,0.33,0.03,0.0,529
530,54.6,0.08,0.93,6.0,0.13,21.1,16.9,0.07,0.0,0.75,530
531,54.2,0.13,1.3,6.2,0.15,21.1,16.7,0.02,0.0,0.72,531
532,52.2,0.34,3.1,6.3,0.15,16.1,21.1,0.07,0.0,0.42,532
533,55.58,0.07,1.35,6.84,0.18,25.49,9.89,0.17,0.0,0.59,533
534,54.81,0.04,0.74,4.51,0.12,20.5,18.3,0.18,0.0,0.91,534
535,51.52,0.18,5.68,4.36,0.07,17.36,19.62,0.35,0.0,0.37,535
536,50.78,0.13,9.83,5.88,0.11,20.9,11.68,0.52,0.0,0.5,536
537,50.99,0.21,8.9,5.89,0.11,20.51,12.46,0.6,0.0,0.24,537
538,51.38,0.59,4.41,8.72,0.41,14.92,18.89,0.38,0.0,0.0,538
539,48.8,1.01,9.63,9.5,0.25,12.38,17.56,0.89,0.0,0.0,539
540,52.38,0.71,2.45,10.82,0.38,15.76,17.07,0.24,0.0,0.0,540
541,53.21,0.48,4.74,11.72,0.23,12.84,15.4,1.11,0.1,0.0,541
542,55.88,0.23,21.01,3.58,0.0,2.88,7.94,8.45,0.19,0.0,542
543,53.63,0.61,19.6,4.93,0.22,3.05,10.5,7.65,0.09,0.0,543
544,53.64,0.76,18.65,3.12,0.11,4.49,10.96,7.21,0.06,0.0,544
545,57.07,0.09,25.13,1.32,0.09,0.3,6.07,9.53,0.06,0.0,545
546,51.61,1.11,17.06,4.71,0.15,6.43,13.51,5.22,0.05,0.0,546
547,52.15,1.16,18.42,3.96,0.13,4.91,12.97,5.91,0.12,0.0,547
548,54.49,0.48,19.92,4.19,0.0,4.13,8.84,8.16,0.05,0.0,548
549,52.51,1.31,19.1,3.62,0.15,4.15,12.1,6.98,0.03,0.0,549
550,53.06,0.66,8.67,7.22,0.2,10.94,15.87,3.39,0.05,0.0,550
551,54.72,0.71,14.56,5.98,0.12,6.21,10.46,6.44,0.09,0.0,551
552,54.72,0.71,14.56,5.98,0.12,6.21,10.46,6.44,0.09,0.0,552
553,53.98,0.71,9.99,5.92,0.11,11.21,15.01,3.68,0.1,0.0,553
554,55.7,0.37,17.68,4.89,0.13,4.07,8.85,7.76,0.11,0.0,554
555,55.7,0.37,17.68,4.89,0.13,4.07,8.85,7.76,0.11,0.0,555
556,55.65,0.4,19.21,4.13,0.05,3.62,9.03,7.64,0.16,0.0,556
557,55.65,0.4,19.21,4.13,0.05,3.62,9.03,7.64,0.16,0.0,557
558,52.87,0.7,9.45,6.06,0.18,11.53,15.65,3.43,0.11,0.0,558
559,52.81,0.75,11.06,6.0,0.15,9.56,14.38,4.06,0.42,0.0,559
560,52.22,0.9,10.72,3.89,0.19,11.38,18.04,3.0,0.08,0.0,560
561,52.3,0.43,3.15,9.1,0.65,14.5,19.0,0.42,0.0,0.0,561
562,51.5,0.41,2.7,7.9,0.82,15.2,20.1,0.42,0.0,0.0,562
563,50.1,0.53,3.85,10.2,0.58,14.0,19.4,0.39,0.0,0.0,563
564,52.1,0.35,2.33,6.6,0.51,15.9,20.8,0.51,0.0,0.0,564
565,48.9,0.63,3.3,11.2,0.46,14.4,17.5,0.54,0.0,0.0,565
566,50.1,0.61,4.28,13.2,0.5,12.4,17.3,0.53,0.0,0.0,566
567,49.6,0.8,4.5,12.3,0.46,13.3,17.4,0.53,0.0,0.0,567
568,51.8,0.5,2.4,12.5,0.57,14.2,17.3,0.27,0.0,0.0,568
569,50.3,0.86,6.75,10.1,0.29,12.4,17.0,1.44,0.0,0.0,569
570,51.7,0.67,6.72,8.1,0.09,13.1,17.8,1.52,0.0,0.0,570
571,51.5,0.54,2.88,13.0,0.55,14.0,16.9,0.4,0.0,0.0,571
572,50.9,0.82,4.29,11.9,0.4,13.4,16.9,0.43,0.0,0.0,572
573,51.3,0.65,6.55,9.7,0.28,12.0,18.6,1.37,0.0,0.0,573
574,51.3,0.83,5.74,11.2,0.6,12.8,17.5,0.64,0.0,0.0,574
575,51.7,0.5,4.76,9.9,0.27,13.5,17.8,1.26,0.0,0.0,575
576,50.9,0.73,7.78,12.0,0.44,12.2,15.5,1.33,0.0,0.0,576
577,49.9,0.85,8.97,9.3,0.44,11.1,17.5,1.2,0.0,0.0,577
578,50.2,0.87,6.01,10.7,0.41,11.5,18.9,0.99,0.0,0.0,578
579,50.1,0.85,6.49,12.8,0.57,11.7,16.3,0.82,0.0,0.0,579
580,49.8,0.74,4.86,13.0,0.56,13.1,16.9,0.49,0.0,0.0,580
581,51.8,0.76,6.56,12.2,0.4,12.0,15.8,1.25,0.0,0.0,581
582,49.0,0.78,5.92,10.0,0.39,14.5,19.1,0.39,0.04,0.0,582
583,49.0,0.73,5.05,11.2,0.41,15.2,16.8,0.28,0.02,0.0,583
584,48.7,0.69,6.09,8.18,0.26,14.0,20.5,0.42,0.08,0.0,584
585,49.8,0.8,5.72,10.9,0.22,14.3,17.5,0.43,0.06,0.0,585
586,43.6,0.96,9.23,9.67,0.04,11.4,23.6,0.33,0.03,0.0,586
587,49.1,0.85,5.45,8.8,0.4,15.0,19.7,0.41,0.0,0.0,587
588,47.3,0.63,6.79,7.91,0.38,14.3,21.1,0.44,0.05,0.0,588
589,49.8,0.71,6.32,7.35,0.37,15.0,20.4,0.47,0.07,0.0,589
590,50.1,0.57,4.17,6.63,0.21,14.5,22.1,0.2,0.03,0.0,590
591,49.4,0.76,5.78,9.47,0.43,13.54,19.36,0.44,0.08,0.0,591
592,49.4,0.87,4.6,13.5,0.38,14.1,16.8,0.32,0.08,0.0,592
593,48.35,0.53,7.97,6.39,0.22,15.75,18.75,0.68,0.01,0.27,593
594,49.08,0.38,8.46,5.83,0.23,15.88,17.98,0.94,0.06,0.43,594
595,48.74,0.49,8.96,6.74,0.19,15.59,17.87,0.8,0.0,0.31,595
596,48.78,0.62,8.68,7.37,0.13,15.8,17.54,0.8,0.02,0.13,596
597,50.09,0.4,8.15,5.82,0.21,18.31,16.42,0.68,0.0,0.38,597
598,49.61,0.41,8.52,5.87,0.17,17.27,15.94,0.82,0.02,0.2,598
599,48.79,0.44,9.3,6.81,0.14,16.64,16.8,0.94,0.05,0.16,599
600,48.29,0.58,11.01,7.28,0.1,15.6,15.12,1.18,0.02,0.11,600
601,49.04,0.4,7.96,5.74,0.06,17.35,16.99,0.59,0.01,0.33,601
602,48.61,0.37,9.96,5.4,0.12,15.81,17.99,0.97,0.03,0.25,602
603,47.55,0.55,8.3,6.85,0.12,16.56,17.36,0.55,0.06,0.26,603
604,51.87,0.14,5.08,2.82,0.06,17.96,19.4,0.38,0.0,2.08,604
605,51.79,0.25,6.44,4.01,0.1,20.07,15.98,0.33,0.0,1.01,605
606,53.45,0.0,4.46,4.17,0.14,22.95,13.11,0.25,0.0,1.73,606
607,52.14,0.32,6.92,3.69,0.1,18.99,16.61,0.59,0.0,1.13,607
608,48.02,0.61,7.41,8.31,0.3,11.57,20.61,1.1,0.1,0.0,608
609,49.55,0.31,5.03,5.93,0.34,13.79,22.7,0.88,0.02,0.0,609
610,48.41,0.73,7.06,8.01,0.33,12.44,21.88,0.99,0.02,0.0,610
611,49.89,0.91,8.72,8.11,0.27,11.5,22.08,0.98,0.01,0.0,611
612,51.71,0.49,6.55,7.21,0.42,13.89,18.72,1.21,0.13,0.0,612
