,SiO2_Cpx,TiO2_Cpx,Al2O3_Cpx,FeOt_Cpx,MnO_Cpx,MgO_Cpx,CaO_Cpx,Na2O_Cpx,K2O_Cpx,Cr2O3_Cpx,Sample_ID_Cpx
613,49.09,0.6,7.65,7.9,0.35,13.06,20.33,1.11,0.06,0.0,613
614,48.72,0.61,6.88,7.38,0.21,12.96,22.0,0.94,0.04,0.0,614
615,48.83,0.62,7.63,9.48,0.31,13.35,18.79,1.06,0.02,0.0,615
616,49.92,0.48,6.01,8.28,0.29,13.54,20.23,1.01,0.04,0.0,616
617,52.11,0.35,5.03,6.78,0.59,14.26,18.14,0.89,0.2,0.0,617
618,52.53,0.12,3.19,6.57,0.0,16.03,17.44,0.68,0.16,0.0,618
619,50.64,1.33,5.86,10.77,0.19,17.63,13.52,0.54,0.02,0.23,619
620,51.49,0.75,7.16,9.54,0.17,18.52,11.41,1.07,0.01,0.27,620
621,50.82,0.77,5.77,10.23,0.2,20.91,10.06,0.9,0.04,0.23,621
622,52.5,0.77,8.15,9.01,0.17,15.81,12.36,1.76,0.02,0.19,622
623,50.12,0.61,11.17,6.19,0.13,13.06,17.13,1.57,0.01,0.17,623
624,50.17,0.88,9.08,7.78,0.14,15.44,15.86,0.63,0.0,0.08,624
625,49.94,0.91,7.96,6.9,0.17,16.8,16.93,0.51,0.02,0.16,625
626,49.66,2.66,4.42,5.58,0.1,13.53,23.59,0.36,0.05,0.03,626
627,49.46,2.3,4.29,5.57,0.16,13.9,23.56,0.39,0.01,0.0,627
628,48.91,2.24,6.13,6.24,0.11,12.51,22.93,0.55,0.04,0.01,628
629,47.02,2.9,8.65,6.85,0.11,11.62,22.07,0.86,0.64,0.0,629
630,48.11,1.39,10.3,7.23,0.19,13.66,17.15,1.34,0.0,0.14,630
631,51.01,0.95,5.43,6.59,0.21,17.68,17.78,0.72,0.0,0.21,631
632,49.25,1.37,10.78,6.95,0.07,12.89,17.12,1.5,0.01,0.07,632
633,48.99,1.63,8.63,10.58,0.24,13.16,16.06,0.87,0.0,0.0,633
634,48.81,1.66,10.5,7.2,0.18,12.41,18.22,1.72,0.02,0.12,634
635,50.98,0.96,10.5,5.9,0.11,12.23,17.8,1.82,0.03,0.1,635
636,45.1,2.3,13.8,10.1,0.22,6.3,18.2,3.1,0.0,0.31,636
637,50.2,1.1,9.2,8.8,0.19,10.9,16.8,2.0,0.0,0.0,637
638,50.6,0.8,9.5,8.08,0.19,11.0,17.1,2.1,0.0,0.01,638
639,50.6,0.8,9.5,8.08,0.19,11.0,17.1,2.1,0.0,0.01,639
640,50.3,0.8,6.3,9.8,0.28,14.6,15.7,1.1,0.0,0.33,640
641,53.2,0.59,1.8,6.7,0.22,16.5,19.9,0.6,0.01,0.0,641
642,52.2,0.7,7.2,8.3,0.22,12.1,16.2,2.3,0.0,0.29,642
643,53.5,0.21,5.2,4.9,0.06,15.2,18.3,1.69,0.0,0.0,643
644,50.9,0.43,3.5,9.0,0.38,14.2,19.2,1.3,0.0,0.03,644
645,50.45,0.58,3.5,10.7,0.33,13.8,19.2,0.4,0.0,0.03,645
646,49.9,0.74,10.0,9.6,0.22,10.5,16.3,2.0,0.0,0.0,646
647,50.2,0.7,4.6,9.9,0.35,14.7,18.8,0.31,0.0,0.0,647
648,53.2,0.11,6.43,7.6,0.31,14.5,15.8,0.994,0.0,0.34,648
649,50.7,0.7,6.7,6.1,0.12,17.3,17.1,0.49,0.0,0.0,649
650,49.9,0.29,6.52,11.76,0.04,14.0,15.78,0.97,0.0,0.0,650
651,51.0,1.05,4.05,8.63,0.34,13.78,19.1,0.59,0.0,0.56,651
652,52.3,0.334,7.4,8.7,0.23,14.9,13.6,1.7,0.0,0.02,652
653,51.0,0.68,10.8,8.1,0.16,10.8,15.1,2.6,0.0,0.0,653
654,50.2,1.18,9.2,10.7,0.34,11.4,15.3,1.37,0.0,0.0,654
655,50.2,0.89,6.7,13.2,0.39,13.3,14.2,0.69,0.0,0.0,655
656,47.5,1.8,5.7,13.3,0.34,8.1,22.0,0.9,0.0,0.0,656
657,50.6,0.44,7.3,5.3,0.16,15.4,19.1,0.89,0.0,0.0,657
658,51.2,0.7,8.22,4.34,0.0,18.7,14.9,1.15,0.0,0.78,658
659,50.6,0.71,9.55,3.69,0.0,18.6,15.0,1.02,0.0,0.82,659
660,51.8,0.38,7.22,3.25,0.0,20.8,14.5,0.68,0.0,1.4,660
661,49.4,1.02,12.5,3.89,0.0,16.2,15.4,1.42,0.0,0.2,661
662,50.2,0.86,10.5,4.36,0.0,18.9,13.6,1.32,0.0,0.2,662
663,51.3,0.44,8.74,3.12,0.0,20.7,14.4,0.5,0.0,0.79,663
664,51.3,0.62,8.43,3.13,0.0,20.0,15.1,0.62,0.0,0.79,664
665,50.6,0.47,9.3,3.74,0.0,19.8,14.8,0.85,0.0,0.41,665
666,50.8,0.68,9.16,3.36,0.0,19.3,15.7,0.71,0.0,0.37,666
667,50.9,0.51,9.08,3.53,0.0,18.9,15.7,1.04,0.0,0.28,667
668,47.92,2.1,5.4,8.68,0.25,11.3,22.6,0.61,0.0,0.0,668
669,50.04,0.79,4.45,6.72,0.13,13.96,23.12,0.38,0.0,0.1,669
670,47.8,1.83,6.84,7.89,0.16,12.28,22.19,0.36,0.0,0.3,670
671,45.54,2.16,8.64,8.07,0.16,11.68,22.24,0.36,0.0,0.33,671
672,48.43,2.7,4.25,9.93,0.22,11.72,21.14,0.84,0.0,0.05,672
673,50.1,1.03,4.04,10.94,0.25,14.09,19.3,0.3,0.0,0.28,673
674,46.84,2.05,5.19,8.2,0.09,13.87,21.73,0.38,0.0,0.46,674
675,43.5,4.14,9.38,9.08,0.06,11.14,21.83,0.39,0.0,0.0,675
676,49.37,1.61,5.58,7.46,0.13,14.05,22.14,0.45,0.0,0.06,676
677,51.14,0.96,2.42,15.0,0.27,13.69,15.69,0.42,0.0,0.0,677
678,52.53,0.16,1.54,14.93,0.78,9.07,18.54,2.6,0.27,0.0,678
679,53.28,0.13,0.87,10.31,0.43,13.57,20.03,0.31,0.12,0.0,679
680,52.03,1.35,1.12,28.44,0.07,0.06,0.22,12.04,0.22,0.0,680
681,55.86,0.04,1.33,5.14,0.0,29.41,6.74,0.14,0.0,1.6,681
682,51.77,0.09,5.81,3.34,0.1,19.53,17.22,0.22,0.0,1.12,682
683,52.94,0.0,3.88,3.58,0.13,21.54,15.46,0.17,0.0,1.76,683
684,51.95,0.06,4.66,3.54,0.1,20.69,16.69,0.22,0.0,1.51,684
685,53.59,0.0,4.24,3.14,0.1,20.04,17.79,0.3,0.0,1.56,685
686,53.74,0.0,4.07,3.13,0.1,20.25,17.59,0.25,0.0,1.93,686
687,54.04,0.0,3.19,2.72,0.08,20.46,18.68,0.21,0.0,2.04,687
688,52.6,0.07,4.33,3.22,0.09,19.44,18.55,0.36,0.0,1.28,688
689,53.7,0.0,2.74,2.62,0.08,20.04,19.26,0.18,0.0,1.91,689
690,52.43,0.07,4.02,3.17,0.1,19.7,18.49,0.28,0.0,1.66,690
691,53.0,0.0,4.38,2.81,0.08,19.72,18.09,0.35,0.0,1.43,691
692,54.95,0.0,2.21,2.05,0.06,19.97,18.87,0.18,0.0,1.94,692
693,52.98,0.14,5.04,3.48,0.11,19.61,17.76,0.23,0.0,1.36,693
694,53.25,0.1,4.93,3.56,0.1,20.96,16.33,0.27,0.0,1.59,694
695,53.23,0.06,4.49,3.74,0.12,22.18,14.61,0.21,0.0,1.72,695
696,56.87,0.0,1.81,4.35,0.12,30.17,6.44,0.07,0.0,1.66,696
697,53.63,0.0,3.93,3.7,0.12,22.5,14.07,0.16,0.0,1.77,697
698,54.68,0.0,2.65,4.39,0.12,26.41,9.15,0.09,0.0,1.76,698
699,49.12,1.72,7.63,9.34,0.19,12.69,18.4,0.68,0.0,0.0,699
700,50.07,1.26,3.08,10.33,0.25,16.24,18.16,0.28,0.0,0.0,700
701,50.88,1.86,3.59,12.13,0.24,14.84,16.61,0.32,0.0,0.0,701
702,51.8,1.55,3.62,8.89,0.19,15.21,18.8,0.36,0.0,0.0,702
703,47.34,2.12,7.03,13.46,0.27,12.65,15.39,0.56,0.0,0.0,703
704,49.44,2.12,3.52,12.81,0.28,13.63,16.91,0.32,0.0,0.0,704
705,48.3,1.59,9.35,11.27,0.22,11.1,17.41,1.22,0.0,0.0,705
706,48.32,1.74,8.52,13.42,0.24,11.31,15.76,1.04,0.0,0.0,706
707,47.1,2.15,5.2,10.79,0.24,14.16,18.89,0.36,0.0,0.0,707
708,47.9,1.93,8.07,16.06,0.27,10.47,14.88,0.96,0.0,0.0,708
709,47.37,2.03,8.38,10.18,0.21,11.73,18.54,0.66,0.0,0.0,709
710,47.1,2.27,7.17,13.18,0.25,11.58,16.71,0.5,0.0,0.0,710
711,49.13,1.95,5.16,11.94,0.22,11.99,18.19,0.44,0.0,0.0,711
712,46.68,2.47,9.1,11.32,0.21,10.92,18.08,0.72,0.0,0.0,712
713,47.48,2.1,7.51,12.98,0.25,12.48,15.77,0.61,0.0,0.0,713
714,47.5,2.27,4.88,12.73,0.31,13.19,18.09,0.38,0.0,0.0,714
715,51.1,0.63,4.41,5.66,0.13,15.6,22.6,0.23,0.0,0.27,715
716,50.5,0.93,4.5,6.11,0.13,15.0,22.8,0.27,0.0,0.23,716
717,51.4,0.63,3.56,5.43,0.06,15.7,22.6,0.19,0.0,0.34,717
718,51.4,0.63,3.67,5.27,0.1,15.7,22.7,0.21,0.0,0.28,718
719,47.3,1.75,7.85,6.51,0.14,13.1,22.5,0.25,0.0,0.22,719
720,51.0,0.56,4.14,7.33,0.2,14.4,22.4,0.31,0.0,0.09,720
721,49.3,0.99,5.54,7.14,0.25,14.4,22.3,0.24,0.0,0.09,721
722,49.4,1.08,5.82,6.35,0.13,14.4,23.0,0.34,0.0,0.08,722
723,53.55,0.43,12.06,2.15,0.0,10.12,15.99,4.34,0.0,0.0,723
724,54.78,0.03,8.57,2.12,0.0,11.83,17.45,4.84,0.0,0.0,724
725,52.63,0.5,13.24,2.54,0.0,9.29,16.73,3.84,0.0,0.0,725
726,48.62,0.66,19.01,2.94,0.0,6.83,18.32,2.85,0.0,0.0,726
727,50.89,0.77,14.52,2.12,0.0,9.51,17.96,2.99,0.0,0.0,727
728,52.43,0.68,13.53,2.34,0.0,9.51,17.23,3.41,0.0,0.0,728
729,50.97,0.78,12.11,3.22,0.0,11.39,19.31,2.5,0.0,0.0,729
730,51.69,0.92,10.06,2.96,0.0,11.08,20.48,2.53,0.0,0.0,730
731,52.37,0.43,5.3,3.38,0.0,15.23,21.29,1.43,0.0,0.0,731
732,52.39,0.46,6.42,3.85,0.0,15.12,20.05,1.33,0.0,0.0,732
733,50.62,0.7,11.5,3.03,0.0,10.87,19.04,3.89,0.0,0.0,733
734,52.31,0.14,5.85,5.01,0.0,14.56,20.37,1.24,0.0,0.0,734
735,51.51,0.74,7.45,2.63,0.0,13.99,22.19,1.49,0.0,0.0,735
736,55.42,0.06,8.84,2.17,0.0,11.94,17.91,4.3,0.0,0.0,736
737,52.45,0.91,8.86,3.6,0.0,11.2,19.88,2.96,0.0,0.0,737
738,47.33,1.4,8.64,12.18,0.24,12.06,16.62,0.77,0.03,0.05,738
739,49.32,1.13,5.35,9.71,0.28,14.15,18.45,0.49,0.01,0.09,739
740,47.97,0.61,7.47,8.01,0.18,14.01,20.4,0.47,0.02,0.09,740
741,48.54,0.65,9.05,6.39,0.19,14.6,19.82,0.53,0.01,0.19,741
742,50.64,0.6,8.26,5.22,0.12,13.46,19.13,1.14,0.01,0.16,742
743,49.46,0.68,5.48,8.85,0.16,13.71,21.14,0.56,0.02,0.0,743
744,47.83,1.01,9.16,7.61,0.17,13.59,18.76,0.61,0.02,0.08,744
745,48.14,1.37,9.06,8.37,0.13,11.45,20.25,0.97,0.01,0.05,745
746,53.47,0.11,1.15,19.4,0.73,22.55,2.53,0.03,0.0,0.73,746
747,53.96,0.24,2.04,6.79,0.29,18.05,19.38,0.21,0.0,0.0,747
748,52.3,0.6,4.7,10.3,0.3,20.1,11.2,0.5,0.0,0.0,748
749,51.5,0.7,6.6,10.8,0.2,15.4,13.6,1.1,0.1,0.0,749
750,49.7,1.0,11.6,8.6,0.2,13.8,14.5,1.1,0.0,0.0,750
751,48.5,1.1,12.6,8.4,0.2,12.2,15.2,1.4,0.0,0.0,751
752,49.7,1.0,12.5,6.8,0.2,13.6,16.1,1.2,0.0,0.0,752
753,49.4,1.2,13.0,12.2,0.1,11.8,12.5,1.8,0.0,0.0,753
754,48.9,0.8,12.3,8.5,0.1,13.1,15.4,1.2,0.0,0.0,754
755,48.8,0.8,12.2,7.7,0.3,13.6,15.1,1.1,0.0,0.0,755
756,52.0,1.0,12.6,6.7,0.1,10.0,15.2,2.9,0.0,0.0,756
757,52.0,1.0,12.6,6.7,0.1,10.0,15.2,2.9,0.0,0.0,757
758,51.5,0.9,12.6,6.9,0.1,11.3,16.4,2.4,0.0,0.0,758
759,51.5,0.9,12.6,6.9,0.1,11.3,16.4,2.4,0.0,0.0,759
760,53.67,0.48,4.48,8.77,0.21,25.72,5.43,0.41,0.0,0.33,760
761,49.54,1.13,8.16,5.66,0.16,17.84,15.0,0.8,0.01,0.0,761
762,50.48,0.87,3.38,8.68,0.19,16.09,20.01,0.24,0.0,0.37,762
763,50.83,1.21,3.17,10.77,0.27,14.48,18.56,0.22,0.0,0.32,763
764,51.41,1.03,3.08,10.35,0.23,15.01,18.97,0.22,0.0,0.29,764
765,51.12,0.91,2.49,10.3,0.24,15.54,18.79,0.23,0.0,0.25,765
766,50.69,0.8,2.89,9.56,0.24,16.09,18.26,0.26,0.0,0.47,766
767,50.34,0.92,3.53,8.8,0.2,16.02,18.24,0.26,0.0,0.36,767
768,50.16,1.16,2.52,11.27,0.26,15.27,18.39,0.24,0.0,0.25,768
769,51.19,1.26,2.15,11.9,0.32,15.65,17.57,0.23,0.0,0.28,769
770,50.41,0.9,3.86,9.59,0.2,14.8,19.76,0.31,0.0,0.23,770
771,50.52,0.84,3.59,8.92,0.21,15.56,19.46,0.27,0.0,0.3,771
772,52.7,0.64,2.2,6.65,0.16,16.9,20.2,0.27,0.0,0.68,772
773,51.7,0.8,2.95,7.21,0.15,16.3,20.3,0.32,0.0,0.68,773
774,51.5,0.69,2.61,6.23,0.18,16.9,20.3,0.29,0.0,0.7,774
775,49.17,1.01,3.27,7.21,0.19,15.86,19.87,0.203,0.021,0.207,775
776,49.9,0.918,7.34,7.63,0.212,17.03,13.07,0.649,0.01,0.283,776
777,51.17,0.49,10.21,6.37,0.167,13.21,13.33,2.4,0.04,0.217,777
778,51.17,0.49,10.21,6.37,0.167,13.21,13.33,2.4,0.04,0.217,778
779,50.96,1.47,15.58,5.91,0.01,7.51,13.71,4.74,0.01,0.04,779
780,50.96,1.47,15.58,5.91,0.01,7.51,13.71,4.74,0.01,0.04,780
781,52.85,0.53,3.71,4.86,0.17,18.72,17.43,0.94,0.18,0.64,781
782,52.57,0.26,4.98,4.05,0.15,19.62,18.09,0.32,0.01,1.26,782
783,52.04,0.41,5.96,4.95,0.17,18.95,17.47,0.42,0.01,0.54,783
784,50.55,0.49,8.13,5.44,0.18,16.31,19.29,0.52,0.01,0.49,784
785,51.34,0.3,7.1,4.89,0.14,17.89,17.87,0.44,0.01,1.0,785
786,50.47,0.41,7.69,5.14,0.16,16.95,19.04,0.47,0.01,0.46,786
787,52.7,0.23,5.99,5.64,0.15,19.19,15.19,0.45,0.02,0.6,787
788,52.04,0.46,6.26,7.56,0.17,16.33,17.15,0.57,0.01,0.17,788
789,50.54,0.7,6.16,9.35,0.19,16.18,16.01,0.6,0.01,0.04,789
790,51.53,0.66,4.03,12.89,0.29,14.61,15.78,0.65,0.01,0.03,790
791,50.92,0.97,2.44,17.88,0.38,12.12,15.25,0.59,0.01,0.06,791
792,48.66,0.85,1.82,26.32,0.63,7.89,12.75,0.39,0.03,0.03,792
793,52.32,0.26,4.24,4.01,0.11,19.98,18.11,0.31,0.0,1.25,793
794,51.92,0.28,4.3,5.98,0.17,18.86,17.78,0.37,0.01,0.49,794
795,52.64,0.42,3.59,7.61,0.19,17.72,18.52,0.38,0.01,0.13,795
796,51.73,0.73,2.5,13.9,0.36,16.62,14.34,0.37,0.01,0.09,796
797,50.78,0.89,2.13,19.19,0.42,14.5,12.88,0.3,0.01,0.09,797
798,52.81,0.46,2.51,7.72,0.19,18.44,16.68,0.35,0.01,0.57,798
799,52.45,0.25,5.08,5.64,0.22,19.86,16.53,0.31,0.0,1.02,799
800,53.34,0.37,3.61,6.26,0.21,18.78,17.5,0.4,0.01,0.51,800
801,53.4,0.37,5.6,9.3,0.15,23.3,8.2,0.5,0.0,0.01,801
802,50.7,0.62,7.7,9.5,0.16,20.0,10.5,0.7,0.0,0.08,802
803,51.3,0.74,8.2,10.3,0.15,20.1,9.2,0.87,0.0,0.05,803
804,52.06,0.11,7.5,4.72,0.14,24.45,9.72,0.45,0.0,0.91,804
805,52.06,0.11,7.5,4.72,0.14,24.45,9.72,0.45,0.0,0.91,805
806,52.47,0.13,8.07,4.87,0.14,23.67,10.16,0.45,0.0,0.81,806
807,52.47,0.13,8.07,4.87,0.14,23.67,10.16,0.45,0.0,0.81,807
808,54.38,0.09,4.89,5.36,0.14,26.74,7.5,0.53,0.0,0.47,808
809,54.27,0.07,5.56,5.08,0.13,26.47,7.37,0.59,0.0,0.61,809
810,52.46,0.08,5.23,3.8,0.12,20.0,17.8,0.15,0.0,1.15,810
811,52.07,0.11,5.47,3.83,0.11,20.03,17.39,0.21,0.0,1.02,811
812,50.89,0.12,6.27,3.91,0.1,19.95,16.82,0.14,0.0,1.0,812
813,52.1,0.03,5.1,3.8,0.11,20.02,17.04,0.12,0.0,1.34,813
814,51.21,0.16,5.9,3.9,0.1,19.08,17.84,0.27,0.0,0.97,814
815,51.83,0.09,4.87,3.76,0.11,19.71,18.07,0.17,0.0,1.21,815
816,47.07,2.77,5.38,10.6,0.25,12.71,18.85,0.41,0.02,0.0,816
817,48.96,1.46,3.96,8.46,0.15,14.47,19.3,0.27,0.02,0.0,817
818,47.69,2.15,4.27,10.85,0.3,13.02,19.02,0.39,0.05,0.0,818
819,47.15,2.24,8.64,11.18,0.17,13.43,14.73,0.67,0.01,0.0,819
820,49.06,1.61,5.04,8.86,0.23,14.23,18.43,0.4,0.01,0.0,820
821,50.01,1.06,4.99,7.4,0.19,15.56,18.6,0.41,0.0,0.0,821
822,48.69,1.82,3.37,7.39,0.18,14.04,19.1,0.41,0.02,0.0,822
823,49.43,2.15,4.49,7.97,0.15,13.95,20.36,0.32,0.31,0.0,823
824,49.23,1.73,5.07,7.08,0.18,14.68,20.14,0.35,0.01,0.0,824
825,48.0,2.56,6.58,9.28,0.3,12.8,18.37,0.56,0.05,0.0,825
826,48.83,2.67,5.13,8.69,0.21,12.94,20.62,0.37,0.02,0.0,826
827,48.54,1.03,7.98,9.45,0.25,15.79,14.3,0.55,0.01,0.0,827
828,46.78,1.98,9.2,10.29,0.23,13.32,15.23,0.66,0.02,0.0,828
829,47.18,1.32,9.03,10.48,0.24,14.12,17.94,0.64,0.0,0.0,829
830,49.83,0.75,8.11,7.29,0.22,16.71,14.87,0.45,0.01,0.0,830
831,48.9,0.71,8.62,6.96,0.16,17.72,13.86,0.44,0.01,0.0,831
832,48.5,1.68,4.79,8.13,0.14,14.08,18.66,0.36,0.01,0.0,832
833,49.57,1.82,4.48,9.08,0.21,14.61,18.4,0.43,0.03,0.0,833
834,50.13,1.28,5.15,6.97,0.11,14.92,19.44,0.3,0.0,0.0,834
835,48.48,1.33,4.38,6.98,0.17,14.36,19.84,0.31,0.01,0.0,835
836,49.41,1.87,4.35,8.36,0.18,13.59,20.07,0.4,0.01,0.0,836
837,48.06,2.35,5.74,7.23,0.19,13.14,20.0,0.35,0.01,0.0,837
838,49.09,1.38,5.71,6.35,0.15,14.15,20.19,0.32,0.0,0.0,838
839,50.03,0.98,5.29,5.26,0.12,14.39,21.16,0.03,0.0,0.0,839
840,43.72,2.22,7.51,10.19,0.0,12.28,22.35,0.64,0.01,0.0,840
841,42.98,1.94,10.43,8.6,0.0,10.98,23.22,0.28,0.02,0.0,841
842,39.11,1.46,12.15,13.25,0.0,8.64,22.92,0.41,0.03,0.0,842
843,51.3,1.28,2.86,8.89,0.18,16.3,18.8,0.32,0.0,0.0,843
844,52.6,0.81,2.29,7.86,0.24,16.8,19.2,0.22,0.0,0.0,844
845,51.5,1.17,2.57,9.16,0.18,15.9,18.9,0.25,0.0,0.0,845
846,51.4,1.36,2.05,9.92,0.19,15.6,18.4,0.26,0.0,0.0,846
847,52.5,0.74,2.47,6.59,0.17,16.9,19.9,0.21,0.0,0.0,847
848,51.7,1.1,2.84,7.29,0.13,15.7,20.6,0.28,0.0,0.0,848
849,51.0,1.27,3.14,9.7,0.24,15.2,18.0,0.31,0.0,0.0,849
