Sample_ID_Gt,SiO2_Gt,TiO2_Gt,Al2O3_Gt,Cr2O3_Gt,FeOt_Gt,MnO_Gt,MgO_Gt,CaO_Gt,Na2O_Gt,Ti_Gt,Ni_Gt,Zn_Gt,Ga_Gt,Sr_Gt,Y_Gt,Zr_Gt
EAF045,42.36,0.07,22.62,2.6,8.09,0.44,19.7,4.59,0.01,419.639110365,25.32,0,3.54,,6.52,18.23
173/033/0004/284,41.57,0,21.24,3.86,6.89,0.36,21.06,4.92,0.03,0,25.33,12.12,1.96,,3.72,58.51
173/034/K001/167,42.59,0.14,21.31,4.08,6.65,0.22,20.74,4.22,0,839.27822073,25.36,13.56,1.93,,30.2,66.14
173/033/0004/289,40.84,0.07,20.54,4.4,7.19,0.5,20.33,5.03,0.02,419.639110365,25.37,10.84,1.82,,33.93,59.96
173/033/K115/1,41.98,0.08,21.15,3.61,6.27,0.32,21.49,4.61,0,479.587554703,25.43,9.03,2.06,,1.02,21.81
173/033/0087/5,43.72,0.07,21.87,3.54,6.19,0.25,20.89,4.49,0,419.639110365,25.44,0,3.9,,4.7,57.5
173/033/K017/6,42.49,0.13,19.79,5.06,6.65,0.5,20.11,4.86,-0.99,779.329776392,25.54,12.85,1.94,,22.22,108.4
173/033/0087/14,42.25,0.1,19.6,5.07,6.37,0.36,21.76,4.7,0,599.484443379,25.54,0,4.43,,7.02,46.78
EAF044,42.11,0.06,20.91,3.8,7.62,0.46,20.12,4.89,0,359.690666027,25.56,0,3.6,,10.83,19.58
173/033/K054/6,41.39,0.09,19.48,6.08,6.3,0.45,20.05,5.63,0,539.535999041,25.58,4.1,3.37,,4.92,70.8
173/033/K054/6,42.73,0.05,20.72,4.55,6.5,0.4,21.27,4.63,0,299.742221689,25.6,2.36,0.93,,6.5,107.33
173/033/K054/6,43.02,0.05,20.46,4.92,6.35,0.3,20.98,4.99,0,299.742221689,25.61,2.16,1.26,,1.59,20.47
EAK807,42.5,0.02,21.59,4.07,6.53,0.34,21.2,5.13,0.04,119.896888676,25.64,0,5.1,,29.45,25.25
EAK807,42.73,0,20.8,4.01,6.44,0.22,21.68,5.11,0,0,25.64,0,5.1,,29.45,25.25
EAK807,42.11,0,21.84,3.35,7.7,0.42,20.5,5.29,0.01,0,25.68,0,2.79,,1.843,11.9
EAK807,42.03,0,20.97,3.37,7.46,0.34,20.56,5.19,0.03,0,25.68,0,2.79,,1.843,11.9
173/033/K017/6,42.4,0.16,21.9,2.42,8.48,0.48,20.04,4.47,-0.99,959.175109406,25.69,17.13,4.19,,41.05,55.4
Wesselton,39.8,0.05020981,21.4,3.13,8.15,0.403,19.9,4.96,0.023,301,25.7,10.5585,3.79,,10.64,45.8
AB0961,39.8,0.05020981,21.4,3.13,8.15,0.403,19.9,4.96,0.023,301,25.7,13,3.79,,10.64,45.8
173/033/0087/14,42.33,0.05,20.57,4.82,6.37,0.34,22.2,4.13,0,299.742221689,25.7,0,2.53,,3.81,54.82
173/033/K017/6,41.8,0.12,20.86,4.42,6.34,0.37,20.26,5.14,-0.99,719.381332054,25.72,6.38,1.48,,61.67,107.96
173/033/K054/6,42.72,0.07,20.36,4.48,6.32,0.31,20.56,5.02,0,419.639110365,25.73,2.67,2.04,,2.4,24.56
173/034/K001/167,42.89,0.06,22.21,1.99,8.17,0.2,20.01,4.62,0,359.690666027,25.73,14.97,2.37,,23.73,63.92
173/033/0004/284,41.7,0.05,20.94,3.67,6.83,0.37,21.3,4.02,0.03,299.742221689,25.74,13.16,1.79,,64.61,72.16
173/033/0087/5,42.58,0.08,21.53,3.88,6.32,0.29,21.23,3.95,0,479.587554703,25.74,0,1.67,,4.68,67.9
EAK090,41.66,0.05,21.3,4.08,7.28,0.43,20.66,4.55,0.03,299.742221689,25.76,0,2.48,,18.92,63.37
173/034/0021/2,41.48,0.01,21,3.41,12.65,0.59,16.4,5.26,0,59.9484443379,25.79,28.77,6.95,,1.16,10.46
173/033/K017/6,42.27,0.14,20.65,4.66,6.22,0.29,20.1,4.99,-0.99,839.27822073,25.8,6.93,1.53,,31.02,114.23
173/033/K054/6,42.95,0.12,20.5,4.65,6.31,0.42,21.33,4.73,0,719.381332054,25.83,1.91,0.76,,17.52,96.24
EAF047,42.84,0.06,21.19,3.87,6.52,0.39,19.77,4.68,0,359.690666027,25.84,0,2.5,,17.29,61.14
173/033/K054/6,42.91,0.1,20.94,4.52,6.55,0.33,21.44,4.64,0,599.484443379,25.92,2.53,0.65,,15.36,106.1
173/033/K061/73,42.87,0.07,22.1,2.42,8.31,0.4,20.48,4.68,0,419.639110365,25.92,0,5.38,,6.73,8.29
173/034/K001/167,43.69,0.25,19.4,3.88,6.88,0.22,20.63,4.62,0,1498.71110845,25.95,13.64,3.71,,32.59,105.5
173/034/0021/2,42.39,0.06,20.35,4.83,6.63,0.33,19.89,5.03,0.01,359.690666027,25.96,1.17,0.87,,2.67,51.72
EAF045,43.09,0.04,21.49,3.12,7.82,0.42,19.6,4.83,0,239.793777351,25.97,0,4.04,,3.43,22.53
173/033/K054/6,42.63,0.11,20.39,4.91,6.48,0.33,20.97,5.16,0,659.432887717,25.98,1.65,1.61,,2.23,31.68
PulsatorDump,42.017,0.062203449,21.638,2.714,8.197,0.439,20.099,4.911,0.001,372.9,26,11.16965,3.6,,24.6,39.1
173/033/K054/6,42.49,0.08,20.5,5.06,6.32,0.4,21.43,4.97,0,479.587554703,26.01,4.29,1.57,,2.86,32.42
173/034/0021/2,41.25,0.07,21.09,4.33,7.16,0.49,20.3,4.52,0.04,419.639110365,26.02,31.72,1.26,,13.03,75.44
173/033/K054/6,43.15,0.08,20.62,4.64,6.31,0.32,21.02,4.83,0,479.587554703,26.04,0.99,1.5,,4.76,65.25
173/033/K115/1,41.98,0.08,20.07,4.64,6.62,0.47,20.73,5.27,0,479.587554703,26.05,14.29,2.41,,1.41,16.66
EAF045,42.63,0.1,21.72,3.4,7.93,0.45,19.74,4.73,0,599.484443379,26.08,0,3.19,,17.56,35.28
173/033/K054/6,42.9,0.06,21.41,4.02,6.51,0.3,20.86,5.07,0,359.690666027,26.09,2.44,2.3,,0.86,9.66
Wesselton,40.2,0.02952537,21.1,3.14,8.18,0.452,20.1,4.86,0.024,177,26.1,9.5045,3.96,,17.5,18
AB0979,40.2,0.02952537,21.1,3.14,8.18,0.452,20.1,4.86,0.024,177,26.1,13,3.96,,17.5,18
173/033/K115/1,42.43,0.09,20.89,4.25,6.46,0.35,21.65,4.8,0,539.535999041,26.1,8.5,2.41,,0.57,11.75
173/033/K054/6,42.75,0.12,21.6,3.89,6.55,0.28,21.39,3.52,0,719.381332054,26.11,3.18,0.79,,96.43,169.79
173/033/K061/73,42.35,0.09,21.54,3.23,7.15,0.45,21.44,4.63,0,539.535999041,26.14,0,2.7,,3.91,18.65
173/033/K061/73,41.75,0.11,18.29,7.42,6.47,0.28,20.24,5.36,0,659.432887717,26.15,7.97,5.76,,1.28,11.38
173/033/K115/1,41.67,0.16,20.02,5.09,5.93,0.37,21.07,5.24,0,959.175109406,26.15,7.73,2.1,,1.61,17.53
173/033/K054/6,43.32,0.06,21.08,3.69,6.28,0.33,21.01,4.8,0,359.690666027,26.17,3.87,1.82,,2.88,36.32
173/033/K054/6,41.91,0.08,20.34,5.03,6.29,0.36,20.35,4.94,0,479.587554703,26.2,5.92,1.87,,11.02,79.84
EAK090,41.28,0.06,20.1,5.48,7.04,0.41,20.32,5.39,0.05,359.690666027,26.2,0,4.05,,4.62,76.33
EAK806,41.88,0.08,21.47,3.45,8.6,0.48,20.07,5.02,0.03,479.587554703,26.2,0,2.86,,5.27,12.31
EAK806,41.48,0,21.43,3.16,8.48,0.37,20.58,4.92,0,0,26.2,0,2.86,,5.27,12.31
173/033/0087/14,42.95,0.1,19.99,4.6,6.44,0.42,21.26,4.58,0,599.484443379,26.2,0,3.44,,21.01,101.98
173/033/K054/6,42.47,0.11,21.17,4.27,6.32,0.31,21.25,4.29,0,659.432887717,26.25,3.77,0.62,,44.91,115.62
EAF045,43.32,0.07,21.93,2.85,7.2,0.44,20.79,4.64,0,419.639110365,26.26,0,2.48,,10.9,44.23
EAF047,43.28,0.1,21.96,2.27,8.23,0.44,20.73,4.52,0,599.484443379,26.3,0,7.88,,19.82,19.64
173/033/0087/5,43.31,0.1,21.1,3.97,6.66,0.57,21.31,3.47,0.12,599.484443379,26.32,0,2.208,,0.758,16.67
173/033/0004/234,41.88,0.15,20.19,5.05,6.9,0.42,20.8,5.12,0,899.226665068,26.32,8.81,2.4,,10.49,82.2
173/033/K017/6,42.35,0.23,19.96,5.2,6.99,0.46,20.07,5.35,-0.99,1378.81421977,26.32,9.98,2.2,,30.4,124.31
173/034/0021/2,41.99,0,20.76,4.29,7.16,0.45,19.83,4.83,0.05,0,26.34,34.84,1.78,,1.88,56.34
EAF047,43.16,0.06,21.89,2.87,7.47,0.4,20.38,5.16,0,359.690666027,26.35,0,3.16,,1.028,15.52
173/033/K054/6,43.01,0.08,20.35,4.82,6.18,0.33,20.27,4.98,0,479.587554703,26.36,3.49,1.39,,5.8,78.86
173/033/K115/1,41.44,0.18,20.72,4.43,6.92,0.49,20.63,5.02,0.02,1079.07199808,26.38,7.13,5.59,,7.83,43.99
EAF044,41.52,0.04,21.7,3.38,7.7,0.43,20.11,5.14,0,239.793777351,26.39,0,2.45,,4.17,12.67
EAF044,41.33,0.07,21.82,2.82,8.45,0.46,19.1,4.76,0,419.639110365,26.43,0,4.37,,9.24,33.14
173/033/0087/5,43.36,0.08,21.64,3.65,6.2,0.34,21.59,4.54,0,479.587554703,26.43,0,7.08,,3.07,41.25
173/033/K054/6,42.94,0.03,21.53,4.08,5.97,0.34,20.97,4.65,0,179.845333014,26.44,1.14,1.11,,2.69,45.25
173/033/K069/10,41.93,0.06,21.29,3.63,6.93,0.42,21,4.9,0,359.690666027,26.45,8.79,3.18,,0.5,2.25
173/033/0087/5,43.82,0.07,21.84,3.34,6.52,0.4,20.58,4.18,0,419.639110365,26.47,0,1.48,,18.41,39.34
173/033/K054/6,43.03,0.06,21.31,3.48,6.29,0.31,21.19,4.8,0,359.690666027,26.48,1.81,1.81,,1.82,19.53
EAF045,42.59,0.04,22.51,2.82,7.71,0.44,19.42,5.09,0.05,239.793777351,26.49,0,2.479,,2.592,19.04
173/034/0021/2,42.18,0.03,20.67,5.13,6.45,0.39,21.21,4.42,0.02,179.845333014,26.51,2.18,0.45,,3.99,58.99
173/033/K115/1,42.08,0.07,20.16,4.07,6.53,0.36,20.84,4.79,0,419.639110365,26.56,8.62,2.34,,1.18,11.34
173/033/0004/284,42.29,0.03,21.28,3.52,6.73,0.41,22.03,4.02,0.05,179.845333014,26.63,12.39,1.81,,60.53,71.49
173/033/K054/6,42.64,0.09,21.07,4.67,6.33,0.41,21.14,4.5,0,539.535999041,26.64,3.1,1.14,,6.61,52.22
173/033/0087/5,43.5,0.12,21.14,4.04,6.5,0.34,21.26,4.16,0,719.381332054,26.69,0,2.08,,3.85,58.18
173/033/0004/281,41.09,0.05,20.72,3.84,6.88,0.33,21.43,4.68,0.02,299.742221689,26.7,11.34,1.54,,6.23,55.06
Wesselton,41.1,0.02385383,20.9,3.73,6.9,0.395,20.8,4.85,0.045,143,26.7,9.2155,2.36,,2.48,24.1
AB0999,41.1,0.02385383,20.9,3.73,6.9,0.395,20.8,4.85,0.045,143,26.7,13,2.36,,2.48,24.1
173/033/K017/6,42.07,0.08,21.12,3.42,7.06,0.49,20.68,4.46,-0.99,479.587554703,26.71,10.98,1.56,,12.25,76.86
173/033/K054/6,41.73,0.1,18.42,6.85,7.1,0.34,19.62,6.05,0,599.484443379,26.71,3.18,2.3,,2.66,42.93
173/033/K054/6,42.5,0.07,20.27,5.06,6.42,0.37,21.32,4.87,0,419.639110365,26.73,1.16,1.68,,0.88,45.92
173/034/0021/2,42.49,0.05,20.59,4.95,6.23,0.38,19.95,4.65,0.03,299.742221689,26.76,5.99,0.69,,43.23,111.23
173/034/K001/167,43.22,0.41,20.13,4.38,6.6,0.16,21.06,5.07,0,2457.88621785,26.77,13.05,2.63,,14.08,79.93
EAF044,41.3,0.07,21.54,3.32,7.67,0.45,20.36,5.16,0,419.639110365,26.78,0,2.86,,8.57,46.14
173/033/K054/6,43.22,0.06,21.38,3.92,6.32,0.32,20.82,4.77,0,359.690666027,26.79,1.11,1.97,,3.37,40.81
Wesselton,40.6,0.12160449,20.5,4.46,6.65,0.368,20.8,4.91,0.04,729,26.8,14.1965,1.83,,86.2,91.4
AB0955,40.6,0.12160449,20.5,4.46,6.65,0.368,20.8,4.91,0.04,729,26.8,13,1.83,,86.2,91.4
173/033/K054/6,42.54,0.09,21.09,4.75,5.97,0.4,20.65,5.3,0,539.535999041,26.8,3.17,1.28,,2.72,46.14
173/033/K054/6,42.99,0.06,20.87,3.92,6.14,0.31,20.93,4.64,0,359.690666027,26.81,2.57,1.5,,5.72,65.78
173/033/K054/6,42.15,0.1,18.95,6.14,6.91,0.4,20.13,5.35,0,599.484443379,26.81,5.67,3.24,,10.65,93.17
EAF044,41.97,0.07,21.2,3.75,7.83,0.53,20.54,4.86,0.01,419.639110365,26.81,0,3.18,,10.93,23.94
173/033/K054/6,42.06,0.11,20.02,5.28,6.69,0.4,20.4,5.13,0,659.432887717,26.82,3.83,2.29,,13.7,107.9
EAK807,41.76,0.03,19.69,5.22,6.6,0.38,21.17,4.53,0.01,179.845333014,26.83,0,1.77,,7.82,64.81
EAK807,42.23,0,19.77,5.17,6.66,0.23,21.57,4.28,0,0,26.83,0,1.77,,7.82,64.81
173/033/K017/6,42.33,0.17,19.91,4.93,6.81,0.4,20.3,5.18,-0.99,1019.12355374,26.83,5.72,1.09,,13.72,79.82
EAF045,41.72,0.07,22.54,2.58,8.07,0.43,18.83,4.46,0.04,419.639110365,26.84,0,3.8,,13.32,35.18
173/033/0004/281,41.93,0.08,20.7,3.93,6.55,0.39,21.38,4.85,0.05,479.587554703,26.85,10.67,1.6,,4.16,45.6
173/033/0087/5,41.9,0.2,19.87,5.07,6.46,0.46,20.56,4.48,0,1198.96888676,26.85,0,2.22,,55.54,101.12
173/033/0087/5,42.9,0.09,19.39,5.2,6.47,0.41,20.52,4.14,0,539.535999041,26.86,0,3.12,,6.04,80.84
173/033/K054/6,42.9,0.05,20.98,4.08,6.22,0.32,20.5,4.96,0,299.742221689,26.89,3.99,2,,1.73,22.33
173/033/K054/6,42.39,0.07,20.87,4.53,6.44,0.35,21.29,5.11,0,419.639110365,26.89,3.74,1.54,,2.38,54.98
173/033/K017/6,41.8,0.13,19.96,5.1,7.14,0.41,19.63,5.7,-0.99,779.329776392,26.94,12.35,2.42,,31.41,123.24
173/033/K017/6,42.2,0.11,20.93,4.45,6.43,0.45,20.87,4.89,-0.99,659.432887717,26.94,6.75,1.22,,17.35,118.53
173/033/K115/1,41.75,0.18,19.22,5.28,6.8,0.41,20.16,5.51,0,1079.07199808,26.94,9.72,5.33,,2.04,30.75
173/033/K054/6,42.68,0.12,20.51,4.12,6.31,0.35,21.25,4.9,0,719.381332054,26.96,3.02,1.36,,4.68,41.18
173/033/K054/6,42.46,0.09,20.56,4.96,6.54,0.38,20.94,5.24,0,539.535999041,26.97,2.81,1.74,,2.73,73.13
Kamfersdam,41.461,0.098517986,21.12,2.898,8.682,0.407,19.874,4.811,0.03,590.6,27,13.0201,3.9,,23.8,36.4
PulsatorDump,42.382,0.018649358,22.681,1.908,8.131,0.336,20.803,4.515,0,111.8,27,8.9503,3.2,,11.8,6.3
173/033/0087/5,42.93,0.09,22.08,3.23,6.56,0.34,21.82,3.89,0,539.535999041,27,0,2.35,,12,94.23
EAK807,41.81,0.05,21.43,3.65,6.97,0.43,20.65,4.99,0,299.742221689,27.01,0,1.92,,19.01,40.87
EAK807,41.61,0,21.01,3.51,6.74,0.31,20.69,4.91,0.07,0,27.01,0,1.92,,19.01,40.87
173/033/K054/6,42.5,0.13,21.33,3.87,6.3,0.34,22.85,3.53,0,779.329776392,27.02,3.17,0.89,,72.75,153.24
EAF044,41.92,0.06,21.07,3.83,6.86,0.4,19.94,4.89,0.07,359.690666027,27.05,0,2.04,,12.4,50
173/033/K115/1,42.53,0.31,20.4,3.98,6.36,0.27,21.27,4.91,0,1858.40177447,27.05,12.77,5.91,,4.8,49.38
173/033/K061/73,43.35,0.08,20.37,4.63,6.15,0.43,21.62,4.54,0,479.587554703,27.08,7,1.8,,0.76,19.89
173/033/K054/6,42.82,0.09,20.29,4.65,6.51,0.34,20.95,5.3,0,539.535999041,27.08,2.22,1.35,,3.3,39.24
EAF044,40.99,0.01,22.32,2.75,8.25,0.47,19.59,4.77,0,59.9484443379,27.09,0,4.96,,4.58,6.08
173/033/K054/6,42.34,0.07,20.15,4.96,6.29,0.31,20.3,5.14,0,419.639110365,27.09,2.94,2.01,,0.94,19.02
173/033/0004/281,40.72,0.07,20.05,5.12,7.05,0.42,20.21,5.18,0.04,419.639110365,27.1,11.78,1.95,,11.33,108.06
173/033/0087/5,43.4,0.18,20.19,5.37,6.67,0.41,20.67,4.36,0,1079.07199808,27.13,0,2.52,,7.28,43.6
173/034/0021/2,41.07,0.1,19.06,7.03,7.04,0.47,19.35,6.04,0.08,599.484443379,27.13,6.75,4.37,,11.17,68
173/033/K115/1,42.06,0.09,21.17,3.81,6.38,0.39,20.68,4.74,0,539.535999041,27.13,11.52,2.26,,4.33,28.55
173/033/K017/6,42.02,0.08,20.61,5,6.34,0.41,20.14,5.19,-0.99,479.587554703,27.16,6.31,1.53,,19.18,151.81
173/033/K054/6,42,0.05,21.37,3.98,6.21,0.35,21.34,4.74,0,299.742221689,27.17,3.49,2.04,,2.52,24.63
173/034/K001/167,42.43,0.11,20.16,4.51,6.68,0.22,20.22,4.9,0,659.432887717,27.17,13.27,2.26,,6.71,49.8
173/033/K054/6,42.57,0.09,20.46,4.33,6.3,0.39,20.89,4.75,0,539.535999041,27.18,3.04,1.83,,7.97,88.4
173/033/K054/6,41.97,0.13,21.05,4.38,6.64,0.36,20.51,4.97,0,779.329776392,27.18,4.04,1.71,,5.85,58.45
Wesselton,41,0.10942736,21,3.82,7.18,0.414,20.9,4.29,0.058,656,27.2,13.576,2.83,,33.14,79.8
AB0998,41,0.10942736,21,3.82,7.18,0.414,20.9,4.29,0.058,656,27.2,13,2.83,,33.14,79.8
173/033/K054/6,43.35,0.07,21.09,3.73,6.21,0.31,21.18,4.76,0,419.639110365,27.2,1.28,1.71,,1.81,22.56
EAF047,42.14,0.06,21.39,3.23,7.41,0.39,20.52,4.99,0,359.690666027,27.2,0,3.42,,4.37,31.92
173/034/0021/2,42.83,0.04,21.16,3.78,5.77,0.36,22.62,3.78,0.07,239.793777351,27.21,1.95,1.29,,6.44,109.44
173/033/K054/6,42.46,0.06,21.4,3.81,6.77,0.39,20.91,5.06,0,359.690666027,27.21,3.09,2.14,,1.72,25.53
173/033/K054/6,42.63,0.07,20.49,4.18,6.53,0.33,20.42,5.09,0,419.639110365,27.26,2.7,2.14,,1.22,12.6
173/033/0087/14,43.05,0.07,21.56,3.36,6.45,0.45,22.02,3.74,0,419.639110365,27.27,0,1.93,,7.2,49.29
173/033/K017/6,42.01,0.14,20.81,4.54,6.83,0.41,20.01,5.07,-0.99,839.27822073,27.27,7.4,1.7,,26.69,114.51
173/033/K054/6,42.71,0.06,21.54,4.03,6.53,0.4,20.86,5,0,359.690666027,27.27,3.03,2.06,,2.98,37.23
173/033/K054/6,42.17,0.17,20.16,4.92,6.83,0.44,20.45,5.1,0,1019.12355374,27.27,3.23,1.87,,20.51,114.76
173/033/0004/284,41.12,0.04,20.45,4.46,6.59,0.34,21.53,4.93,0.04,239.793777351,27.3,10.45,1.28,,7.27,105.72
173/033/K017/6,42.19,0.09,20.45,5.05,6.59,0.39,20.63,5.4,-0.99,539.535999041,27.3,7.2,1.85,,0.75,26.56
173/033/K054/6,42.88,0.09,21.28,3.89,6.2,0.29,21.24,4.74,0,539.535999041,27.31,2.61,1.52,,1.22,14.99
173/033/0087/14,43.36,0.09,19.47,4.23,6.44,0.43,21.65,4.1,0,539.535999041,27.31,0,2.79,,26.95,75.16
173/033/K054/6,42.63,0.06,21.84,3.83,6.41,0.36,21.47,4.86,0,359.690666027,27.32,3.05,1.94,,3.16,49.11
173/033/K115/1,42.41,0.09,20.51,4.22,6.5,0.31,20.84,4.88,0,539.535999041,27.32,9.78,2.43,,0.49,9.51
173/033/K054/6,42.32,0.1,20.44,4.55,6.38,0.35,20.76,5.06,0,599.484443379,27.35,1.89,2.35,,5.24,52.26
173/033/K054/6,43.24,0.1,20.64,4.59,6.3,0.32,20.98,5.26,0,599.484443379,27.37,2.43,1.87,,2.56,36.86
173/033/K054/6,42.75,0.06,21.15,3.87,6.68,0.3,20.5,5,0,359.690666027,27.38,3.58,2.2,,0.81,9.35
173/033/K054/6,42.58,0.1,20.04,5.22,6.74,0.41,20.6,5.3,0,599.484443379,27.38,4.12,1.77,,10.94,105.09
173/033/K054/6,42.45,0.1,19.95,5.67,6.53,0.39,21.17,4.32,0,599.484443379,27.38,2.84,1.33,,52.43,173.87
EAF047,43.17,0.08,21.54,3.34,7.02,0.38,20.47,4.6,0,479.587554703,27.39,0,2.67,,6.66,37.52
173/033/K054/6,42.84,0.1,20.6,4.88,6.42,0.37,20.73,5.11,0,599.484443379,27.39,4.4,1.74,,5.19,66.89
173/033/K054/6,42.93,0.06,21.51,3.69,5.92,0.37,21.92,4.64,0,359.690666027,27.39,2.99,1.63,,3.92,62.32
Wesselton,40.7,0.04737404,21,4.08,6.96,0.372,20.7,5.09,0.014,284,27.4,10.414,2,,21.05,74.5
AB0928,40.7,0.04737404,21,4.08,6.96,0.372,20.7,5.09,0.014,284,27.4,13,2,,21.05,74.5
EAF047,42.53,0.02,20.19,5.09,7,0.4,20,5.46,0,119.896888676,27.41,0,2.79,,19.02,44.94
173/033/K054/6,42.62,0.05,19.81,4.48,6.43,0.37,20.99,5.05,0,299.742221689,27.42,3.19,1.97,,2.68,38.23
EAF047,42.54,0.03,21.2,3.53,8.01,0.42,19.7,4.87,0.01,179.845333014,27.42,0,3.95,,4.97,22.95
173/034/K007/203,43.03,0,21.11,4.01,6.17,0.16,21.95,4.54,0,0,27.43,11.75,2.23,,17.62,76.73
173/033/K054/6,42.39,0.23,18.61,6.35,7.23,0.37,19.33,5.71,0,1378.81421977,27.47,3.45,6.74,,10.14,10.53
173/033/K017/6,42.68,0.11,20.04,4.65,6.64,0.4,20.5,4.96,-0.99,659.432887717,27.48,6.01,1.74,,6.47,96.2
173/033/K054/6,42.68,0.04,21.29,3.88,6.33,0.36,21.18,4.94,0,239.793777351,27.48,2.39,1.88,,1.23,11.89
173/033/K054/6,42.84,0.05,20.88,4.16,5.98,0.29,20.89,4.92,0,299.742221689,27.52,4.18,1.97,,1.48,60.22
EAK807,42.2,0.12,22,2.07,8.52,0.5,20.28,4.5,0.05,719.381332054,27.53,0,4.37,,12.4,11.59
EAK807,42.58,0,21.66,2.08,8.57,0.46,20.95,4.31,0,0,27.53,0,4.37,,12.4,11.59
173/034/0021/2,42.49,0.05,21.5,3.83,5.67,0.31,22.19,3.7,0.03,299.742221689,27.55,3.44,1.7,,6.76,111.51
173/033/K054/6,42.49,0.09,21.29,3.97,6.02,0.3,20.97,4.81,0,539.535999041,27.55,3.13,1.43,,1.1,30.12
Wesselton,40.1,0.10876012,20.5,4.47,6.59,0.375,20.8,4.99,0.048,652,27.6,13.542,1.73,,56.4,91.9
AB0952,40.1,0.10876012,20.5,4.47,6.59,0.375,20.8,4.99,0.048,652,27.6,13,1.73,,56.4,91.9
173/034/0021/2,41.93,0.06,20.87,4.77,6.64,0.39,20.24,5.15,0.1,359.690666027,27.61,4.86,1.71,,2.62,41.33
EAK807,42.29,0.05,19.65,5.23,6.84,0.44,20.81,5.1,0.03,299.742221689,27.62,0,2.17,,35.41,112.95
EAK807,41.71,0,19.85,5.18,6.74,0.27,21.01,4.86,0,0,27.62,0,2.17,,35.41,112.95
173/034/0021/2,41.41,0.06,19.79,5.43,6.59,0.43,19.97,5.1,0.11,359.690666027,27.65,0.21,0.81,,34.67,160.51
173/033/K115/1,41.65,0.16,20.48,4.5,6.9,0.44,20.27,5.1,0,959.175109406,27.65,7.39,5.56,,6.5,41.57
173/033/K054/6,42.06,0.09,19.04,6.62,7.16,0.41,20.03,5.94,0,539.535999041,27.67,3.86,4.18,,2.03,39.9
EAF044,41.71,0.08,22.36,2.16,8.84,0.47,20.22,4.41,0.03,479.587554703,27.7,0,5.38,,17.84,34.52
EAF047,42.39,0.01,22.14,2.65,8.32,0.53,19.77,4.46,0,59.9484443379,27.72,0,18.41,,55.26,11.98
173/033/K054/6,42.4,0.13,20.15,4.64,6.32,0.34,21.24,4.78,0,779.329776392,27.72,3.98,1.73,,5.59,60.25
173/033/K054/6,42.57,0.05,21.17,3.92,5.9,0.32,20.27,4.88,0,299.742221689,27.72,3.04,1.5,,0.56,19.57
173/033/K054/6,43.1,0.07,20.67,4.52,6.6,0.34,20.86,5.1,0,419.639110365,27.79,2.86,1.62,,1.94,28.64
EAF044,40.56,0.2,21.06,3.08,13.87,0.51,15.13,5.22,0.03,1198.96888676,27.79,0,2.94,,10.27,30.34
173/034/0021/2,41.8,0.02,20.5,4.76,6.49,0.45,20.65,5.09,0.09,119.896888676,27.8,1.65,1.83,,2.59,47.04
173/033/K054/6,41.69,0.1,18.76,6.29,7.5,0.34,18.91,5.48,0,599.484443379,27.8,7.37,2.99,,74.15,184.84
173/034/K007/203,43.07,0,20.85,4.28,5.99,0.11,21.89,4.05,0,0,27.8,10.5,1.9,,10.67,62.35
173/033/K054/6,43.26,0.06,20.94,3.95,6.34,0.32,20.59,4.92,0,359.690666027,27.82,1.42,2.11,,3.74,51.43
173/033/0087/5,43.31,0.15,21.05,4.41,6.38,0.41,21.37,3.8,0,899.226665068,27.82,0,2.56,,26.53,172.08
173/033/K054/6,42.07,0.08,19.07,6.52,7.82,0.39,19.42,6.02,0,479.587554703,27.85,4.21,3.68,,3.16,58.83
173/034/0021/2,42.64,0.06,20.33,5.02,6.38,0.4,20.79,4.43,0.08,359.690666027,27.86,5.2,0.96,,10.8,126.57
173/033/K017/6,42.39,0.09,21.07,4.83,6.34,0.36,20.25,5.46,-0.99,539.535999041,27.86,7.52,1.96,,1.5,65.86
173/034/K001/167,43.03,0.06,20.24,4.29,5.99,0.17,21.59,4.22,0,359.690666027,27.86,12.31,1.35,,20.65,81.85
173/033/0087/5,41.8,0.16,21.15,4.51,6.09,0.45,21.63,3.85,0,959.175109406,27.86,0,3.25,,58.28,104.34
173/033/K054/6,43.02,0.08,21.06,4.31,6.7,0.4,20.49,5.11,0,479.587554703,27.87,3.49,2.3,,2.11,36.17
173/034/K001/167,42.98,0.04,19.87,3.74,6.42,0.07,20.3,5.56,0,239.793777351,27.89,13.48,2.69,,5.87,0.61
173/034/0021/2,41.49,0.06,20.19,4.91,6.55,0.41,20.23,5.27,0.06,359.690666027,27.9,4.1,2.07,,3.02,42.74
173/033/K054/6,42.37,0.09,21.44,3.47,6.32,0.21,21.13,4.4,0,539.535999041,27.9,2.83,2.02,,10.53,90.24
EAK090,41.03,0.01,19.48,5.31,7.08,0.41,20.46,5.39,0.12,59.9484443379,27.91,0,3.99,,4.23,68.54
EAF044,42.49,0.03,21.27,3.25,7.67,0.45,20.01,4.69,0.01,179.845333014,27.94,0,3.12,,10.63,38.79
173/033/0087/14,41.66,0.11,19.95,5.41,6.75,0.39,21.23,4.08,0,659.432887717,27.94,0,3.47,,20.06,107.64
173/033/K017/6,42.18,0.09,21.11,3.97,6.88,0.45,20.95,4.97,-0.99,539.535999041,27.94,19.91,2.4,,11.47,120.98
