Sample_ID_Gt,SiO2_Gt,TiO2_Gt,Al2O3_Gt,Cr2O3_Gt,FeOt_Gt,MnO_Gt,MgO_Gt,CaO_Gt,Na2O_Gt,Ti_Gt,Ni_Gt,Zn_Gt,Ga_Gt,Sr_Gt,Y_Gt,Zr_Gt
EAF044,42.17,0.18,20.87,4.81,5.35,0.28,21.97,4.24,0.06,1079.07199808,50.88,0,2.66,NAN,4.78,73.17
EAF045,43.25,0,20.36,4.54,6.65,0.36,20.8,5.24,0,0,50.88,0,29.79,NAN,11.52,21.43
173/033/0004/234,42.27,0.24,18.32,7,5.8,0.36,21.55,5.32,0,1438.76266411,50.89,9.12,1.97,NAN,4.44,28.22
Kamfersdam,42.135,0.124857285,21.259,2.462,6.935,0.286,21.469,4.682,0.025,748.5,50.9,14.36225,7.7,NAN,9.6,5
BoshofRoad Dump,42.078,0.0044438184,18.667,7.025,5.93,0.217,23.11,1.981,0.007,26.64,50.94,8.22644,2.1,NAN,0.231,1.64
EAK130,41.44,0.08,19.99,4.53,6.65,0.31,21.51,4.92,0.06,479.587554703,50.95,0,3.69,NAN,2.78,60.95
173/033/0004/281,41.07,0.02,20.1,4.54,6.57,0.34,21.42,5.3,0,119.896888676,50.96,12.07,3.06,NAN,1.58,16.8
173/033/K069/10,42.33,0.06,20.67,3.9,5.49,0.3,25.08,1.37,0,359.690666027,50.96,12.61,2.78,NAN,0.93,2.21
EAK130,41.47,0.11,19.89,4.68,6.83,0.34,21.3,5.1,0.03,659.432887717,50.96,0,4,NAN,1.75,27.26
173/033/0004/234,41.48,0.14,20.51,4.91,6.39,0.32,21.34,5.04,0,839.27822073,51,10.24,3.36,NAN,2.9,27.99
PulsatorDump,42.434,0.041185389,21.109,3.816,6.477,0.295,21.7,4.919,0.007,246.9,51,10.09865,3.4,NAN,5.7,150.1
PulsatorDump,41.908,0.030743083,20.584,4.488,7.605,0.22,20.41,5.612,0.024,184.3,51,9.56655,5.3,NAN,3.1,50.1
EAK807,41.45,0.11,18.97,6.79,6.73,0.41,20.37,5.79,0,659.432887717,51.05,0,2.65,NAN,16.96,127.3
EAK807,41.49,0,18.44,6.7,6.65,0.25,19.88,5.66,0.03,0,51.05,0,2.65,NAN,16.96,127.3
EAF044,41.26,0.25,20.63,4.71,7.44,0.39,20.13,4.92,0.02,1498.71110845,51.1,0,4.4,NAN,17.55,191.8
173/033/0004/281,41.13,0.15,19.44,5.54,6.27,0.29,21.68,4.83,0.04,899.226665068,51.11,17.08,2.02,NAN,12.55,161.31
173/033/0004/234,41.14,0.2,17.06,8.92,6.22,0.41,19.57,6.74,0,1198.96888676,51.12,8.77,4.24,NAN,3.98,26.21
173/033/K069/10,41.79,0.12,19.97,5.25,5.92,0.29,22.28,5.04,0,719.381332054,51.13,7.49,2.49,NAN,5.63,43.74
EAF047,42.64,0.01,21.12,4.08,6.28,0.33,20.6,5.06,0,59.9484443379,51.14,0,3.92,NAN,0.616,25.57
173/033/0004/289,41.23,0.39,21.46,2.14,8.93,0.32,20.48,4.34,0.08,2337.98932918,51.15,17.97,12.72,NAN,21.27,69.93
173/033/0004/289,42.47,0.01,19.81,5.15,6.26,0.31,21.85,5.08,0.03,59.9484443379,51.16,15.1,3.4,NAN,0.95,13.43
173/033/0004/284,41.48,0.62,19.82,4.11,7.52,0.27,20.89,4.57,0.11,3716.80354895,51.17,14.08,8.7,NAN,13.87,84.02
Kamfersdam,42.837,0.171397275,21.782,2.3,5.909,0.251,22.151,4.492,0.068,1027.5,51.2,16.73375,3.8,NAN,21.9,64.9
PulsatorDump,41.618,0.271716809,19.21,5.804,6.536,0.326,20.711,5.395,0.061,1628.9,51.2,21.84565,6.8,NAN,12,66.7
EAK130,41.97,0,20.52,4.27,6.61,0.36,21.58,5.29,0,0,51.21,0,4.74,NAN,0.246,1.515
173/033/0004/234,41.46,0.11,20.8,5.27,6.11,0.37,21.98,5.08,0,659.432887717,51.22,4.86,2.61,NAN,0.77,46.36
EAK130,41.77,0.06,20.3,4.49,6.68,0.34,21.46,4.97,0.04,359.690666027,51.22,0,3.85,NAN,6.73,91.24
173/033/K054/6,42.84,0.26,19.65,4.69,6.08,0.28,21.56,4.76,0,1558.65955278,51.23,5.1,6.39,NAN,9.55,17.43
EAK130,41.83,0.01,20.75,4.71,6.6,0.37,21.71,5.08,0,59.9484443379,51.24,0,4.12,NAN,1.35,33.75
173/033/0004/289,41.59,0.34,21.56,1.77,9.88,0.39,19.57,4.46,0.06,2038.24710749,51.27,18.75,10.23,NAN,17.93,28.75
173/033/0004/289,41.68,0.01,20.48,5.73,5.85,0.32,22.65,3.88,0,59.9484443379,51.27,17.36,3.05,NAN,0.76,1.6
173/033/0004/289,41.33,0.01,20.41,5.43,5.92,0.3,22.72,3.98,0,59.9484443379,51.27,14.4,2.92,NAN,0.61,6.59
173/033/0004/289,41.09,0.36,19.79,4.29,9.36,0.39,19.23,5.04,0.04,2158.14399616,51.3,17.61,8.7,NAN,12.43,55.73
173/033/K061/73,41.71,0.21,21.9,1.53,10.64,0.35,18.73,4.47,0,1258.9173311,51.3,0,9.71,NAN,5.09,25.22
Barkley Commonage,42.08,0.03,19.54,5.44,6.3,0.25,20.33,5.03,,140.81,51.34,,3.22,0.93,1.622,46.22
Dutoitspan,41.389,0.1001176939,18.253,6.978,7.113,0.268,19.784,6.138,0.01,600.19,51.358,13.101615,3.873,NAN,11.567,109.861
173/033/0004/289,41.05,0.02,19.35,6.42,6.08,0.27,21.18,4.93,0,119.896888676,51.36,14.35,4.26,NAN,0.28,2.74
EAF044,41.99,0.05,21.82,3.48,5.77,0.29,22.55,3.67,0.02,299.742221689,51.38,0,4.06,NAN,1.588,27.07
Dutoitspan,41.69,0.02268649362,18.779,7.154,5.175,0.162,22.772,3.436,0.039,136.002,51.406,9.156017,1.6717,NAN,2.0031,64.985
173/033/0004/284,41.62,0.02,19.56,5.32,6.12,0.29,21.21,5.27,0.02,119.896888676,51.41,13.36,2.79,NAN,0.61,29.51
173/033/0004/289,41.09,0.04,19.99,5.34,6.34,0.26,21.06,5.3,0,239.793777351,51.43,24.35,3.3,NAN,1.85,40.27
173/033/0004/281,41.51,0.28,20.89,3.08,7.84,0.37,20.9,4.61,0.03,1678.55644146,51.45,14.76,7.24,NAN,11.27,89.98
173/033/K069/10,41.93,0.28,18.79,6.37,5.63,0.35,21.48,4.97,0,1678.55644146,51.46,12.23,6.36,NAN,7.1,49.56
173/033/K061/73,42.23,0.41,18.67,5.71,6.22,0.26,21.39,4.82,0,2457.88621785,51.48,25.18,8.13,NAN,15.12,42.88
EAK130,41.91,0.11,19.39,5.86,6.53,0.4,21.48,5.34,0.03,659.432887717,51.49,0,4,NAN,7.46,94.13
173/033/K115/1,41.95,0.21,18.42,7.41,5.28,0.32,21.01,5.94,0,1258.9173311,51.49,8.55,5.22,NAN,6.81,17.97
173/033/0004/284,41.72,0.23,22.04,1.47,9.34,0.36,20.1,4.58,0,1378.81421977,51.53,21.16,7.12,NAN,7.09,21.76
173/033/0004/289,41.5,0.01,20.84,4.73,5.34,0.29,24.06,2.41,0,59.9484443379,51.56,14.51,3.25,NAN,0.34,3.56
173/033/0004/234,41.43,0.16,18.97,7,6.17,0.4,20.79,5.71,0,959.175109406,51.56,9.12,4.08,NAN,3.2,36.08
173/033/0004/234,41.54,0.11,19.7,5.99,6.66,0.37,20.99,5.84,0,659.432887717,51.57,10.68,3.59,NAN,1.2,10.64
173/033/K061/73,42.88,0.17,20.7,3.52,5.59,0.23,22.49,4.25,0,1019.12355374,51.59,0,6.35,NAN,2.134,12.64
PulsatorDump,42.271,0.051927953,18.792,7.138,5.633,0.246,22.701,3.84,0.04,311.3,51.6,10.64605,1.8,NAN,3.1,83.3
173/033/0004/289,41.24,0.07,19.65,5.76,5.96,0.3,21.86,4.87,0,419.639110365,51.61,14.03,2.29,NAN,8.15,92.32
173/033/0004/289,41.04,0.16,17.35,8.54,6.15,0.31,20.65,5.71,0.04,959.175109406,51.62,14.69,3.5,NAN,7.74,76.54
EAF047,42.53,0,21.2,4.08,6.35,0.37,20.79,4.98,0,0,51.63,0,3.74,NAN,1.258,47.2
Dutoitspan,41.467,0.45780887733,19.055,5.137,6.66,0.268,21.578,4.998,0.041,2744.493,51.631,31.3281905,3.3,NAN,17.156,65.348
173/033/0004/234,41.21,0.4,18.03,7.12,8.02,0.46,19.48,5.99,0,2397.93777351,51.65,12.24,9.24,NAN,11.2,71.39
173/033/0004/289,41.83,0.19,17.24,8.25,5.79,0.32,21.11,5.6,0.04,1139.02044242,51.69,18.08,1.94,NAN,13.72,156.54
173/033/K115/1,41.17,0.45,18.14,6.68,6.28,0.34,20.25,5.84,0,2697.6799952,51.69,10.15,6.83,NAN,19.44,79.64
Kamfersdam,42.807,0.107025296,19.498,5.318,5.813,0.12,22.581,3.239,0.024,641.6,51.7,13.4536,2.5,NAN,4.5,67.5
EAK807,42.16,0.05,20.86,3.83,7.08,0.45,21.14,4.77,0,299.742221689,51.72,0,2.65,NAN,12.7,47.58
EAK807,41.91,0,21.16,3.51,6.95,0.29,20.79,4.69,0,0,51.72,0,2.65,NAN,12.7,47.58
173/033/0004/281,41.19,0.12,19.57,4.83,6.61,0.33,21.59,4.86,0.02,719.381332054,51.73,14.98,3.05,NAN,3.98,48.47
173/033/0004/234,40.87,0.36,20.22,3.45,10.36,0.38,18.69,5.17,0,2158.14399616,51.73,19.94,11.11,NAN,9.73,29.11
173/033/0004/284,40.63,0.18,18.23,7.16,6.02,0.32,20.84,5.22,0.04,1079.07199808,51.75,25.59,2.85,NAN,5.03,111.21
173/033/0004/281,42.24,0.01,21.4,3.34,5.53,0.22,23.88,2.91,0,59.9484443379,51.75,17.93,3.74,NAN,0.89,11.29
BoshofRoad Dump,41.779,0.0272817755,19.836,5.495,6.482,0.197,20.598,5.176,0,163.55,51.75,9.390175,2.22,NAN,4.23,81.37
173/033/K069/10,41.83,0.47,20.18,4.52,7.69,0.38,20.75,4.79,0,2817.57688388,51.78,14.55,6.27,NAN,25.43,131.42
EAF044,42.09,0.28,19.49,6.24,6.11,0.37,20.85,5.15,0.04,1678.55644146,51.79,0,5.06,NAN,11.65,102.11
EAK090,41.64,0.03,20.63,5.55,6.42,0.39,22.47,3.21,0.03,179.845333014,51.79,0,3.05,NAN,0.932,17.49
Kamfersdam,41.428,0.226611385,19.026,5.504,7.033,0.268,19.981,5.59,0.052,1358.5,51.8,19.54725,6.4,NAN,7.7,33.7
Wesselton,40.2,0.2385383,17.6,8.44,6.19,0.37,21.8,3.5,0.056,1430,51.8,20.155,2.84,NAN,0.98,38.9
AB0933,40.2,0.2385383,17.6,8.44,6.19,0.37,21.8,3.5,0.056,1430,51.8,13,2.84,NAN,0.98,38.9
EAK130,42.08,0.01,20.56,4.25,6.73,0.37,21.37,5.15,0.03,59.9484443379,51.81,0,4.01,NAN,2.75,38.69
173/033/K069/10,41.96,0.3,19.93,4.49,5.97,0.3,21.29,4.86,0,1798.45333014,51.82,9.4,9.26,NAN,6.57,14.58
173/033/K115/1,42.43,0.11,20.38,4.45,5.66,0.32,22.55,4.55,0,659.432887717,51.85,10.08,4.25,NAN,1.61,7.26
EAK090,40.98,0.03,20.74,5.1,6.38,0.37,20.67,5.3,0.06,179.845333014,51.85,0,4.14,NAN,2.32,46.03
173/033/K061/73,42.87,0.19,20.47,4.03,5.78,0.31,22.94,4.38,0,1139.02044242,51.91,0,6.24,NAN,2.158,20.09
173/033/0004/289,42.15,0.11,21.63,2.72,6.48,0.28,22.77,4.46,0.03,659.432887717,51.92,15.57,5.31,NAN,7.23,64.74
173/033/0004/289,40.87,0.14,17.5,8.05,6.16,0.35,20.3,5.79,0.03,839.27822073,51.93,14.93,3.4,NAN,4.94,69.43
173/033/0004/284,41.3,0.06,18.27,6.84,6.14,0.32,20.5,5.61,0,359.690666027,51.93,18.64,2.35,NAN,0.8,26.33
173/033/0004/289,41.47,0.05,19.93,5.4,6.47,0.28,21.09,4.98,0.06,299.742221689,51.95,12.61,3.17,NAN,2.24,33.41
Barkley Commonage,41.43,0.03,21.96,1.28,8.51,0.35,21.15,4.66,,269.35,51.92,,5.46,0.378,8.39,55.6
BoshofRoad Dump,40.982,0.2355941035,17.867,7.121,6.373,0.178,19.825,5.711,0.039,1412.35,51.99,20.004975,4.47,NAN,8.34,125.18
PulsatorDump,42.371,0.016480828,20.985,3.504,6.35,0.236,21.404,5.09,0.036,98.8,52,8.8398,2.9,NAN,1.09,52.5
173/033/0004/289,41.38,0.12,19.29,6.11,6.13,0.21,21.56,4.86,0.01,719.381332054,52.01,14.13,3.02,NAN,5.01,19.47
173/033/0004/281,41.27,0.07,19.31,5.31,6.56,0.25,20.87,5.44,0,419.639110365,52.02,15.28,4.15,NAN,1.86,14.81
EAK130,42.06,0.04,20.02,4.71,6.88,0.35,21.28,5.09,0,239.793777351,52.04,0,9.13,NAN,6.84,69.97
173/033/0004/289,41.2,0.16,18.1,7.41,5.98,0.3,20.48,5.89,0.03,959.175109406,52.04,13.51,2.62,NAN,4.92,153.44
173/033/0004/234,41.77,0.34,21.52,4.14,6.72,0.32,21.71,4.72,0,2038.24710749,52.05,7,3.48,NAN,9.86,55.39
EAK130,41.63,0.02,20.6,4.87,6.57,0.32,21,5.45,0,119.896888676,52.06,0,3.19,NAN,3.62,55.28
EAF047,42.08,0.55,20.08,4.46,7.59,0.36,19.71,5.22,0.05,3297.16443858,52.07,0,8.68,NAN,20.68,83.95
Kamfersdam,42.057,0.064622194,18.279,6.053,6.506,0.181,20.591,5.774,0.024,387.4,52.1,11.2929,5.1,NAN,5.3,48.1
173/033/0004/284,41.72,0.2,19.19,5.78,5.98,0.33,21.42,4.94,0.05,1198.96888676,52.11,12.04,2.59,NAN,8.36,42.93
173/033/0004/234,41.3,0.31,19.89,4.11,10.56,0.47,18.16,5.02,0,1858.40177447,52.11,21.03,10.14,NAN,7.79,25.08
Barkley Commonage,41.61,0.55,19.88,5.51,8.97,0.36,17.86,5.38,,3350.45,52.1,,10.67,0.297,31.45,125.15
173/033/0004/234,40.92,0.38,20.06,5.33,7.29,0.3,19.71,5.24,0,2278.04088484,52.14,6.46,6.11,NAN,6.96,23.04
Dutoitspan,42.293,0.59497273689,22.178,1.907,6.992,0.23,22.329,4.064,0.092,3566.769,52.152,38.3175365,8.041,NAN,16.142,28.792
173/033/0004/281,41.18,0.28,21.27,2.39,10.51,0.32,19.52,4.72,0.03,1678.55644146,52.16,24.87,7.91,NAN,4.65,15.01
173/033/0004/281,41.62,0.06,19.45,5.68,5.53,0.28,22.68,3.72,0.04,359.690666027,52.17,14.64,2.26,NAN,6.84,119.94
EAK807,42.39,0.01,20.42,4.12,6.31,0.3,20.73,5.12,0,59.9484443379,52.23,0,3.07,NAN,1.45,24.72
EAK807,41.94,0,21.17,3.96,6.36,0.21,21.38,5.08,0.02,0,52.23,0,3.07,NAN,1.45,24.72
EAK130,42.27,0.17,20.24,4.01,6.82,0.34,22.12,4.6,0.01,1019.12355374,52.25,0,4.25,NAN,17.67,117.72
173/033/0004/289,41.06,0.27,17.72,7.64,6.04,0.33,20.58,5.62,0.03,1618.60799712,52.26,14.51,2.8,NAN,12.21,124.89
173/033/0004/234,40.93,0.43,17.49,7.34,7.89,0.5,18.89,6.02,0,2577.78310653,52.26,12.62,9.46,NAN,9.11,61.95
Dutoitspan,41.944,0.04054567265,20.192,4.322,6.143,0.201,21.869,5.085,0.033,243.065,52.273,10.0660525,2.755,NAN,1.4233,18.1
EAF047,42.51,0.04,20.93,4.58,6.6,0.34,19.97,5.11,0,239.793777351,52.29,0,4.55,NAN,4.64,111.94
173/033/0004/281,41.4,0.35,19.37,5.35,6.7,0.33,21.83,4.62,0.06,2098.19555183,52.3,13.33,2.93,NAN,18.06,133.96
FrankSmith,40.8,0.12,19.5,6.09,7.36,0.35,19.5,6.1,0,719.381332054,52.31,12.04,5.461,NAN,3.6488,186.39
173/033/0004/281,41.37,0.24,22.01,1.56,9.97,0.33,19.5,4.45,0.03,1438.76266411,52.31,18.47,8.56,NAN,7.04,25.76
173/033/0004/281,41.36,0.22,18.92,5.73,6.7,0.34,21.5,4.98,0.06,1318.86577543,52.31,12.49,3.38,NAN,19.06,108.17
173/033/0004/289,41.19,0.07,19.6,5.71,5.94,0.34,21.61,4.76,0.03,419.639110365,52.33,15.12,2.29,NAN,8.25,101.48
173/033/0004/289,41.8,0.28,19.56,5.29,6.46,0.28,21.67,4.9,0.06,1678.55644146,52.36,14.79,4.26,NAN,11.41,91.83
Kamfersdam,42.632,0.024737923,19.737,5.041,6.082,0.182,21.932,3.936,0.037,148.3,52.4,9.26055,8.4,NAN,1.14,6.5
173/033/K061/73,42.82,0.17,20.84,3.55,5.87,0.24,22.53,4.22,0,1019.12355374,52.42,0,6.49,NAN,1.932,11.33
173/033/0004/234,41.79,0.14,19.43,6.37,6.36,0.34,21.34,5.61,0,839.27822073,52.45,10.77,3.13,NAN,1.43,9.38
173/033/0004/234,41.73,0.1,20.74,5.28,5.88,0.3,22.14,3.93,0,599.484443379,52.46,7.76,2.48,NAN,0.15,1.52
EAK130,41.9,0.04,19.4,4.71,6.45,0.37,20.91,5.34,0,239.793777351,52.48,0,3.95,NAN,2.79,29.46
173/033/K061/73,43.2,0.39,20.7,3.8,5.85,0.3,21.69,4.78,0,2337.98932918,52.49,12.85,8.87,NAN,12.77,25.05
PulsatorDump,41.988,0.043504048,19.077,6.473,6.134,0.216,21.057,5.439,0.062,260.8,52.5,10.2168,2.1,NAN,9.1,120.2
173/033/0004/284,41.74,0.04,19.37,5.65,6.41,0.34,20.69,5.46,0.01,239.793777351,52.51,13.89,4.16,NAN,2.71,27.77
173/033/K069/10,42.3,0.28,18.78,6.27,5.76,0.31,21.54,5.06,0,1678.55644146,52.52,6.71,6.16,NAN,7.58,50.98
173/033/0004/289,42.07,0.18,19.87,5.14,6.72,0.32,21.31,5.01,0.04,1079.07199808,52.53,14.39,4.6,NAN,8.87,83.85
173/034/K001/167,42.47,0.11,17.59,7.4,6.36,0.14,19.86,6.52,0,659.432887717,52.53,13.73,4.76,NAN,2.69,11.51
Kamfersdam,41.96,0.040001038,22.48,2.15,5.8,0.28,22.55,4.79,0.01,239.8,52.564,9.9957,7.8242,NAN,8.8414,18.913
Barkley Commonage,41.43,0.03,20.51,4.3,6.97,0.29,21.3,5.31,,108.58,52.68,,3.98,1.3,1.06,15.23
173/033/K069/10,41.95,0.26,19.64,4.75,5.98,0.27,22.24,4.59,0,1558.65955278,52.62,18.79,4.45,NAN,0.66,9.59
BoshofRoad Dump,41.103,0.2384282054,16.615,9.703,5.194,0.145,20.023,6.414,0.041,1429.34,52.62,20.14939,2.32,NAN,36.07,201.44
173/033/0004/284,41.95,0.06,20.19,4.41,6.49,0.34,21.72,4.66,0.03,359.690666027,52.65,15.6,3.39,NAN,3.95,53.84
Dutoitspan,41.927,0.03632704775,18.62,7.353,5.806,0.126,22.773,3.181,0.023,217.775,52.657,9.8510875,1.4484,NAN,3.513,104.496
Dutoitspan,41.484,0.11385766679,18.815,6.597,6.216,0.246,20.783,5.745,0.018,682.559,52.669,13.8017515,6.704,NAN,2.1409,32.573
Kamfersdam,41.428,0.2769046,19.737,4.577,7.281,0.288,20.48,4.981,0.023,1660,52.7,22.11,5.8,NAN,28.4,107.2
173/033/0004/289,41.26,0.34,19.84,5.2,6.04,0.38,21.64,4.51,0.05,2038.24710749,52.7,12.51,4.29,NAN,19.14,92.55
EAF044,42.33,0.03,20.96,4.71,6.44,0.36,21.33,5.29,0.03,179.845333014,52.72,0,18.85,NAN,13.6,52.73
173/033/0004/289,41.79,0.3,19.43,5.69,6.11,0.31,21.49,5.12,0.09,1798.45333014,52.73,14.27,2.43,NAN,15.72,107.09
173/033/0004/289,40.85,0.03,19.93,5.6,6.08,0.26,20.75,5.43,0.03,179.845333014,52.89,13.31,2.93,NAN,2.2,70.91
PulsatorDump,42.206,0.157101658,20.274,4.593,7.115,0.275,21.004,5.186,0.066,941.8,52.9,16.0053,3.1,NAN,13.7,218.6
173/033/0004/289,41.54,0.02,20.79,4.19,6.45,0.26,21.18,4.92,0.02,119.896888676,52.92,13.31,3.19,NAN,2.77,37.62
173/033/0004/281,40.85,0.3,21.48,1.89,9.37,0.43,20.13,4.81,0.06,1798.45333014,52.97,15.41,9.98,NAN,11.32,55.69
173/033/0004/289,41.49,0,19.86,5.51,6.4,0.3,21.17,5.16,0.01,0,52.98,11.85,2.47,NAN,0.18,6.17
Dutoitspan,41.3,0.14344592416,17.675,7.977,6.186,0.229,20.114,6.321,0.02,859.936,52.982,15.309456,3.757,NAN,4.37,51.055
173/033/0004/289,41.28,0.03,18.35,7.33,6.05,0.34,21.02,5.27,0.01,179.845333014,52.99,14.06,2.9,NAN,1.17,12.92
173/033/0004/284,41.31,0.03,17.19,8.36,6.2,0.27,21.97,3.6,0.02,179.845333014,53,15.22,2.31,NAN,1.23,23.46
PulsatorDump,42.177,0.029758904,20.532,4.531,6.094,0.262,21.137,5.556,0.002,178.4,53,9.5164,2.4,NAN,2.12,37.9
173/034/K007/203,42.36,0.61,20.23,4.04,5.96,0.02,21.58,5.17,0,3656.85510461,53,12.65,16.18,NAN,15.64,95.88
173/033/0004/234,41.25,0.35,20.24,3.97,10.72,0.47,18.76,4.87,0,2098.19555183,53.01,20.49,10.12,NAN,10.58,31.66
173/033/K017/6,42.79,0.14,21.76,2.56,8.65,0.54,19.34,4.57,-0.99,839.27822073,53.03,8.39,4.65,NAN,16.41,19.13
EAF047,42.28,0.06,18.36,7.58,6.77,0.41,19.67,5.87,0.07,359.690666027,53.06,0,3.95,NAN,3.49,100.35
173/033/0004/289,42.23,0.05,19.27,6.23,6.08,0.37,21.89,4.86,0,299.742221689,53.06,15.77,3.21,NAN,0.5,7.82
173/033/0004/281,41.04,0.34,18.35,6.91,6.97,0.33,20.18,5.66,0.01,2038.24710749,53.06,13.5,5.09,NAN,8.9,34.63
173/033/0004/281,41.83,0.22,21.28,2.97,7.81,0.31,20.97,4.69,0.05,1318.86577543,53.08,13.89,5.78,NAN,10.66,88.2
EAF044,41.71,0.06,20.07,5.55,6.28,0.32,20.96,5.33,0.02,359.690666027,53.08,0,3.27,NAN,5.28,93.62
EAK806,41.93,0.03,20.29,4.42,6.48,0.4,21.53,4.28,0.05,179.845333014,53.11,0,1.87,NAN,4.13,32.25
EAK806,41.83,0,20.6,4.56,6.47,0.26,21.71,4.26,0,0,53.11,0,1.87,NAN,4.13,32.25
173/033/K061/73,42.36,0.06,18.1,8.34,5.37,0.3,24.85,1.91,0,359.690666027,53.13,7.19,2.04,NAN,1.19,11.25
173/033/0004/234,41.25,0.36,18.15,6.29,8.99,0.37,19.17,5.81,0,2158.14399616,53.17,16.63,9.91,NAN,10.25,44.28
173/033/0004/281,40.7,0.23,21.92,1.5,9.74,0.36,19.8,4.31,0.05,1378.81421977,53.22,20.25,9.47,NAN,7.62,27.7
EAF047,42.43,0,20.67,4.75,6.43,0.36,20.38,5.18,0,0,53.24,0,15.86,NAN,11.33,55.82
173/034/K007/203,42.63,0.59,21.04,3.99,6.13,0.03,20.9,5.21,0,3536.95821593,53.24,13.87,16.34,NAN,17.5,113.67
Barkley Commonage,41.44,0.14,20.02,4.96,9.06,0.41,18.64,5.69,,889.28,53.3,,10.21,0.52,5.56,13.06
Barkley Commonage,41.2,0.17,19.38,4.94,8.98,0.39,18.71,5.61,,886.18,53.27,,8.38,0.96,14.53,85.71
PulsatorDump,42.151,0.035597254,19.483,6.081,6.398,0.149,20.994,5.77,0.01,213.4,53.3,9.8139,2,NAN,2.6,80.1
Kamfersdam,43.05,0.1900049305,23.31,1.58,6.6,0.25,21.67,4.54,0.03,1139.05,53.312,13.423,13.013,NAN,30.172,14.517
173/034/K001/167,42.6,0.63,17.66,6.8,5.88,0.12,20.79,5.39,0,3776.75199329,53.37,13.39,8.87,NAN,12.1,38.14
Kamfersdam,41.354,0.117250749,19.276,5.483,6.01,0.272,21.398,5.125,0.039,702.9,53.4,13.97465,5.4,NAN,2.8,10.3
EAF047,41.41,0.37,17.01,8.86,6.27,0.38,19.17,5.95,0,2218.0924405,53.41,0,5.83,NAN,18.76,95.57
Barkley Commonage,41.47,0.22,20.31,4.7,6.45,0.25,20.81,4.85,,1282.5,53.45,,3.06,0.22,32.33,195.99
173/033/0004/289,41.68,0.07,19.28,5.6,6.21,0.34,21.52,4.82,0.02,419.639110365,53.46,14.19,4.19,NAN,12.86,109.33
173/033/K115/1,42.3,0.46,18.52,6.39,6.1,0.31,21.23,5.09,0,2757.62843954,53.48,11,9.42,NAN,13.19,44.03
173/033/0004/234,40.5,0.38,18.75,6.52,8.84,0.4,17.86,5.9,0,2278.04088484,53.5,15.04,10.3,NAN,8.27,39.28
173/033/0004/234,41.4,0.36,21.49,3.54,7.57,0.36,20.21,4.9,0,2158.14399616,53.51,7.27,6.01,NAN,7.96,68.48
173/033/0087/5,42.76,0.17,19.62,5.96,6.7,0.34,19.71,5.15,0,1019.12355374,53.52,0,4.84,NAN,16.71,128.7
173/033/0004/289,43.04,0.17,21.59,2.7,7.37,0.32,21.9,4.37,0.04,1019.12355374,53.54,19.49,6.59,NAN,7.64,44.39
173/033/0004/284,41.8,0.08,20.74,4.3,6.29,0.27,21.35,5.05,0.02,479.587554703,53.62,13.79,3.76,NAN,2.62,42
EAF044,41.75,0.04,20.84,4.95,6.46,0.34,19.48,5.2,0,239.793777351,53.63,0,3.42,NAN,5.29,79.35
BoshofRoad Dump,41.745,0.037115225,20.057,4.984,6.945,0.217,19.87,5.606,0.018,222.5,53.64,9.89125,6.19,NAN,3.61,43.13
EAK130,41.98,0.07,20.12,4.68,6.72,0.34,21.42,5.24,0,419.639110365,53.66,0,3.93,NAN,2.003,45.22
EAK130,42.16,0.02,19.95,5,6.56,0.33,21.44,5.29,0.03,119.896888676,53.67,0,3.57,NAN,0.928,56.13
173/033/K115/1,42.83,0.08,20.87,4.01,5.67,0.23,21.78,4.49,0,479.587554703,53.68,11.07,4.27,NAN,2.08,9.82
Kamfersdam,41.966,0.083822025,19.065,5.758,7.374,0.255,20.179,5.471,0.041,502.5,53.7,12.27125,4.4,NAN,15.1,154.5
PulsatorDump,41.893,0.010992779,19.154,6.079,6.679,0.278,20.734,5.736,0.008,65.9,53.7,8.56015,2.3,NAN,2.16,60.7
PulsatorDump,42.67,0.263109413,20.167,5.085,5.688,0.185,22.222,4.72,0.041,1577.3,53.7,21.40705,2.4,NAN,11.8,92.8
173/033/0004/289,42.56,0.07,20.14,4.28,6.4,0.34,22.13,4.71,0.04,419.639110365,53.72,14.92,3.31,NAN,4.09,43.31
173/033/0004/234,40.52,0.32,20.32,3.9,10.76,0.52,18.32,4.98,0,1918.35021881,53.73,25.19,9.83,NAN,9.68,31.08
173/033/0004/281,41.1,0.27,21.79,1.56,9.77,0.38,20.02,4.32,0.03,1618.60799712,53.74,17.85,10.31,NAN,6.93,26.12
173/033/0004/289,40.54,0.22,18.52,7.11,6.91,0.32,20.23,5.25,0.04,1318.86577543,53.75,13.65,4.67,NAN,6.6,94.17
173/033/0087/14,42.11,0.06,19.4,5.86,6.45,0.28,19.96,5.16,0,359.690666027,53.76,0,3.56,NAN,10,48.3
173/033/0004/281,40.23,0.55,16.69,7.7,8.94,0.4,18.13,6.34,0.01,3297.16443858,53.76,14.06,7.31,NAN,19.07,104.47
173/033/0004/289,42.72,0.29,21.16,3.39,6.68,0.34,22.44,4.52,0.01,1738.5048858,53.77,16.73,5.77,NAN,11.92,49.6
173/033/K115/1,41.52,0.14,16.49,9.79,5.3,0.39,21.17,5.09,0,839.27822073,53.79,8.94,4.35,NAN,3.37,38.54
