,Data Source,Unnamed: 1,T (C),P (kbar),T_K,SiO2_Liq,TiO2_Liq,Al2O3_Liq,FeOt_Liq,MnO_Liq,MgO_Liq,CaO_Liq,Na2O_Liq,K2O_Liq,Cr2O3_Liq,P2O5_Liq,H2O_Liq,Unnamed: 17,SiO2_Amp,TiO2_Amp,Al2O3_Amp,FeOt_Amp,MnO_Amp,MgO_Amp,CaO_Amp,Na2O_Amp,K2O_Amp,Cr2O3_Amp,SiO2_Amp_cat_prop,MgO_Amp_cat_prop,FeOt_Amp_cat_prop,CaO_Amp_cat_prop,Al2O3_Amp_cat_prop,Na2O_Amp_cat_prop,K2O_Amp_cat_prop,MnO_Amp_cat_prop,TiO2_Amp_cat_prop,Cr2O3_Amp_cat_prop,F_Amp_cat_prop,Cl_Amp_cat_prop,Si_Amp_13_cat,Mg_Amp_13_cat,Fet_Amp_13_cat,Ca_Amp_13_cat,Al_Amp_13_cat,Na_Amp_13_cat,K_Amp_13_cat,Mn_Amp_13_cat,Ti_Amp_13_cat,Cr_Amp_13_cat,F_Amp_13_cat,Cl_Amp_13_cat,cation_sum_Si_Mg,Si_T,Al_IV_T,Ti_T,Cr_C,Fe3_C,Mg_C,Fe2_C,Mn_C,Ca_B,Na_B,Na_A,K_A,Al_VI_C,Ti_C,Charge,Sum_input,H2O_calc,Fe3_calc,Fe2_calc,Fe2O3_calc,FeO_calc,"O=F,Cl",Total_recalc,Total,Fail Msg,Input_Check,Mgno_Fe2,Mgno_FeT,Na_calc,B_Sum,A_Sum,class,classification
68,"Freise et al., 2009",Calib data,900,5.0,1173.15,66.47,0.61,17.7,2.95,0.08,1.34,4.89,3.45,2.51,,,5.36,,42.65,1.81,12.96,10.8,0.2,14.13,12.06,2.17,0.74,,0.7098395579522002,0.3505855498213577,0.15032152103109428,0.21505376344086022,0.2542148468532086,0.07002371771083754,0.015712086628801955,0.0028194031323568805,0.022653883701719696,0.0,0.0,0.0,6.1914244659390265,3.057907841640472,1.3111474735981925,1.8757606807673384,2.2173348960046075,0.6107669742746036,0.13704533154669382,0.024591643755918983,0.1975936790617826,0.0,0.0,0.0,1.4904347624919374,6.1914244659390265,1.8085755340609735,0.0,0.0,0.5052951466377991,3.057907841640472,0.8058523269603934,0.024591643755918983,1.8757606807673384,0.12423931923266163,0.48652765504194195,0.13704533154669382,0.40875936194363405,0.1975936790617826,45.4947048533622,97.52,1.949030074027918,0.5052951466377991,0.8058523269603934,4.625569287621648,6.637853717010165,-0.0,99.93245307865972,,,True,0.791433139792368,0.6999013793610965,0.12423931923266163,2.0,0.6235729865886358,N/A,Mg-hastingsite
69,"Freise et al., 2009",Calib data,960,5.0,1233.15,63.3,0.62,15.61,4.52,0.1,5.2,7.8,2.69,0.16,,,9.48,,42.37,1.15,13.35,8.24,0.17,17.06,12.53,2.53,0.08,,0.7051794154849876,0.4232830488289003,0.11468975308298304,0.22343479733946753,0.2618648306705505,0.08164055567208248,0.0016986039598704816,0.0023964926625033483,0.01439335152319207,0.0,0.0,0.0,6.023978763647278,3.6158856046634735,0.9797345495467714,1.9086865621383695,2.2369742284955696,0.6974125489507543,0.01451028484016319,0.020471982858756645,0.12295487078814922,0.0,0.0,0.0,1.521806892253117,6.023978763647278,1.9760212363527216,0.0,0.0,0.9398625445659192,3.6158856046634735,0.039872004980852194,0.020471982858756645,1.9086865621383695,0.09131343786163049,0.6060991110891238,0.01451028484016319,0.26095299214284795,0.12295487078814922,45.06013745543408,97.48,1.9900551667925375,0.9398625445659192,0.039872004980852194,8.784781857747877,0.3353411607197157,-0.0,100.35017818526015,,,True,0.9890933674388955,0.7868112427331065,0.09131343786163049,2.0,0.620609395929287,N/A,Mg-hastingsite
70,"Freise et al., 2009",Calib data,960,5.0,1233.15,64.87,0.57,16.02,3.82,0.04,2.54,7.89,3.71,0.56,,,7.82,,43.39,1.22,12.51,8.9,0.22,16.98,12.17,2.41,0.07,,0.7221556487584049,0.42129813418023027,0.12387606825710547,0.21701528201287468,0.24538794244858328,0.07776827635166751,0.0014862784648866714,0.0031013434455925684,0.015269468572429848,0.0,0.0,0.0,6.131600352285307,3.5771122089787264,1.0517933981003795,1.842609667222313,2.0835131553027106,0.6603063916959437,0.012619530948157131,0.026332548386552797,0.1296483369463232,0.0,0.0,0.0,1.5310886056623463,6.131600352285307,1.8683996477146927,0.0,0.0,1.0358442091453028,3.5771122089787264,0.015949188955076687,0.026332548386552797,1.842609667222313,0.1573903327776871,0.5029160589182566,0.012619530948157131,0.21511350758801795,0.1296483369463232,44.9641557908547,97.86999999999999,2.0021927920199913,1.0358442091453028,0.015949188955076687,9.740962232116912,0.13495785575052213,-0.0,100.84811287988742,,,True,0.9955611142731243,0.7727770908761146,0.1573903327776871,2.0,0.5155355898664138,N/A,Mg-hastingsite
71,"Freise et al., 2009",Calib data,1000,4.953,1273.15,51.51,1.59,18.41,10.96,0.16,4.36,9.39,3.49,0.13,,,6.4,,41.38,2.6,13.41,12.39,0.14,13.38,11.98,2.65,0.08,,0.6887024831902004,0.33197697499007545,0.1724521894051165,0.21362720447939515,0.2630417512578339,0.08551283499249746,0.0016986039598704816,0.0019735821926498164,0.03254149040026034,0.0,0.0,0.0,6.006038453391349,2.8951056894625435,1.503921513598799,1.863000694945077,2.293935206366383,0.7457405596163776,0.014813189946416167,0.017211220852690938,0.2837879163282361,0.0,0.0,0.0,1.4906884714361364,6.006038453391349,1.9939615466086513,0.0,0.0,0.6398569147414932,2.8951056894625435,0.8640645988573059,0.017211220852690938,1.863000694945077,0.13699930505492297,0.6087412545614547,0.014813189946416167,0.2999736597577316,0.2837879163282361,45.36014308525851,98.01,1.94936184726264,0.6398569147414932,0.8640645988573059,5.858370751693327,7.118563224901106,-0.0,100.54629582385708,,,True,0.7701448637370729,0.6581240705781043,0.13699930505492297,2.0,0.6235544445078708,N/A,Mg-hastingsite
72,"Freise et al., 2009",Calib data,1000,4.953,1273.15,54.11,1.9,16.91,12.17,0.26,2.76,7.81,3.8,0.29,,,3.45,,40.36,4.47,13.06,14.86,0.17,11.43,10.67,2.71,0.1,,0.6717262499167831,0.28359468042874153,0.20683127801130194,0.19026730148540452,0.2561763811653475,0.08744897465270494,0.002123254949838102,0.0023964926625033483,0.05594633157275526,0.0,0.0,0.0,5.913598087944449,2.4966494314348835,1.8208564133473542,1.675034063953626,2.2552701461698184,0.7698643448324438,0.018692252108856396,0.021097723110431354,0.49252819799306397,0.0,0.0,0.0,1.4766714137574326,5.913598087944449,2.0864019120555506,0.0,0.0,0.7938525571066108,2.4966494314348835,1.0270038562407433,0.021097723110431354,1.675034063953626,0.3249659360463739,0.4448984087860699,0.018692252108856396,0.16886823411426777,0.49252819799306397,45.20614744289339,97.82999999999998,1.9310318487597196,0.7938525571066108,1.0270038562407433,7.199972011656381,8.381373287793748,-0.0,100.48237714820984,,,True,0.7085400371731224,0.578261969107029,0.3249659360463739,2.0,0.4635906608949263,N/A,Tschermakitic pargasite
73,"Freise et al., 2009",Calib data,1000,4.953,1273.15,41.38,2.6,13.41,12.39,0.14,13.38,11.98,2.65,0.08,,,5.08,,40.63,3.71,13.64,12.89,0.11,12.5,11.05,2.65,0.07,,0.6762199587244524,0.3101429138547042,0.17941151908248198,0.19704345655236363,0.26755328017575347,0.08551283499249746,0.0014862784648866714,0.0015506717227962842,0.046434203609602244,0.0,0.0,0.0,5.934506853542676,2.721814439373014,1.5745156230050672,1.7292535191677658,2.3480477829815607,0.7504607025886791,0.013043580897524153,0.013608696176149425,0.4075066049215328,0.0,0.0,0.0,1.4813125471697905,5.934506853542676,2.0654931464573236,0.0,0.0,0.745913978268284,2.721814439373014,0.8286016447367832,0.013608696176149425,1.7292535191677658,0.2707464808322342,0.47971422175644496,0.013043580897524153,0.28255463652423707,0.4075066049215328,45.254086021731716,97.25,1.9371010232220338,0.745913978268284,0.8286016447367832,6.78644821972121,6.783467273746297,-0.0,99.86701651668953,,,True,0.766618439893492,0.6335207956221245,0.2707464808322342,2.0,0.4927578026539691,N/A,Tschermakitic pargasite
74,"Freise et al., 2009",Calib data,1000,4.929,1273.15,50.64,2.6,17.68,11.17,0.3,4.19,9.02,3.03,1.35,,,6.75,,40.62,4.14,13.64,12.82,0.15,12.0,11.4,2.39,0.76,,0.676053525064909,0.29773719730051607,0.1784372129276508,0.20328465200877335,0.26755328017575347,0.07712289646493167,0.016136737618769575,0.00211455234926766,0.05181606548349145,0.0,0.0,0.0,5.96364609908459,2.626418189392805,1.574041624448806,1.793227425061489,2.360157911260389,0.6803213704255673,0.14234641013503654,0.01865302287686391,0.4570831529365469,0.0,0.0,0.0,1.4737118333015884,5.96364609908459,2.03635390091541,0.0,0.0,0.38926095401375704,2.626418189392805,1.184780670435049,0.01865302287686391,1.793227425061489,0.20677257493851098,0.4735487954870563,0.14234641013503654,0.3238040103449791,0.4570831529365469,45.61073904598624,97.92000000000002,1.9271616281636157,0.38926095401375704,1.184780670435049,3.523388284579039,9.649610251124162,-0.0,100.20016016386684,,,True,0.6891317629937148,0.6252692099893615,0.20677257493851098,2.0,0.6158952056220929,N/A,Mg-hastingsite
75,"Freise et al., 2009",Calib data,1000,4.929,1273.15,52.63,2.37,18.62,9.56,0.09,3.39,8.4,3.37,1.57,,,5.03,,41.22,4.52,13.59,13.87,0.16,10.68,11.19,2.37,0.76,,0.6860395446375074,0.2649861055974593,0.19305180525011828,0.1995399347349275,0.266572513019684,0.07647751657819585,0.016136737618769575,0.0022555225058855043,0.05657212946506796,0.0,0.0,0.0,6.069173123848157,2.344247591638558,1.70786777102401,1.7652661839887573,2.3582820323143165,0.67657220611137,0.1427565728943133,0.01995388848931163,0.5004755926856485,0.0,0.0,0.0,1.4694776204757223,6.069173123848157,1.9308268761518432,0.0,0.0,0.15255938763486654,2.344247591638558,1.5553083833891435,0.01995388848931163,1.7652661839887573,0.23473381601124266,0.4418383901001274,0.1427565728943133,0.4274551561624733,0.5004755926856485,45.84744061236513,98.36,1.9216245806220984,0.15255938763486654,1.5553083833891435,1.3769209431706362,12.631028961143237,-0.0,100.41957448493596,,,True,0.6011575693876031,0.578524395736403,0.23473381601124266,2.0,0.5845949629944407,N/A,kaersutite
76,"Freise et al., 2009",Calib data,1000,4.929,1273.15,53.28,1.98,18.1,10.78,0.17,2.82,7.24,3.73,1.9,,,4.1,,40.04,5.31,13.42,14.62,0.13,11.09,10.6,2.43,0.86,,0.6664003728113973,0.27515879317189357,0.2034907997661665,0.18901906239412256,0.2632379046890478,0.07841365623840334,0.018259992568607677,0.001832612036031972,0.0664597361636086,0.0,0.0,0.0,5.867073618620101,2.4225330030045735,1.7915588760900554,1.6641478601074042,2.3175799849965673,0.6903638002406793,0.16076329643020412,0.016134549391694102,0.58511996789701,0.0,0.0,0.0,1.4765802186381456,5.867073618620101,2.1329263813798987,0.0,0.0,0.5986100250835094,2.4225330030045735,1.192948851006546,0.016134549391694102,1.6641478601074042,0.33585213989259577,0.35451166034808357,0.16076329643020412,0.1846536036166686,0.58511996789701,45.40138997491649,98.5,1.9309125936037288,0.5986100250835094,1.192948851006546,5.428853526795252,9.735048305964245,-0.0,100.97481442636321,,,True,0.6700442986090348,0.5748647804814924,0.33585213989259577,2.0,0.5152749567782877,N/A,kaersutite
77,"Freise et al., 2009",Calib data,1000,4.929,1273.15,54.62,1.78,17.58,10.36,0.18,2.61,6.72,3.92,2.24,,,3.92,,40.78,5.22,13.38,14.95,0.18,10.4,10.3,2.4,0.88,,0.678716463617602,0.2580389043271139,0.2080839573532277,0.18366946628862854,0.26245329096419223,0.07744558640829959,0.018684643558575298,0.002537462819121192,0.06533329995744575,0.0,0.0,0.0,5.981245299607816,2.273989311230367,1.833757185156498,1.6186024515522672,2.3128914607125584,0.6824956730989186,0.16465997577825314,0.022361602190851322,0.5757551411019073,0.0,0.0,0.0,1.4751633790387029,5.981245299607816,2.0187547003921837,0.0,0.0,0.4887471058862971,2.273989311230367,1.3450100792702009,0.022361602190851322,1.6186024515522672,0.38139754844773277,0.3010981246511858,0.16465997577825314,0.2941367603203746,0.5757551411019073,45.5112528941137,98.49000000000001,1.929059803358304,0.4887471058862971,1.3450100792702009,4.428242683391707,10.965410714054507,-0.0,100.8627132008045,,,True,0.628347525340654,0.5535856005794288,0.38139754844773277,2.0,0.46575810042943894,N/A,kaersutite
78,"Freise et al., 2009",Calib data,1000,4.929,1273.15,55.31,1.66,17.73,10.16,0.19,2.44,6.0,3.74,2.75,,,2.04,,40.68,5.34,12.73,15.12,0.15,10.19,11.01,2.23,1.03,,0.6770521270221689,0.25282850337435486,0.21045012944353197,0.19633017707163108,0.249703317935289,0.07195985737104503,0.02186952598333245,0.00211455234926766,0.06683521489899621,0.0,0.0,0.0,6.0327451063351365,2.252780628844748,1.875176131728618,1.7493629628845575,2.2249342542283115,0.6411847184013527,0.1948642808849754,0.018841319343076594,0.5955225595201099,0.0,0.0,0.0,1.4589838450236086,6.0327451063351365,1.9672548936648635,0.0,0.0,0.18375548900574046,2.252780628844748,1.6914206427228775,0.018841319343076594,1.7493629628845575,0.2506370371154425,0.3905476812859102,0.1948642808849754,0.257679360563448,0.5955225595201099,45.81624451099426,98.48000000000002,1.907901951184719,0.18375548900574046,1.6914206427228775,1.6466371011318848,13.638334919714682,-0.0,100.55287397203129,,,True,0.5711626952418122,0.5457374579020157,0.2506370371154425,2.0,0.5854119621708856,N/A,kaersutite
79,"Freise et al., 2009",Calib data,1040,4.893,1313.15,50.25,2.88,17.79,11.29,0.14,4.38,7.77,3.9,1.6,,,2.84,,39.24,5.96,13.87,12.74,0.1,12.04,10.95,2.31,0.78,,0.6530856800479329,0.29872965462485107,0.17732372017927234,0.19526025785053228,0.27206480909367303,0.07454137691798836,0.016561388608737196,0.0014097015661784403,0.07459510876367369,0.0,0.0,0.0,5.747403185800173,2.62893494856271,1.5605163999331426,1.7183647755803593,2.394274133241335,0.6559925600281639,0.14574653917407102,0.012405911689698677,0.656465420772941,0.0,0.0,0.0,1.4772086742755814,5.747403185800173,2.252596814199827,0.0,0.0,0.5595200032494887,2.62893494856271,1.000996396683654,0.012405911689698677,1.7183647755803593,0.28163522441964073,0.37435733560852313,0.14574653917407102,0.14167731904150793,0.656465420772941,45.44047999675051,97.99,1.9317344202065294,0.5595200032494887,1.000996396683654,5.076501971771003,8.172098732378664,-0.0,100.43033512435619,,,True,0.7242382013658398,0.6275129437907381,0.28163522441964073,2.0,0.5201038747825941,N/A,kaersutite
80,"Holtz, F, Sato, H.,Lewis, J., Behrens, H. Nakada, S. (2005)",Calib data,825,3.0,1098.15,64.89,0.24,14.36,2.0,0.03,0.4,2.89,3.17,2.54,,,9.48,,47.24,1.58,11.74,14.05,0.25,11.11,10.12,1.69,0.82,,0.7862326076825777,0.2756550218340611,0.19555716393396988,0.18045970862533212,0.23028412824511332,0.054534600429177627,0.017410690588672437,0.0035242539154461,0.01977521339708128,0.0,0.0,0.0,6.764283169148126,2.371573763875346,1.6824588800811264,1.5525692496545869,1.9812292667455162,0.469183643892106,0.14979134693908516,0.030320608953528515,0.1701343111963551,0.0,0.0,0.0,1.5110283890082497,6.764283169148126,1.2357168308518736,0.0,0.0,0.42582228242515896,2.371573763875346,1.2566365976559675,0.030320608953528515,1.5525692496545869,0.44743075034541313,0.021752893546692853,0.14979134693908516,0.7455124358936427,0.1701343111963551,45.57417771757484,98.6,1.975960201010788,0.42582228242515896,1.2566365976559675,3.951919594362725,10.494012309064576,-0.0,100.97189210443808,,,True,0.6536483631214827,0.5849912845203051,0.44743075034541313,2.0,0.17154424048577802,N/A,Mg-Hornblende
81,"Holtz, F, Sato, H.,Lewis, J., Behrens, H. Nakada, S. (2005)",Calib data,825,3.0,1098.15,70.86,0.22,12.37,1.49,0.03,0.27,1.79,3.05,3.75,,,6.17,,50.11,1.71,9.42,15.25,0.23,11.65,9.84,1.42,0.81,,0.8339990679715065,0.28905319571258437,0.212259555159647,0.17546675226020436,0.18477653220348958,0.04582197195824392,0.017198365093688626,0.0032423136022104123,0.021402287917094295,0.0,0.0,0.0,7.018681038438335,2.4325832746820693,1.7863114867141179,1.47667451231148,1.5550227724826795,0.3856236992079798,0.14473617970438324,0.027286319462988175,0.18011510821980886,0.0,0.0,0.0,1.5447329525665323,7.018681038438335,0.9813189615616649,0.0,0.0,0.5636760306657109,2.4325832746820693,1.222635456048407,0.027286319462988175,1.47667451231148,0.3856236992079798,0.0,0.14473617970438324,0.5737038109210146,0.18011510821980886,45.43632396933429,100.44000000000003,2.020035399510081,0.5636760306657109,1.222635456048407,5.347983654630833,10.437816049112264,-0.0,102.9958351032532,,Low B Cations,False,0.665509632633101,0.5765925466879951,0.3856236992079798,1.8622982115194597,0.14473617970438324,N/A,low-Ca
82,"Holtz, F, Sato, H.,Lewis, J., Behrens, H. Nakada, S. (2005)",Calib data,825,3.0,1098.15,70.62,0.25,12.69,1.48,0.05,0.28,2.07,3.04,3.76,,,5.76,,47.81,1.56,11.19,14.25,0.27,12.3,10.04,1.64,0.77,,0.7957193262765462,0.30518062723302897,0.19834089580491607,0.17903314966386702,0.21949568952834908,0.05292115071233805,0.016349063113753386,0.0038061942286817885,0.0195248942401562,0.0,0.0,0.0,6.708104792802534,2.5727458924390665,1.6720613284379418,1.5092923970446972,1.8504013140091737,0.4461379949073681,0.13782652376233076,0.03208713035440851,0.1645995419568772,0.0,0.0,0.0,1.542067627311678,6.708104792802534,1.2918952071974656,0.0,0.0,0.8016407037129127,2.5727458924390665,0.870420624725029,0.03208713035440851,1.5092923970446972,0.4461379949073681,0.0,0.13782652376233076,0.5585061068117081,0.1645995419568772,45.19835929628709,99.82999999999998,2.01654997417681,0.8016407037129127,0.870420624725029,7.5925956753071135,7.4180855040282205,-0.0,102.60723115351213,,Low B Cations,False,0.7472034476444852,0.6060925169429764,0.4461379949073681,1.9554303919520652,0.13782652376233076,N/A,Mg-Hornblende
83,"Holtz, F, Sato, H.,Lewis, J., Behrens, H. Nakada, S. (2005)",Calib data,800,3.0,1073.15,67.21,0.21,13.82,1.71,0.06,0.33,2.44,3.26,2.79,,,8.18,,45.41,1.37,10.97,16.77,0.32,11.6,10.14,1.61,0.57,,0.7557752479861526,0.2878126240571655,0.23341591737883804,0.1808163483656984,0.2151803140416434,0.05195308088223431,0.01210255321407718,0.004511045011771009,0.017146862249367945,0.0,0.0,0.0,6.490160898041809,2.4715684240731415,2.0044409551507947,1.5527462655290125,1.8478441361273834,0.4461430233037462,0.10392973022836162,0.03873824661857566,0.14724733998829775,0.0,0.0,0.0,1.5138420107249382,6.490160898041809,1.5098391019581907,0.0,0.0,1.2217741032222662,2.4715684240731415,0.7826668519285285,0.03873824661857566,1.5527462655290125,0.4461430233037462,0.0,0.10392973022836162,0.3380050341691927,0.14724733998829775,44.778225896777734,98.75999999999998,1.9796395524864576,1.2217741032222662,0.7826668519285285,11.360006014060646,6.5481215962552515,-0.0,101.87776716280234,,,True,0.7594928499176754,0.5521812433068828,0.4461430233037462,1.9988892888327587,0.10392973022836162,N/A,Tschermakitic pargasite
84,"Holtz, F, Sato, H.,Lewis, J., Behrens, H. Nakada, S. (2005)",Calib data,800,3.0,1073.15,71.29,0.22,11.96,1.35,0.04,0.28,1.63,2.81,3.8,,,6.63,,47.97,1.73,8.36,17.63,0.27,12.1,9.44,1.29,0.59,,0.798382264829239,0.30021834061135366,0.24538596442390667,0.16833395745287896,0.16398426849481665,0.04162700269446103,0.0125272042040448,0.0038061942286817885,0.021652607074019375,0.0,0.0,0.0,6.768467997702023,2.545169551312326,2.0803155586674964,1.4270895711718201,1.3902140895766726,0.35290242279865436,0.10620223480777179,0.03226788089459993,0.18356492184688283,0.0,0.0,0.0,1.533429639662017,6.768467997702023,1.2315320022979774,0.0,0.0,1.3924362713754448,2.545169551312326,0.6878792872920516,0.03226788089459993,1.4270895711718201,0.35290242279865436,0.0,0.10620223480777179,0.15868208727869515,0.18356492184688283,44.607563728624555,99.38,2.005254144173407,1.3924362713754448,0.6878792872920516,13.114335009092393,5.82955397532419,-0.0,102.69914312858998,,Low B Cations,False,0.7872351079023628,0.5502492151192827,0.35290242279865436,1.7799919939704745,0.10620223480777179,N/A,low-Ca
85,"Holtz, F, Sato, H.,Lewis, J., Behrens, H. Nakada, S. (2005)",Calib data,850,3.0,1123.15,63.57,0.32,14.68,2.18,0.07,0.4,3.23,3.27,2.39,,,9.88,,45.43,1.9,11.42,13.59,0.23,12.64,10.97,1.81,0.71,,0.7561081153052392,0.31361651448987693,0.18915458063079363,0.19561689759089856,0.22400721844626867,0.058406879749592605,0.015075110143850523,0.0032423136022104123,0.02378031990788255,0.0,0.0,0.0,6.509932117010866,2.7001723414626424,1.6285812235079873,1.6842204156781546,1.9286551172869397,0.5028709712800378,0.12979353310248593,0.027915639344685255,0.20474356138688143,0.0,0.0,0.0,1.5099090623822713,6.509932117010866,1.490067882989134,0.0,0.0,0.6408881901787282,2.7001723414626424,0.9876930333292591,0.027915639344685255,1.6842204156781546,0.3157795843218454,0.18709138695819238,0.12979353310248593,0.43858723429780566,0.20474356138688143,45.35911180982127,98.7,1.9744964661922009,0.6408881901787282,0.9876930333292591,5.943471069233353,8.241988873009257,-0.0,101.26995640843482,,,True,0.7321775789104036,0.6237759440299677,0.3157795843218454,2.0,0.3168849200606783,N/A,Mg-Hornblende
86,"Holtz, F, Sato, H.,Lewis, J., Behrens, H. Nakada, S. (2005)",Calib data,775,3.0,1048.15,67.38,0.15,13.28,1.25,0.04,0.22,2.4,2.59,2.61,,,10.06,,45.76,1.56,12.23,16.75,0.33,10.61,10.42,1.61,0.74,,0.7616004260701683,0.26324930527987295,0.23313754419174343,0.18580930473082616,0.2398956463745942,0.05195308088223431,0.015712086628801955,0.004652015168388852,0.0195248942401562,0.0,0.0,0.0,6.50487276199499,2.248427360217077,1.9912410879764306,1.5870078900893634,2.0489624249232077,0.44373423276083174,0.13419782979005726,0.03973312740039378,0.16676323748789953,0.0,0.0,0.0,1.522059831324924,6.50487276199499,1.4951272380050096,0.0,0.0,0.8558177333814072,2.248427360217077,1.1354233545950234,0.03973312740039378,1.5870078900893634,0.4129921099106366,0.03074212285019512,0.13419782979005726,0.5538351869181981,0.16676323748789953,45.14418226661859,100.00999999999999,1.9903859332710545,0.8558177333814072,1.1354233545950234,8.000554692147405,9.550998773731486,-0.0,102.80193939914994,,Recalc Total>102,False,0.6644582015320757,0.5303309416034917,0.4129921099106366,2.0,0.16493995264025238,N/A,Mg-Hornblende
87,"Holtz, F, Sato, H.,Lewis, J., Behrens, H. Nakada, S. (2005)",Calib data,775,3.0,1048.15,68.01,0.18,12.76,1.29,0.03,0.23,2.05,2.75,3.01,,,9.69,,53.68,0.98,10.77,13.81,0.28,9.65,8.2,1.37,0.71,,0.8934158844284668,0.23943032949583168,0.19221668568883446,0.14622229355017027,0.21125724541736546,0.04420852224140435,0.015075110143850523,0.003947164385299633,0.012265638689328895,0.0,0.0,0.0,7.480940428185759,2.0048490998176534,1.609509747928161,1.2243796941457876,1.768944223552663,0.37017622707440345,0.1262301274245077,0.03305123866873365,0.10270526184702813,0.0,0.0,0.0,1.552532948105127,7.480940428185759,0.5190595718142408,0.0,0.0,0.11859865359127753,2.0048490998176534,1.4909110943368835,0.03305123866873365,1.2243796941457876,0.37017622707440345,0.0,0.1262301274245077,1.2498846517384221,0.10270526184702813,45.88140134640872,99.45,2.0302353936759356,0.11859865359127753,1.4909110943368835,1.1309090430066249,12.792393608858934,-0.0,101.5935380455415,,Low B Cations,False,0.5735087616050087,0.5546901080583152,0.37017622707440345,1.594555921220191,0.1262301274245077,N/A,low-Ca
88,"Holtz, F, Sato, H.,Lewis, J., Behrens, H. Nakada, S. (2005)",Calib data,875,3.0,1148.15,63.62,0.36,19.45,1.91,0.07,0.88,4.13,3.34,2.49,,,3.75,,45.27,1.45,10.42,8.84,0.17,16.51,11.9,1.72,1.17,,0.7534451767525464,0.4096367606192934,0.1230409486958216,0.21220064551793005,0.20439187532487912,0.05550267025928137,0.02484208291310579,0.0023964926625033483,0.018148138877068263,0.0,0.0,0.0,6.482066385740774,3.5242015720622732,1.0585502730914453,1.8256121530605036,1.75843146315216,0.47750255002919956,0.2137222927046683,0.020617591047887563,0.15613271490546035,0.0,0.0,0.0,1.511059392932112,6.482066385740774,1.517933614259226,0.0,0.0,0.6227211867004883,3.5242015720622732,0.4358290863909571,0.020617591047887563,1.8256121530605036,0.17438784693949638,0.3031147030897032,0.2137222927046683,0.24049784889293413,0.15613271490546035,45.37727881329951,97.45000000000002,1.9760007446035313,0.6227211867004883,0.4358290863909571,5.779393554110351,3.6396279153037763,-0.0,100.00502221401767,,,True,0.889943001966255,0.769014271586434,0.17438784693949638,2.0,0.5168369957943715,N/A,Mg-hastingsite
89,"Holtz, F, Sato, H.,Lewis, J., Behrens, H. Nakada, S. (2005)",Calib data,875,3.0,1148.15,68.56,0.34,17.91,1.77,0.05,0.72,2.81,3.48,2.96,,,1.4,,46.67,1.58,10.41,9.92,0.25,16.08,10.99,1.74,1.09,,0.7767458890886093,0.3989678443826915,0.13807310079893104,0.19597353733126482,0.20419572189366522,0.0561480501460172,0.023143478953235312,0.0035242539154461,0.01977521339708128,0.0,0.0,0.0,6.551491812884546,3.3651089793913522,1.1645826545991367,1.6529460192886054,1.7222963378436185,0.47358279716508256,0.19520452571907979,0.02972544946541388,0.1667947658159324,0.0,0.0,0.0,1.5412820234764246,6.551491812884546,1.4485081871154541,0.0,0.0,0.8664511432940571,3.3651089793913522,0.29813151130507953,0.02972544946541388,1.6529460192886054,0.3470539807113946,0.12652881645368796,0.19520452571907979,0.2737881507281643,0.1667947658159324,45.13354885670594,98.72999999999999,2.015522646084555,0.8664511432940571,0.29813151130507953,8.20225533612307,2.5395059598963234,-0.0,101.56728394210393,,,True,0.918615359253031,0.7429002350049195,0.3470539807113946,2.0,0.3217333421727677,N/A,Mg-Hornblende
90,"Holtz, F, Sato, H.,Lewis, J., Behrens, H. Nakada, S. (2005)",Calib data,850,2.0,1123.15,67.35,0.29,18.52,2.33,0.06,0.43,2.84,3.57,2.88,,,1.73,,45.2,1.93,11.03,14.73,0.26,12.9,10.67,1.71,1.03,,0.7522801411357433,0.32006748709805477,0.20502185229518693,0.19026730148540452,0.21635723462892673,0.05517998031591345,0.02186952598333245,0.003665224072063944,0.02415579864327017,0.0,0.0,0.0,6.427430169515565,2.7346347595315064,1.7516927096634178,1.6256308348021835,1.8485414424837174,0.47145398481518663,0.18685173702187585,0.03131542425571969,0.20638549455007132,0.0,0.0,0.0,1.521547737873246,6.427430169515565,1.5725698304844347,0.0,0.0,0.9742598379435918,2.7346347595315064,0.777432871719826,0.03131542425571969,1.6256308348021835,0.3743691651978165,0.09708481961737014,0.18685173702187585,0.2759716119992828,0.20638549455007132,45.02574016205641,99.46000000000001,1.9897162726034756,0.9742598379435918,0.777432871719826,9.10473846547625,6.537440121351778,-0.0,102.3618948594315,,Recalc Total>102,False,0.7786395498759714,0.6095486293206857,0.3743691651978165,2.0,0.283936556639246,N/A,Tschermakitic pargasite
