,Data Source,Unnamed: 1,T (C),P (kbar),T_K,SiO2_Liq,TiO2_Liq,Al2O3_Liq,FeOt_Liq,MnO_Liq,MgO_Liq,CaO_Liq,Na2O_Liq,K2O_Liq,Cr2O3_Liq,P2O5_Liq,H2O_Liq,Unnamed: 17,SiO2_Amp,TiO2_Amp,Al2O3_Amp,FeOt_Amp,MnO_Amp,MgO_Amp,CaO_Amp,Na2O_Amp,K2O_Amp,Cr2O3_Amp,SiO2_Amp_cat_prop,MgO_Amp_cat_prop,FeOt_Amp_cat_prop,CaO_Amp_cat_prop,Al2O3_Amp_cat_prop,Na2O_Amp_cat_prop,K2O_Amp_cat_prop,MnO_Amp_cat_prop,TiO2_Amp_cat_prop,Cr2O3_Amp_cat_prop,F_Amp_cat_prop,Cl_Amp_cat_prop,Si_Amp_13_cat,Mg_Amp_13_cat,Fet_Amp_13_cat,Ca_Amp_13_cat,Al_Amp_13_cat,Na_Amp_13_cat,K_Amp_13_cat,Mn_Amp_13_cat,Ti_Amp_13_cat,Cr_Amp_13_cat,F_Amp_13_cat,Cl_Amp_13_cat,cation_sum_Si_Mg,Si_T,Al_IV_T,Ti_T,Cr_C,Fe3_C,Mg_C,Fe2_C,Mn_C,Ca_B,Na_B,Na_A,K_A,Al_VI_C,Ti_C,Charge,Sum_input,H2O_calc,Fe3_calc,Fe2_calc,Fe2O3_calc,FeO_calc,"O=F,Cl",Total_recalc,Total,Fail Msg,Input_Check,Mgno_Fe2,Mgno_FeT,Na_calc,B_Sum,A_Sum,class,classification
20,"Barclay, J., Carmichael, I.S.E. (2004)",Calib data,1020,1.04,1293.15,56.34,0.79,17.37,4.024,0.1,1.95,3.44,5.71,4.08,,,3.51,,41.2,3.2,11.3,9.1,0.1,15.5,11.6,2.71,1.06,,0.6857066773184209,0.38457721317983323,0.12665980012805164,0.206851049412436,0.22165337727170195,0.08744897465270494,0.02250650246828388,0.0014097015661784403,0.04005106510801272,0.0,0.0,0.0,6.105365550640228,3.424182010435703,1.1277480676970053,1.8417514557904968,1.9735477844111642,0.7786244103256776,0.20039242635441118,0.012551640028485123,0.3566049467874136,0.0,0.0,0.0,1.460057834572199,6.105365550640228,1.8946344493597724,0.0,0.0,0.43999147247247095,3.424182010435703,0.6877565952245344,0.012551640028485123,1.8417514557904968,0.15824854420950318,0.6203758661161745,0.20039242635441118,0.07891333505139175,0.3566049467874136,45.56000852752753,95.76999999999998,1.9093063990559527,0.43999147247247095,0.6877565952245344,3.9456759164851927,5.549630450109333,-0.0,98.07461276565046,,Recalc Total<98.5,False,0.8327415214133277,0.7522483763283927,0.15824854420950318,2.0,0.8207682924705857,N/A,Mg-hastingsite
21,"Barclay, J., Carmichael, I.S.E. (2004)",Calib data,1000,0.94,1273.15,56.69,0.38,16.85,4.401,0.09,1.56,2.25,5.56,4.29,,,3.43,,41.4,3.3,10.9,9.4,0.12,15.9,11.77,2.66,1.12,,0.689035350509287,0.3945017864231838,0.13083539793447094,0.2098824872055493,0.2138072400231461,0.08583552493586538,0.023780455438186743,0.0016916418794141281,0.041302660892638114,0.0,0.0,0.0,6.088646947107125,3.4860070615512644,1.1561243492347137,1.8546223557772223,1.8893033547177676,0.7584838810778116,0.21013551379840445,0.014948159273802842,0.36497012811532437,0.0,0.0,0.0,1.4711740776621403,6.088646947107125,1.8893033547177676,0.02204969817510749,0.0,0.5255983884066779,3.4860070615512644,0.6305259608280358,0.014948159273802842,1.8546223557772223,0.14537764422277766,0.613106236855034,0.21013551379840445,0.0,0.3429204299402169,45.47440161159332,96.57000000000001,1.9238430246351066,0.5255983884066779,0.6305259608280358,4.74925164029924,5.126562757463611,-0.0,98.96965742239796,,,True,0.8468308264745559,0.7509496722672558,0.14537764422277766,2.0,0.8232417506534384,N/A,Mg-hastingsite
22,"Barclay, J., Carmichael, I.S.E. (2004)",Calib data,975,0.54,1248.15,60.54,0.55,18.22,2.16,0.05,0.92,2.03,6.62,4.5,,,2.53,,41.7,3.2,11.1,9.4,0.12,15.4,11.6,2.75,1.05,,0.6940283602955862,0.38209606986899564,0.13083539793447094,0.206851049412436,0.21773030864742401,0.08873973442617661,0.02229417697330007,0.0016916418794141281,0.04005106510801272,0.0,0.0,0.0,6.152595887629889,3.38730063877258,1.1598623015134522,1.83374482769674,1.9301900012068527,0.7866821535467662,0.19763898625929296,0.014996489287834156,0.3550546815893903,0.0,0.0,0.0,1.4664328437339038,6.152595887629889,1.8474041123701106,0.0,0.0,0.40269806515505024,3.38730063877258,0.7571642363584019,0.014996489287834156,1.83374482769674,0.16625517230325992,0.6204269812435063,0.19763898625929296,0.0827858888367421,0.3550546815893903,45.59730193484495,96.32000000000001,1.917642949498182,0.40269806515505024,0.7571642363584019,3.6270105134061033,6.136369647053685,-0.0,98.60102310995798,,,True,0.8173071170413834,0.744926162368729,0.16625517230325992,2.0,0.8180659675027993,N/A,Mg-hastingsite
23,Cota et al. 2004,Calib data,850,2.0,1123.15,72.3,0.31,15.98,2.02,0.09,0.3,2.42,3.77,3.26,,,6.0,,47.1,1.81,10.87,13.04,0.23,11.53,9.3,1.92,0.81,,0.7839025364489715,0.2860758237395792,0.1814993179856916,0.1658374792703151,0.2132187797295044,0.061956469126639664,0.017198365093688626,0.0032423136022104123,0.022653883701719696,0.0,0.0,0.0,6.836698770944101,2.494971175137302,1.5829214813119112,1.4463288967526324,1.859558429192293,0.5403448727808863,0.14999318924377902,0.02827739468692256,0.19757274872746824,0.0,0.0,0.0,1.490592655207677,6.836698770944101,1.1633012290558993,0.0,0.0,0.4889026759346393,2.494971175137302,1.094018805377272,0.02827739468692256,1.4463288967526324,0.5403448727808863,0.0,0.14999318924377902,0.6962572001363938,0.19757274872746824,45.51109732406536,96.61,1.9492365491177315,0.4889026759346393,1.094018805377272,4.475983570904992,9.012452854134047,-0.0,99.00767297415675,,Low B Cations,False,0.6951736250820025,0.6118285559065634,0.5403448727808863,1.9866737695335188,0.14999318924377902,N/A,low-Ca
24,Cota et al. 2004,Calib data,850,2.0,1123.15,73.9,0.29,14.95,1.83,0.06,0.23,1.87,3.12,3.67,,,5.4,,47.5,1.87,10.19,13.18,0.3,11.85,9.37,1.9,0.71,,0.7905598828307037,0.2940154823342596,0.18344793029535394,0.16708571836159702,0.1998803464069595,0.06131108923990384,0.015075110143850523,0.00422910469853532,0.023404841172494934,0.0,0.0,0.0,6.8719626715243045,2.555737349353866,1.594625981581751,1.4523970219870153,1.7374651928475346,0.5329482633225657,0.1310407932751666,0.03676160434329346,0.2034472003492532,0.0,0.0,0.0,1.4955375877383068,6.8719626715243045,1.1280373284756955,0.0,0.0,0.5429319628335847,2.555737349353866,1.0516940187481663,0.03676160434329346,1.4523970219870153,0.5329482633225657,0.0,0.1310407932751666,0.6094278643718392,0.2034472003492532,45.457068037166415,96.86999999999999,1.9557029993500936,0.5429319628335847,1.0516940187481663,4.987120190635517,8.692525599859737,-0.0,99.32534878984535,,Low B Cations,False,0.7084645800755757,0.6157864132771541,0.5329482633225657,1.985345285309581,0.1310407932751666,N/A,low-Ca
25,Cota et al. 2004,Calib data,900,2.0,1173.15,69.6,0.36,16.48,2.27,0.06,0.96,3.58,4.3,2.92,,,6.0,,44.4,1.62,10.78,10.08,0.16,14.74,11.65,2.06,0.62,,0.7389654483722787,0.36572052401746724,0.140300086295688,0.20774264876335172,0.21145339884857936,0.06647412833379047,0.013164180688996233,0.0022555225058855043,0.02027585171093144,0.0,0.0,0.0,6.495429539653077,3.2146454210991946,1.2332231864808174,1.8260363057508662,1.8586534135885187,0.5843006838182636,0.11571178097837083,0.0198258085602675,0.1782226306181246,0.0,0.0,0.0,1.4789708317508303,6.495429539653077,1.5045704603469234,0.0,0.0,0.4419571695707134,3.2146454210991946,0.791266016910104,0.0198258085602675,1.8260363057508662,0.17396369424913383,0.4103369895691298,0.11571178097837083,0.3540829532415952,0.1782226306181246,45.55804283042929,96.11,1.9340387799818548,0.4419571695707134,0.791266016910104,4.014642566301959,6.467573378355316,-0.0,98.44625472463913,,Recalc Total<98.5,False,0.8024754093656857,0.7227383955589041,0.17396369424913383,2.0,0.5260487705475007,N/A,Mg-hastingsite
26,Cota et al. 2004,Calib data,900,2.0,1173.15,71.0,0.42,15.77,2.09,0.08,0.78,2.89,3.79,3.16,,,5.4,,45.2,1.88,10.25,10.2,0.16,15.07,10.85,1.97,0.56,,0.7522801411357433,0.3739082969432314,0.1419703254182557,0.19347705914870092,0.2010572669942429,0.06356991884347925,0.011890227719093371,0.0022555225058855043,0.023530000750957472,0.0,0.0,0.0,6.54155964603838,3.2513731160177284,1.2345232858186268,1.6824074614684625,1.7483222437942576,0.552781328483058,0.103393177057685,0.019613218797662788,0.20460848953334515,0.0,0.0,0.0,1.4950015537483163,6.54155964603838,1.4584403539616204,0.0,0.0,0.7383520565846311,3.2513731160177284,0.4961712292339957,0.019613218797662788,1.6824074614684625,0.31759253853153746,0.2351887899515206,0.103393177057685,0.2898818898326372,0.20460848953334515,45.26164794341537,96.13999999999999,1.9550020318247214,0.7383520565846311,0.4961712292339957,6.779727296552988,4.099514846194888,-0.0,98.77424417457259,,,True,0.8676009718570341,0.7247989754481937,0.31759253853153746,2.0,0.3385819670092056,N/A,Mg-Hornblende
27,Cota et al. 2004,Calib data,850,2.0,1123.15,74.6,0.25,15.33,0.77,0.04,0.49,2.06,3.21,3.28,,,5.8,,47.7,4.53,10.02,8.8,0.21,14.12,10.58,1.94,0.61,,0.7938885560215698,0.3503374354902739,0.12248420232163239,0.1886624226537563,0.1965457380763233,0.0626018490133755,0.012951855194012422,0.002960373288974724,0.05669728904353051,0.0,0.0,0.0,6.776846215897884,2.9905745661424112,1.0455580908865914,1.6104731770544605,1.6777672775739054,0.5343862187918701,0.11056051909887421,0.025270542532532046,0.4839833069666757,0.0,0.0,0.0,1.5229135942423047,6.776846215897884,1.2231537841021156,0.0,0.0,0.0,2.9905745661424112,1.0455580908865914,0.025270542532532046,1.6104731770544605,0.38952682294553953,0.14485939584633056,0.11056051909887421,0.4546134934717898,0.4839833069666757,46.06531941530269,98.50999999999999,1.991502392470706,0.0,1.0455580908865914,0.0,8.8,-0.0,100.5015023924707,,,True,0.7409505138376135,0.7409505138376135,0.38952682294553953,2.0,0.2554199149452048,N/A,Mg-Hornblende
28,Cota et al. 2004,Calib data,850,2.0,1123.15,76.1,0.23,13.49,0.82,0.05,0.44,1.33,3.47,4.06,,,4.7,,47.9,1.14,8.49,5.85,0.37,18.01,11.72,1.7,0.49,,0.7972172292124359,0.4468539102818579,0.08142415722517606,0.20899088785463366,0.1665342631005973,0.05485729037254554,0.0104039492542067,0.005215895794860228,0.01426819194472953,0.0,0.0,0.0,6.856586440019307,3.8432341269580745,0.7003006857637459,1.797457499968095,1.4323029261449776,0.4718083597819088,0.08948072716581208,0.044860094675729184,0.12271572643816507,0.0,0.0,0.0,1.511513647559657,6.856586440019307,1.1434135599806927,0.0,0.0,0.4528886540561672,3.8432341269580745,0.24741203170757875,0.044860094675729184,1.797457499968095,0.202542500031905,0.26926585975000383,0.08948072716581208,0.28888936616428484,0.12271572643816507,45.54711134594383,95.67,1.9765947698857051,0.4528886540561672,0.24741203170757875,4.2044636880026625,2.066769910286248,-0.0,98.06782836817463,,Recalc Total<98.5,False,0.9395176160168585,0.8458687531560414,0.202542500031905,2.0,0.3587465869158159,N/A,Mg-Hornblende
29,Cota et al. 2004,Calib data,925,2.0,1198.15,70.3,0.39,16.04,1.63,0.04,1.2,3.35,4.05,2.96,,,4.9,,46.0,1.23,9.97,6.05,0.26,17.64,11.82,1.9,0.55,,0.7655948338992077,0.4376736800317586,0.08420788909612226,0.21077408655646498,0.19556497092025385,0.06131108923990384,0.011677902224109561,0.003665224072063944,0.015394628150892388,0.0,0.0,0.0,6.625873587803944,3.7878657851303776,0.7287808166168682,1.8241534441856542,1.69252549539898,0.5306194723979182,0.10106690965194161,0.03172084018486065,0.13323347486496992,0.0,0.0,0.0,1.5021012261702988,6.625873587803944,1.3741264121960564,0.0,0.0,0.5092671088420246,3.7878657851303776,0.21951370777484358,0.03172084018486065,1.8241534441856542,0.17584655581434583,0.35477291658357235,0.10106690965194161,0.31839908320292354,0.13323347486496992,45.490732891157975,95.42,1.9642862188380832,0.5092671088420246,0.21951370777484358,4.6984209161938315,1.8223008917864878,-0.0,97.8550080268184,,Recalc Total<98.5,False,0.9452226303589474,0.8386455968605243,0.17584655581434583,2.0,0.45583982623551395,N/A,Mg-Hornblende
30,Cota et al. 2004,Calib data,925,2.0,1198.15,71.7,0.33,15.5,1.48,0.03,1.06,2.82,3.82,3.27,,,4.5,,46.3,1.29,9.45,5.69,0.24,18.03,11.8,1.83,0.51,,0.7705878436855069,0.4473501389440254,0.07919717172841911,0.21041744681609872,0.18536499249713123,0.05905225963632844,0.01082860024417432,0.0033832837588282563,0.016145585621667628,0.0,0.0,0.0,6.669406422665554,3.8717972445348674,0.6854482978296683,1.821154437791672,1.6043264653449019,0.5110949036099491,0.09372109436811805,0.029282183226391867,0.13973938639861774,0.0,0.0,0.0,1.5020290162355785,6.669406422665554,1.3305935773344464,0.0,0.0,0.5302570429653315,3.8717972445348674,0.15519125486433683,0.029282183226391867,1.821154437791672,0.17884556220832803,0.3322493414016211,0.09372109436811805,0.2737328880104555,0.13973938639861774,45.46974295703467,95.14,1.9641917904619104,0.5302570429653315,0.15519125486433683,4.891835682422772,1.288263816503792,-0.0,97.59429128938847,,Recalc Total<98.5,False,0.9614622055942077,0.8495915369365807,0.17884556220832803,2.0,0.42597043576973914,N/A,Mg-Hornblende
31,Cota et al. 2004,Calib data,875,2.0,1148.15,72.0,0.36,16.2,1.68,0.05,0.31,2.81,4.14,3.0,,,6.0,,45.2,2.0,9.7,12.38,0.19,12.95,10.64,1.87,0.47,,0.7522801411357433,0.32130805875347357,0.1723130028115692,0.18973234187485513,0.19026882827747862,0.060343019409800094,0.009979298264239078,0.002678432975739036,0.02503191569250795,0.0,0.0,0.0,6.68062908058525,2.8533784740005825,1.5302268325307542,1.6849193955101143,1.6896836667791844,0.5358766079758699,0.08862122837279544,0.023785842865805394,0.22229610323842336,0.0,0.0,0.0,1.4638803796465116,6.68062908058525,1.3193709194147498,0.0,0.0,0.5101293382045711,2.8533784740005825,1.0200974943261831,0.023785842865805394,1.6849193955101143,0.31508060448988573,0.22079600348598416,0.08862122837279544,0.37031274736443454,0.22229610323842336,45.48987066179543,95.4,1.9143051118454382,0.5101293382045711,1.0200974943261831,4.586622356577291,8.25289866265911,-0.0,97.77382613108185,,Recalc Total<98.5,False,0.7366454567764269,0.6509204808537853,0.31508060448988573,2.0,0.3094172318587796,N/A,Mg-Hornblende
32,Cota et al. 2004,Calib data,875,2.0,1148.15,73.3,0.33,15.78,1.3,0.06,0.2,2.5,3.18,3.34,,,5.6,,46.1,1.84,10.36,10.65,0.29,13.6,10.67,1.95,0.55,,0.7672591704946409,0.33743549027391817,0.14823372212788463,0.19026730148540452,0.20321495473759574,0.06292453895674341,0.011677902224109561,0.0040881345419174755,0.023029362437107313,0.0,0.0,0.0,6.72462252334218,2.9574443490954025,1.2991905015581455,1.667592686053435,1.7810720474379045,0.5515004423689644,0.1023506623857074,0.03583034608932503,0.20184023247704394,0.0,0.0,0.0,1.483260834613064,6.72462252334218,1.2753774766578196,0.0,0.0,0.37696596406209437,2.9574443490954025,0.9222245374960512,0.03583034608932503,1.667592686053435,0.3324073139465651,0.21909312842239936,0.1023506623857074,0.5056945707800848,0.20184023247704394,45.623034035937906,96.01,1.939648783724776,0.37696596406209437,0.9222245374960512,3.434209314279875,7.559854626826158,-0.0,98.2937127248308,,Recalc Total<98.5,False,0.7622929779694971,0.6947846016534229,0.3324073139465651,2.0,0.32144379080810676,N/A,Mg-Hornblende
33,Cota et al. 2004,Calib data,875,2.0,1148.15,70.9,0.4,16.04,2.25,0.03,0.67,2.89,4.32,3.05,,,6.0,,46.1,1.69,7.86,12.63,0.32,14.01,10.72,1.64,0.45,,0.7672591704946409,0.3476081778483525,0.17579266765025192,0.1911589008363202,0.1541765969341219,0.05292115071233805,0.00955464727427146,0.004511045011771009,0.021151968760169216,0.0,0.0,0.0,6.782979767780603,3.073041454741303,1.5541008225774828,1.6899465091671981,1.3630032430830596,0.4678511621282268,0.08446817143662419,0.039880040829833374,0.18699467098771846,0.0,0.0,0.0,1.4704996266993073,6.782979767780603,1.2170202322193973,0.0,0.0,0.7648355274810541,3.073041454741303,0.7892652950964287,0.039880040829833374,1.6899465091671981,0.31005349083280187,0.15779767129542493,0.08446817143662419,0.1459830108636624,0.18699467098771846,45.235164472518946,95.42,1.9229610502990941,0.7648355274810541,0.7892652950964287,6.90780491934801,6.414268966498086,-0.0,98.0350349361452,,Recalc Total<98.5,False,0.7956492463656367,0.664133772113441,0.31005349083280187,2.0,0.24226584273204912,N/A,Mg-Hornblende
34,Cota et al. 2004,Calib data,900,2.0,1173.15,71.0,0.37,16.89,1.79,0.06,0.18,3.09,3.95,3.0,,,6.0,,45.3,1.92,10.31,11.34,0.19,14.45,11.1,1.91,0.55,,0.7539444777311762,0.3585252084160381,0.157837597082649,0.19793505590327928,0.20223418758152628,0.06163377918327175,0.011677902224109561,0.002678432975739036,0.02403063906480763,0.0,0.0,0.0,6.537451833674774,3.108771733737362,1.368609650906812,1.7162946773711802,1.7535724439750844,0.534426439398436,0.10125907883590947,0.0232246897295579,0.20836964797640978,0.0,0.0,0.0,1.4992505428519363,6.537451833674774,1.4625481663252264,0.0,0.0,0.6865097197458354,3.108771733737362,0.6820999311609766,0.0232246897295579,1.7162946773711802,0.28370532262881976,0.2507211167696163,0.10125907883590947,0.29102427764985794,0.20836964797640978,45.313490280254165,97.07,1.9605584021909936,0.6865097197458354,0.6820999311609766,6.321614343411587,5.651730728510074,-0.0,99.66390347411264,,,True,0.8200677861303256,0.6943281053517897,0.28370532262881976,2.0,0.35198019560552574,N/A,Mg-Hornblende
35,Cota et al. 2004,Calib data,900,2.0,1173.15,71.7,0.46,16.7,1.44,0.06,0.26,2.88,3.57,3.1,,,6.0,,48.2,1.82,11.0,9.47,0.26,12.88,10.14,1.93,0.77,,0.8022102389987351,0.31957125843588724,0.13180970408930212,0.1808163483656984,0.21576877433528507,0.062279159070007584,0.016349063113753386,0.003665224072063944,0.022779043280182234,0.0,0.0,0.0,6.971990589218625,2.7773863983345044,1.145555082449845,1.571470691717902,1.8752414155053145,0.5412667276379992,0.1420893284956061,0.03185437743814147,0.19797213705356945,0.0,0.0,0.0,1.4958042432114558,6.971990589218625,1.028009410781375,0.0,0.0,0.0,2.7773863983345044,1.145555082449845,0.03185437743814147,1.571470691717902,0.428529308282098,0.1127374193559012,0.1420893284956061,0.8472320047239394,0.19797213705356945,46.04146430761911,96.47000000000001,1.9560517026611346,0.0,1.145555082449845,0.0,9.47,-0.0,98.42605170266114,,Recalc Total<98.5,False,0.7079856816470268,0.7079856816470268,0.428529308282098,2.0,0.2548267478515073,N/A,Mg-Hornblende
36,Cota et al. 2004,Calib data,875,2.0,1148.15,71.3,0.28,16.34,1.19,0.06,0.83,2.85,4.42,3.16,,,6.0,,46.6,1.36,9.21,9.05,0.2,16.34,11.63,1.77,0.49,,0.7755808534718062,0.40541881699086935,0.12596386716031513,0.20738600902298543,0.1806573101479978,0.05711611997612095,0.0104039492542067,0.0028194031323568805,0.017021702670905407,0.0,0.0,0.0,6.688428236100659,3.496237240604894,1.0862829865798262,1.7884485315907623,1.5579464717868865,0.49255608602860806,0.08972122976901734,0.024313874478712753,0.14679119044902048,0.0,0.0,0.0,1.5074619535742508,6.688428236100659,1.311571763899341,0.0,0.0,0.6124402961346078,3.496237240604894,0.47384269044521843,0.024313874478712753,1.7884485315907623,0.21155146840923766,0.2810046176193704,0.08972122976901734,0.24637470788754556,0.14679119044902048,45.38755970386539,96.64999999999999,1.9712964008278664,0.6124402961346078,0.47384269044521843,5.670445885915464,3.947660417688131,-0.0,99.18940270443146,,,True,0.8806465616122031,0.7629507492109454,0.21155146840923766,2.0,0.37072584738838776,N/A,Mg-Hornblende
37,Cota et al. 2004,Calib data,875,2.0,1148.15,70.9,0.29,16.45,1.21,0.08,0.93,2.78,4.51,3.21,,,6.0,,45.6,1.79,10.28,9.82,0.2,15.57,11.11,2.03,0.54,,0.7589374875174755,0.3863140134974196,0.13668123486345796,0.1981133757734624,0.20164572728788457,0.06550605850368672,0.011465576729125751,0.0028194031323568805,0.022403564544794613,0.0,0.0,0.0,6.5390893301394755,3.3285242662178636,1.1776606363845554,1.706966756795408,1.7374018881180366,0.5644074449690256,0.09878867717888991,0.02429228921141173,0.19303158992865563,0.0,0.0,0.0,1.5088014308433892,6.5390893301394755,1.4609106698605245,0.0,0.0,0.7212266360069677,3.3285242662178636,0.45643400037758775,0.02429228921141173,1.706966756795408,0.2930332432045919,0.2713742017644337,0.09878867717888991,0.2764912182575121,0.19303158992865563,45.27877336399303,96.94000000000003,1.9730480249490474,0.7212266360069677,0.45643400037758775,6.683607493654389,3.806004671658476,-0.0,99.58266019026195,,,True,0.8794084456872632,0.7386568323673467,0.2930332432045919,2.0,0.3701628789433236,N/A,Mg-Hornblende
38,Cota et al. 2004,Calib data,850,2.0,1123.15,73.0,0.36,16.03,1.44,0.05,0.35,1.97,3.57,3.51,,,5.9,,45.5,1.68,8.73,11.73,0.4,15.37,10.73,1.63,0.38,,0.7572731509220424,0.3813517268757443,0.16326587423099406,0.19133722070650333,0.1712419454497308,0.05259846076897013,0.008068368809384788,0.005638806264713761,0.021026809181706678,0.0,0.0,0.0,6.563916546077148,3.3054927496993476,1.415161189816031,1.6584789086297913,1.4842964361688302,0.4559146280562834,0.06993526637421424,0.048876226096240406,0.18225685214240436,0.0,0.0,0.0,1.499798312924932,6.563916546077148,1.4360834539228522,0.0,0.0,1.1805490557019738,3.3054927496993476,0.23461213411405724,0.048876226096240406,1.6584789086297913,0.3415210913702087,0.11439353668607471,0.06993526637421424,0.04821298224597803,0.18225685214240436,44.819450944298026,96.15,1.9612747169018339,1.1805490557019738,0.23461213411405724,10.874867931413538,1.9446550350321912,-0.0,99.20079768334756,,,True,0.9337273493825604,0.7002192475982869,0.3415210913702087,2.0,0.18432880306028895,N/A,Mg-Hornblende
39,Cota et al. 2004,Calib data,850,2.0,1123.15,72.9,0.35,16.04,1.39,0.06,0.24,2.18,3.67,3.5,,,5.9,,44.8,1.62,9.82,11.47,0.26,14.53,10.58,1.93,0.55,,0.7456227947540109,0.3605101230647082,0.15964702279876403,0.1886624226537563,0.1926226694520454,0.062279159070007584,0.011677902224109561,0.003665224072063944,0.02027585171093144,0.0,0.0,0.0,6.53903438474692,3.1616362956650197,1.4000877908353107,1.6545498307218058,1.6892807833808372,0.546181749642267,0.1024139883094074,0.03214363402467495,0.1778171113472348,0.0,0.0,0.0,1.4823436858525243,6.53903438474692,1.4609656152530803,0.0,0.0,0.9193208250355767,3.1616362956650197,0.480766965799734,0.03214363402467495,1.6545498307218058,0.34545016927819416,0.2007315803640728,0.1024139883094074,0.22831516812775687,0.1778171113472348,45.08067917496442,95.56,1.9384494353456085,0.9193208250355767,0.480766965799734,8.3699545258236,3.938608088592065,-0.0,98.33701204976127,,Recalc Total<98.5,False,0.8680083089958582,0.6930792471691483,0.34545016927819416,2.0,0.3031455686734802,N/A,Mg-Hornblende
40,Cota et al. 2004,Calib data,850,2.0,1123.15,73.4,0.33,16.02,1.16,0.05,0.24,1.92,3.47,3.57,,,5.9,,45.5,1.7,9.27,12.21,0.34,14.62,10.31,1.76,0.53,,0.7572731509220424,0.36274315204446206,0.16994683072126493,0.18384778615881167,0.18183423073528113,0.05679343003275303,0.01125325123414194,0.0047929853250066965,0.021277128338631757,0.0,0.0,0.0,6.572377801113324,3.148249792165585,1.4749694693942617,1.5956159373441112,1.5781402788570644,0.4929104885626335,0.09766702874857304,0.041598345739289055,0.1846643127304781,0.0,0.0,0.0,1.4978674780866887,6.572377801113324,1.4276221988866764,0.0,0.0,1.1259661014559015,3.148249792165585,0.3490033679383602,0.041598345739289055,1.5956159373441112,0.4043840626558888,0.0885264259067447,0.09766702874857304,0.15051807997038802,0.1846643127304781,44.8740338985441,96.24000000000002,1.9587497790364392,1.1259661014559015,0.3490033679383602,10.358712978243595,2.8890978497862845,-0.0,99.23656060706634,,,True,0.9002064328886082,0.6809648459336503,0.4043840626558888,2.0,0.18619345465531772,N/A,Mg-Hornblende
41,Cota et al. 2004,Calib data,850,2.0,1123.15,73.4,0.37,16.07,0.96,0.07,0.15,2.01,3.47,3.62,,,5.9,,45.4,1.79,9.79,12.16,0.27,13.92,10.32,1.85,0.62,,0.7556088143266093,0.34537514886859866,0.16925089775352836,0.1840261060289948,0.1920342091584037,0.05969763952306427,0.013164180688996233,0.0038061942286817885,0.022403564544794613,0.0,0.0,0.0,6.599297481196334,3.0164197489246884,1.4781948040541066,1.6072377597577576,1.6771785198561773,0.5213841801051778,0.114972645654389,0.03324234380281659,0.195667102165878,0.0,0.0,0.0,1.4884788288806163,6.599297481196334,1.4007025188036657,0.0,0.0,0.8820599681443113,3.0164197489246884,0.5961348359097953,0.03324234380281659,1.6072377597577576,0.3927622402422424,0.12862193986293546,0.114972645654389,0.2764760010525116,0.195667102165878,45.11794003185569,96.12,1.9464723146900367,0.8820599681443113,0.5961348359097953,8.06395075065137,4.903954191140408,-0.0,98.87437725648184,,,True,0.8349824696317749,0.6711186717725468,0.3927622402422424,2.0,0.24359458551732446,N/A,Mg-Hornblende
42,Cota et al. 2004,Calib data,875,2.0,1148.15,70.1,0.38,16.21,2.78,0.05,0.71,2.92,4.33,3.1,,,6.0,,44.9,1.74,9.98,11.46,0.26,14.68,11.34,1.96,0.51,,0.747287131349444,0.36423183803096465,0.15950783620521672,0.20221473278767452,0.19576112435146772,0.06324722890011132,0.01082860024417432,0.003665224072063944,0.021777766652481916,0.0,0.0,0.0,6.510207349969243,3.1731106954298243,1.389598514517046,1.7616519600560152,1.7054294890503285,0.550996474015487,0.09433647381589538,0.03193065649363753,0.1897232945399205,0.0,0.0,0.0,1.492230920661639,6.510207349969243,1.4897926500307568,0.0,0.0,0.7260723539879379,3.1731106954298243,0.6635261605291081,0.03193065649363753,1.7616519600560152,0.2383480399439848,0.3126484340715022,0.09433647381589538,0.21563683901957176,0.1897232945399205,45.27392764601206,96.83000000000001,1.9513788962498357,0.7260723539879379,0.6635261605291081,6.654616433369562,5.472091197727243,-0.0,99.44808652734665,,,True,0.8270552607817072,0.6954444277343664,0.2383480399439848,2.0,0.4069849078873976,N/A,Mg-Hornblende
43,Cota et al. 2004,Calib data,875,2.0,1148.15,71.1,0.47,16.07,1.8,0.08,0.7,2.73,4.35,3.23,,,6.0,,45.8,1.88,9.06,11.24,0.24,15.66,10.45,1.73,0.4,,0.7622661607083415,0.3885470424771735,0.1564457311471759,0.18634426434137555,0.17771500867978934,0.055825360202649284,0.008493019799352408,0.0033832837588282563,0.023530000750957472,0.0,0.0,0.0,6.554364577474744,3.3409314267977472,1.3452025176813884,1.60228580038203,1.528086930546701,0.4800157507936567,0.07302744237910117,0.029091249707061624,0.20232329779235614,0.0,0.0,0.0,1.5118872275222661,6.554364577474744,1.445635422525256,0.0,0.0,1.200922524982282,3.3409314267977472,0.14427999269910652,0.029091249707061624,1.60228580038203,0.39771419961797005,0.08230155117568666,0.07302744237910117,0.08245150802144519,0.20232329779235614,44.79907747501772,96.46000000000001,1.9770832975291173,1.200922524982282,0.14427999269910652,11.151710366132694,1.205548678821354,-0.0,99.55434234248318,,,True,0.9586022265702505,0.7129398063266611,0.39771419961797005,2.0,0.15532899355478783,N/A,Mg-Hornblende
